Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
1879,Ratnam Opal,Ratnam Developers,"9/2, Arvind Nagar Society, Behind Samjuba Hospital, Bapunagar Ahmedabad 380024",Mixed Development,ratnamdevelopers2024@gmail.com,7575010152,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14293/211024/311228,Ahmedabad,21-10-2024
1880,Anantara Alora,A SHRIDHAR INFRACON LLP,"A. Shridhar Corporate House, Shilaj Circle, Nr. Kaveri Sangam, S.P. Ring Road, Shilaj Ahmedabad 380058",Mixed Development,rera.anantaraabode@gmail.com,9825125156,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14273/171024/300429,Ahmedabad,17-10-2024
1881,SHREEMAD FAMILY 2,SHREE KASTBHANJAN DEVELOPERS,"A-204, SHIVAM RESIDENCY, OPP.GANGOTRI BUNGLOWS NIKOL Ahmedabad 382350",Mixed Development,shreemadfamily@gmail.com,8128186997,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14375/301024/310828,Ahmedabad,30-10-2024
1882,EVEREST IMPRESSA,MARUTI DEVELOPERS,24 SHIV DARSHAN BUNGLOWS OPP SHREERAM PARK Ahmedabad 382350,Mixed Development,everestimpressa@gmail.com,8460559388,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14212/300924/300928,Ahmedabad,30-09-2024
1883,VIHAAN HEIGHTS,VIHAAN REALTY,"509, ISCON EMPORIO, NR. STAR BAZAAR, SATELLITE Ahmedabad 380015",Mixed Development,vihaanrealtyrera2024@gmail.com,9724330087,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14315/211024/310728,Ahmedabad,21-10-2024
1884,Signet,SHAYONA LIVEX PRIVATE LIMITED,"OPP. KHODIYAR MATA TEMPLE, CHENPUR- KALIGAM ROAD, NEW RANIP, AHMEDABAD AHMEDABAD CITY Ahmedabad 382470",Mixed Development,signetrera@gmail.com,9227088388,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14360/281024/311229,Ahmedabad,28-10-2024
1885,CELESTIAL LUXURIA,DILIPRAJ CORPORATION LLP,A-301 RIVER VALLEY-1 NR RANMUKHTESHWAR MAHADEV TEMPLE HANSOL SARDARNAGAR AHMEDABAD Ahmedabad 382475,Mixed Development,celestialluxuria@gmail.com,9978086745,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/MAA14584/261224/300827,Ahmedabad,26-12-2024
1886,ICONIC STATUS,TVAMEV REALTY,"SURVEY NO 122/2 1 TP SCHEME NO, 119 FINAL PLOT NO 43, ICONIC TOWER NEAR KANBA HOSPITAL, NIKOL, AHAMADABAD CITY. Ahmedabad 382350",Mixed Development,tvamevrealty@gmail.com,7575858598,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14928/100325/310329,Ahmedabad,10-03-2025
1887,SHREEMAD FAMILY 1,SHREE DEVELOPERS,"A-204, SHIVAM RESIDENCY, OPP. GANGOTRI BUNGLOWS, NIKOL Ahmedabad 382350",Mixed Development,shreemadfamily02@gmail.com,7984886937,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14377/301024/310728,Ahmedabad,30-10-2024
1888,ELEVEN AANGAN,ELEVEN INFRACON,"F.F.-F/108, SIGNATURE COMPLEX, OPP. SUVARNA BUNGLOWS THALTEJ Ahmedabad 380059",Mixed Development,elevenaanganrera2024@gmail.com,9099823705,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14305/211024/310828,Ahmedabad,21-10-2024
1889,PRATHAM RIYOM,PVR INFRACON,"24/3, Shreejibag/Devnarayan Bunglow Vibhusha Road, Near Ghuma 89, Bopal-Ghuma Ahmedabad 380058",Mixed Development,pvrinfracon2024@gmail.com,7567393393,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14420/181124/300927,Ahmedabad,18-11-2024
1890,OMBRE,RASHMI & DOBARIYA CORPORATION,722-723 SHILP EPITOME BODAKDEV Ahmedabad 380054,Mixed Development,rashmiombre@gmail.com,8160197394,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14444/301124/311229,Ahmedabad,30-11-2024
1891,RADHIKA COUTYARD,KARMIK INFRAVISION,"1, NANDANVAN COMPLEX, BHAIRAVNATH ROAD MANINAGAR Ahmedabad 380008",Mixed Development,accounts@9yardsdevelopers.com,9081012361,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14746/280125/310828,Ahmedabad,28-01-2025
1892,Gopinath Empire,Nilkanth Corporation,"Gopinath Empire, Sub Division 1, FP 19, Gopal Chowk Nikol Naroda Road, Nikol Ahmedabad 382350",Mixed Development,gopinathempirerera@gmail.com,7046234739,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14448/301124/300329,Ahmedabad,30-11-2024
1893,CALLISTO TOPAZ,CALLISTO DEVELOPERS,"106 METRIX, SURVEY NO-867, FP NO-317/1, TP-2, NEAR DIVYABHASKAR PRESS, S G HIGHWAY PRAHALADNAGAR Ahmedabad 380015",Mixed Development,jain.jigar177@gmail.com,9375555623,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14407/141124/090928,Ahmedabad,14-11-2024
1894,PARAMOUNT,SHANKARA INFRA,"1314-1317, ONE WORLD WEST, AMBLI BOPAL ROAD, BOPAL, AHMEDABAD Ahmedabad 380058",Mixed Development,sales@mountgroup.co.in,9687091757,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14312/211024/310828,Ahmedabad,21-10-2024
1895,Shrijan City,Shrijan Infrabuild,"A-34, Nandi Co. So. Suchit, B/h. Nobel School Parshwanath Road, Krishnanagar, Saijpur Bogha Ahmedabad 382345",Mixed Development,rera.shrijaninfrabuild@gmail.com,7984652806,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14483/021224/311229,Ahmedabad,02-12-2024
1896,SHYAM 68,SHYAM DEVELOPERS,"43, SADGURU VATIKA, OPP. SARGAM VATIKA, M G ROAD NAVA NIKOL Ahmedabad 382350",Mixed Development,shyam68rera2024@gmail.com,9227010803,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14740/270125/311226,Ahmedabad,27-01-2025
1897,SHIVANA ARESTA,SK SHIVANA PROJECTS LLP,"Block B 704, Shilp,Corporate Park Rajpath Rd,Bodakdev, BODAKDEV POLICE STATION,Ahmadabad City,Ahmedabad Ahmedabad 380054",Mixed Development,shivanaaresta2024@gmail.com,9904531333,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14517/131224/310828,Ahmedabad,13-12-2024
1898,ELENZA VIBE,ELENZA VIBE INFRASTRUCTURE,35 B MEGHNA FIRST CHOICE NR GOVT TUBEWELL BOPAL Ahmedabad 380058,Mixed Development,niyant92@gmail.com,9714442928,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14455/301124/300628,Ahmedabad,30-11-2024
1899,SANIDHYA SUN,SKY DEVELOPERS,"29, SURYA KIRANBUNGLOWS, NR. BHAKTI CIRCLE NIKOL Ahmedabad 382350",Mixed Development,skydevelopers.rara@gmail.com,9904036263,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14406/141124/311228,Ahmedabad,14-11-2024
1900,PRAANGAN PRIDE,GANESH INFRA,"209,SF,RAJVI ICON , Nikol Gam Road Ahmedabad 382350",Mixed Development,praanganpride@gmail.com,9313728041,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14661/070125/300928,Ahmedabad,07-01-2025
1901,SURYANSH SKYLINE,Sun Buildcon Gujarat LLP,A 501 TIMES SQUARE C G ROAD Ahmedabad 380006,Mixed Development,info@sunbuildcon.com,9909982220,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14578/231224/180929,Ahmedabad,23-12-2024
1902,AKSHAR HEIGHT,V B INFRA,"55, SHIVSHANTI SOCIETY, NR. S.P.RING ROAD VASTRAL Ahmedabad 382418",Mixed Development,aksharheightsrera2024@gmail.com,9081804111,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14769/030225/310828,Ahmedabad,03-02-2025
1903,The Staple,STAPLE BUILDCON,"24, Shivam Complex, Opp. R.K. Royal Science City, Ghatlodiya, Ahmedabad - 380060 Ghatlodiya, Ahmedabad Ahmedabad 380060",Mixed Development,staplebuildcon2025@gmail.com,8160759625,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14794/070225/311228,Ahmedabad,07-02-2025
1904,SCULPTURE,VIBGYOR REALITY,A-19 FALGUN SOCIETY LANE-9 JODHPUR-SATELLITE Ahmedabad 380015,Mixed Development,sculpturerera2024@gmail.com,9898957416,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA14582/261224/301229,Ahmedabad,26-12-2024
1905,AARON ELINOR 51,AARON ASSOCIATES LLP,"T.F.-301,ASIAN SQUARE,OPP. SHILP AARON, BODAKDEV,AHMEDABAD CITY Ahmedabad 380054",Mixed Development,abhi@aaroninfra.com,9998958958,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14409/141124/310728,Ahmedabad,14-11-2024
1906,ORCHID FINSBURY,GOYAL AND CO. (CONST.) PRIVATE LIMITED,"GOYAL HOUSE,OPP KARNAVATI CLUB, S G HIGHWAY Ahmedabad 380015",Mixed Development,r.one.rera@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14738/270125/311229,Ahmedabad,27-01-2025
1907,GOKULDHAM PARISAR,MARUTI DEVELOPER,"SURVEY NO 330, TP 102, RASPAN HARIDARSHAN ROAD, NIKOL Ahmedabad 382350",Mixed Development,bogharaotp@gmail.com,9510599650,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14596/301224/311029,Ahmedabad,30-12-2024
1908,ASTHAVINAYAK RESIDENCY,SHREE ASTHAVINAYAK DEVELOPERS,"SHOP NO 58, 59,60, RAJ MANDIR COMPLEX NEAR RUDRAX HOSPITAL, NATIONAL HIGHWAY, BAREJA Ahmedabad 382425",Mixed Development,shreeasthavinayak1510@gmail.com,9913102400,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14726/240125/311227,Ahmedabad,24-01-2025
1909,Aradhana Luxuria,ARISE INFRA,"702,0, SATYAMEV SHIVALIK, NEAR VAKIL SAHEB BRIDGE, THALTEJ, AHMEDABAD, AHMEDABAD CITY, AHMEDABAD, GUJARAT AHMEDABAD Ahmedabad 380058",Mixed Development,ariseinfra2105@gmail.com,9978078170,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14638/020125/311227,Ahmedabad,02-01-2025
1910,LAXMI KAILASHAA,LAXMI DEVELOPERS INFRA,"SURVEY NO. NA1277/001 , NA1277/002/P2 TP. NO. 402/A FINAL PLOT NO. 5 VISALPUR Ahmedabad 382210",Mixed Development,laxmi.infra@laxmidevelopers.co.in,9879977774,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14722/230125/311228,Ahmedabad,23-01-2025
1911,Ganesh Heights - 2,MEGHANINAGAR PROJECTS LLP,"Ganesh Lotus, Next to Bhagirath Habitat, Lambha Ahmedabad 382405",Mixed Development,ganeshlotusrera@gmail.com,9825049614,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14550/201224/310329,Ahmedabad,20-12-2024
1912,AARNA BLISS,AARNA BLISS INFRA LLP,"B/7 N R HOUSE, SABARKUNJ SOCIETY ASHRAM ROAD Ahmedabad 380009",Mixed Development,aarnabliss@gmail.com,8141004400,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14919/070325/311228,Ahmedabad,07-03-2025
1913,ANUVRAT,SHIVANKA PROJECTS,"SHOP NO. 512, THE CAPITAL, B/H. NIKOL POLICE STATION, GANGOTRI CIRCLE, S.P. RING ROAD, NIKOL, AHMEDABAD Ahmedabad 382350",Mixed Development,rajdeep.bharatpatel@yahoo.com,9825247072,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14852/190225/311229,Ahmedabad,19-02-2025
1914,SATYAM RESIDENCY,SHRADDHA REALITY,"3 SWAPAN SHRUSTHI BUNGLOWS, NR HARIDARSAN CIRCLE KATHWADA ROAD, NARODA, AHMADABAD-382330 Ahmedabad 382330",Mixed Development,shraddhareality2023@gmail.com,8160201876,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14719/230125/300628,Ahmedabad,23-01-2025
1915,SHLOK 35,BAJRANGI BUILDCON,"B/201,CELINO HINDVA, NR, PARIKH HOSPITAL NIKOL Ahmedabad 382350",Mixed Development,shlok35rera2024@gmail.com,7859887563,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14790/060225/310828,Ahmedabad,06-02-2025
1916,ROYAL CROWN,UMIYA BUILDCON,"SURVEY NO. 22, F.P. NO. 88/4, T.P. 61, 120 FT ROAD OPP. PRIDE HERITAGE VILLA, KHODIYAR, Ahmedabad 382421",Mixed Development,umiyabuildconbank@gmail.com,9925222860,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14610/301224/301228,Ahmedabad,30-12-2024
1917,SHREE RADHE KRISHNA SPARSH,SHREE SPARSH INFRA,"S. NO. 163, F.P. NO. OF T.P.S. NO. 99, ""SHREE RADHE KRISHNA SPARSH"", OPP. PUSHKAR HOMES NANA CHILODA, AHMEDABAD Ahmedabad 382330",Mixed Development,shreesparsh2024@gmail.com,9313092558,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14633/020125/310329,Ahmedabad,02-01-2025
1918,Sun Citypark,Sun Centrum Realty,"Sun Builders Group, Plot - No. 43, Adjoining Saket-3 Sindhu Bhavan Road, Bodakdev Ahmedabad 380058",Mixed Development,rera.suncentrumrealty@gmail.com,9978932052,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14567/231224/300628,Ahmedabad,23-12-2024
1919,SHREE VISHNUDHARA NIDHI APARTMENT,ART NIRMAN LIMITED,"410, JBR Arcade, 4th Floor, Near R K Royal Hall, Science City Main Road, Sola Ahmedabad 380060",Mixed Development,shreevishnudharaaashiyana@gmail.com,8866024499,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14590/301224/311027,Ahmedabad,30-12-2024
1920,HILLTOWN HEAVEN,BALAJI INFRA BUILD,"27, New Sarita Society Near Mona Park, B/h India Colony Ahmedabad 382350",Mixed Development,hilltownheaven@gmail.com,8141219587,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14642/040125/291229,Ahmedabad,04-01-2025
1921,Arcus Aura,ARCUS AURA INFRA LLP,"603, Shilp Zaveri,Shyamal Cross Road, Vejalpur, Shyamal, Jodhpur Char Rasta Satellite Police Station Vejalpur Ahmedabad 380015",Mixed Development,arcusaurra@gmail.com,9377716020,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14541/191224/301128,Ahmedabad,19-12-2024
1922,SAHITYA PARADISE,SWASTIK BUILDCON,"SAHITYA PARADISE, B/H GALAXY HOME NEAR UDAY AUTOLINK MARUTI SHOWROOM, S P RING ROAD, KATHWADA Ahmedabad 382350",Mixed Development,swastikbuildcon2022@gmail.com,9426684555,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14577/231224/311227,Ahmedabad,23-12-2024
1923,THE PEARL,SHIV BUILDCON,"THE PEARL, OPP NIRMAL SAROVAR BUNGLOWS SHREE RAM ROAD, VATVA Ahmedabad 382440",Mixed Development,shivbuildcon24@gmail.com,9825065903,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14609/301224/311229,Ahmedabad,30-12-2024
1924,RHYTHM GLADEVIEW,LAXMINARAYAN BUILDCON,"BUNGLOWS NO-1, HARMONY-3, NR. GOKUL HOTEL GOTA Ahmedabad 380060",Mixed Development,laxminarayanbuildconrera2024@gmail.com,9998902201,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14744/280125/310729,Ahmedabad,28-01-2025
1925,One Fifty One,Alok Developers,"F.P 15/1 & 16/1, Nr. Saath Sangath Party Plot, Block No. 74/1 & 75/1, T.P. 406, Bhadaj Santej Road, Thaltej Ahmedabad 380060",Mixed Development,rera.alokdevelopers@gmail.com,8866099038,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14666/100125/311229,Ahmedabad,10-01-2025
1926,VED GREENS,HARISHREE BUILDCON,"SURVEY NO 437 OLD NO 730,0,T P SCHEME NO 414 KATHWADA,DASKROI,ODHAV,AHMEDABAD CITY,AHMEDABAD Ahmedabad 382430",Mixed Development,vedgreensrera2024@gmail.com,7633033733,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14810/110225/311230,Ahmedabad,11-02-2025
1927,Tanaaz,BLUE REALESTATE LLP,"Plot No 21 Sur No 596/1/2 FP 34-3 Arabian -51 Nr. Lokhandwala Party Plot, Sarkhej Ahmedabad 380055",Mixed Development,bluerealestatellp.rera@gmail.com,9586928801,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14408/141124/301228,Ahmedabad,14-11-2024
1928,Nivaan Skylife,NIVAAN NIRMAAN,"FF-116, ROYAL ARCADE, OPP. MARUTI SHINE, NR. AMRUTAM SCHOOL NANA CHILODA, AHMEDABAD Ahmedabad 382330",Mixed Development,nivaannirman.nivaanskylife@gmail.com,9003084857,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14603/301224/301229,Ahmedabad,30-12-2024
1929,SATVED HEAVEN,SAHAJANAND INFRA,"SATVED HEAVEN, NEAR ROYAL RIVAZ PARTY PLOT, OPP. SARVA RESIDENCY KATHWADA Ahmedabad 382350",Mixed Development,satvedheavan@gmail.com,9724014645,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14840/170225/311029,Ahmedabad,17-02-2025
1930,SHYAM SWASTIK,K K INFRASTRUCTURE,"101 - J BLOCK , SHYAM ENCLAVE NEAR SHREE RAM CHOWK, NARODA, AHMEDABAD Ahmedabad 382330",Mixed Development,ynchauhan2885@gmail.com,8238074052,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14703/180125/300929,Ahmedabad,18-01-2025
1931,ADITYA HEIGHTS,ADITYA CORPORATION,"ADITYA HEIGHTS,06623009540001P,BEHIND PARVATI FARM,OPP NRI PARK SOLA THALTEJ,AHMEDABAD,AHMEDABAD CITY ,AHMEDABAD,GUJRAT Ahmedabad 380060",Mixed Development,adityaheights2024@gmail.com,9913456456,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14705/180125/310330,Ahmedabad,18-01-2025
1932,AADITEY RESIDENCIES,NIRBHAY INFRACON PRIVATE LIMITED,"201, MARUTI CRYSTAL, OPP RAJPATH CLUB, S G HIGHWAY, BODAKDEV AHMEDABAD Ahmedabad 380054",Mixed Development,bharat@nirbhaycapital.com,9825322308,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14593/301224/301128,Ahmedabad,30-12-2024
1933,BEVERLYNN VASUDHA,BEVERLYNN VASUDHA DEVELOPERS,"A-102, REVATI PLAZA, BHAKTI CIRCLE ROAD NIKOL Ahmedabad 382350",Mixed Development,beverlynnvasudha@gmail.com,7383910927,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14725/240125/311229,Ahmedabad,24-01-2025
1934,JAY VISAT AATMAN,AATMAN BUILDCON,"SHOP NO.-4, GROUND FLOOR, JAY VISAT EMINENCE, OPP. DEV RESIDENCY ZUNDAL Gandhinagar 382424",Mixed Development,aatmanbuildcon2024@gmail.com,7984986763,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14766/030225/311228,Ahmedabad,03-02-2025
1935,ELENZA ARISTA,ELENZA ARISTA BUILDCON,"SF-203, Parishram Eligant, Ashtha Society Near Overbridge, Sola Science City Road Ahmedabad 380060",Mixed Development,elenzaaristabuildcon@gmail.com,9909854151,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14606/301224/301229,Ahmedabad,30-12-2024
1936,Planet,Sundaram Landscape LLP,"1101, Venus Amadeus, Jodhpur Cross Roads, Satellite Ahmedabad 380015",Mixed Development,rera.avan@venusinfrastructure.com,9099960022,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14626/311224/311230,Ahmedabad,31-12-2024
1937,AQUA VISTA,AARSH DEVELOPERS,"405, JAY CREATION, SHAKTI EXTOL, NR. ZYDUS HOSPITAL, HEBATPUR ROAD THALTEJ Ahmedabad 380059",Mixed Development,aquavistarera2024@gmail.com,9824110287,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14658/070125/311228,Ahmedabad,07-01-2025
1938,Zankar Sanidhya,ZANZAR SARTHAK INFRASPACE LLP,"Upper Level, No-5, Hare Krishna Complex Co. Op. Pritamnagar Ellisbridge, Paldi Ahmedabad 380006",Mixed Development,rera.zanzarsarthak@gmail.com,9925125047,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14811/110225/311229,Ahmedabad,11-02-2025
1939,Samarth Sky,SAMARTH PROJECT,"Final Plot No-159, Survey No 202/1/1, TP No 409/A, Lubi Pump Lane Tragad Ahmedabad 382470",Mixed Development,samarth.project3353@gmail.com,9537883377,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14779/030225/310528,Ahmedabad,03-02-2025
1940,SWASTIK ELENZA,SWASTIK BUILDCON,"C-4, JIVAN TWIN BUNGLOWS, JIVANBAG ASSOCIATION, B/H DANEV PARK SOCIETY NIKOL Ahmedabad 382350",Mixed Development,swastikbuildcon2024@gmail.com,9714901103,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14685/130125/311229,Ahmedabad,13-01-2025
1941,SHANTAM 3,SHANTAM DEVELOPERS,"A-501 , One World Capital , B/h Rajpath Club Bodakdev Ahmedabad 380059",Mixed Development,shantam.ahmedabad@gmail.com,9924400447,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14785/050225/311226,Ahmedabad,05-02-2025
1942,Param Nest,PARAMEARTH PROJECTS LLP,"No.23, Shree Rang Upvan, PDPU Road, X Way Khadiya, Raysan, Gandhinagar Gandhinagar 382007",Mixed Development,paramearthprojectsllp@gmail.com,9510624644,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14917/070325/311229,Ahmedabad,07-03-2025
1943,SAKAR ELEGANCE,SAKAR REALITY,"D-919, SWATI CRIMSON & CLOVER, NR. SHILAJ RING ROAD CIRCLE THALTEJ Ahmedabad 380059",Mixed Development,sakarelegance2025@gmail.com,9081986999,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14828/150225/171227,Ahmedabad,15-02-2025
1944,Aasthaa Magnolia,Aasthaasahaj Builders LLP,"E/20, Divine Highland, B/h. JBR Arcade Science City Road, Sola Ahmedabad 380060",Mixed Development,rera.aasthaasahajbuildersllp@gmail.com,7227863278,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14941/100325/311229,Ahmedabad,10-03-2025
1945,ARISTO ANANTAM,ARISTOLIFESPACES REALTY LLP,"B 901, THE CAPITAL, OPP HETARTH PARTY PLOT, SOLA Ahmedabad 380060",Mixed Development,aristoanantamrera2024@gmail.com,8643030000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14872/250225/310530,Ahmedabad,25-02-2025
1946,SHYAM GREENS,DHARMA BUILDCON,OPP. DHARTI SCHOOL GOPAL CHOWK NARODA Ahmedabad 382330,Mixed Development,dharmabuildcon2024@gmail.com,9825549375,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14848/180225/311228,Ahmedabad,18-02-2025
1947,LEVVEL 7,LEVVEL LAKESIDE INFRA LLP,"B-803, CASA ELITE OPPOSITE CHHARODI LAKE,JAGATPUR Ahmedabad 382470",Mixed Development,levvellakesideinfrallp.rera@gmail.com,9909903081,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14890/030325/151127,Ahmedabad,03-03-2025
1948,EKLAVYA,EKLAVYA CORPORATION,"1109, 1110,1111 SURYA ICON, Behind Binali Complex, Nr. Torrent Power Limited, NARANPURA Ahmedabad 380013",Mixed Development,eklavyacorporation5373@gmail.com,9925695373,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14877/250225/300429,Ahmedabad,25-02-2025
1949,RISHV ELEMENT,RISHV INFRATECH,"BUGLOWS NO 16, AMARNATH VILLA NEW ODHAV RING ROAD Ahmedabad 382415",Mixed Development,rishvinfratech2025@gmail.com,9979606400,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14943/100325/310129,Ahmedabad,10-03-2025
1950,PRATHAM GREENS,PRATHAM DEVELOPER,"24/3 Shreejibag/Devnarayan Bunglow Vibhusha Road, Near Ghuma 89, Bopal, Ahmedabad Ahmedabad 380058",Mixed Development,prathamdeveloper1@gmail.com,9998994074,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14894/030325/311228,Ahmedabad,03-03-2025
1951,SATYAM LUXURIA,SHREE BALAJI REALITY,SHREE BALAJI REALITY SATYAM LAXURIA NEXT TOSHYAM 140 NR CISF HEAD QUARTERS SINGARVA Ahmedabad 380038,Mixed Development,shreebalajireality1111@gmail.com,7874231016,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14942/100325/311028,Ahmedabad,10-03-2025
NaN,SARVA SQUARE,SARVA SWAMI DEVELOPERS,"B-102, ARIES PRIDE, 2/3 SARASWATI SOCEITY B/H TAKSH COMPLEX, VASNA ROAD Vadodara 390007",Mixed Development,sarvaswami.developers@gmail.com,9426004671,PR/GJ/VADODARA/VADODARA/Others/MAA00055/010917,Vadodara,01-09-2017
NaN,INFINIUM,INFINIUM REALTY,"B-68 SARSWATI NAGAR SOC, NR. KAILASHPATI MANDIR, NEW SAMA ROAD Vadodara 390002",Mixed Development,infiniumvadodara@gmail.com,7778883799,PR/GJ/VADODARA/VADODARA/Others/MAA00166/EX1/290918,Vadodara,16-09-2017
