Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Total Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date
M3M Antalya Hills,Not Found,Not Found,Not Found,Not Found,1138 - 1534 sq.ft.,24.2 Acres,"RC/REP/HARERA/GGM/650/382/2022/125, dated 23.12.2022, RC/REP/HARERA/GGM/662/394/2023/06, dated 12.01.2023, GGM/844/576/2024/71 DATED 01.07.2024",,2863,Not Found,52,"Cricket Pitch, Volleyball Court, Spa, Fire Sprinklers, Mini Theatre, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Indoor Games, Pergola, Party Lawn, Sewage Treatment Plant, Intercom, Salon, Visitor Parking, 24x7 CCTV Surveillance, Maintenance Staff, Library, Rain Water Harvesting, Laundromat, 24x7 Security, Cafeteria, Waiting Lounge, Grocery Shop, Sauna Bath, Garbage Disposal, Reflexology Park, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Storage, Gymnasium, Manicured Garden, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Barbecue Area, Lift(s), Aerobics Room, Creche/Day Care, Badminton Court, Video Door Security, Restaurant, Multipurpose Hall, Basketball Court, Paved Compound, Car Wash Area, Power Backup",Not Found,Not Found,Not Found,0,2010,61,"M3M India is one of the fastest growing real-estate developer in the country with speed, class, luxury and innovation being at the core of its vision. M3M India’s vision is to be the biggest and most respected real-estate brand in India by delivering sustainable and customer centric projects. The Group has launched a slew of iconic projects, designed and developed by world-class partners.

Put together these projects epitomize the new bustling Millennium Gurugram. The Group’s projects have repeatedly been acknowledged as the best and have been felicitated with numerous business and lifestyle awards the world over

. What sets M3M Group apart as a developer and provider of luxury living experiences across the country is its world-class designs, high-end amenities and the use of top notch materials. M3M has scripted its market success and built formidable brand equity within a short time-span owing to a firm commitment to innovation, quality, customer satisfaction and ethical behavior of the highest standards.

M3M has delivered a slew of luxury residential developments and premium commercial projects, each designed to be one of a kind. These developments cater to personalized lifestyle options along with world-class facilities and amenities. One thing that sets us apart is that we have built the business end-to-end. From owning land to monetizing, licensing, launch, construction, marketing, delivery and after-sales, the complete value chain is in our control.

M3M has an established reputation of identifying emerging real estate markets, recognizing aspirations in lifestyle evolution, perfecting the modulations of luxury and responding with projects that capture the unique spirit of changing India.",Not Found,"Nov, 2022"
Signature Global City 93,Not Found,Not Found,Not Found,Not Found,981 - 1530 sq.ft.,9.3 Acres,"RC/REP/HARERA/GGM/682/414/2023/26, RC/REP/HARERA/GGM/681/413/2023/25",,700,Not Found,35,"Internet / Wi-Fi, Reflexology Park, Skating Rink, Swimming Pool, Landscaping & Tree Planting, Table Tennis, Mini Theatre, Gymnasium, Flower Garden, Concierge Service, Car Parking, 24X7 Water Supply, Jogging Track, Street Lighting, Gated Community, Indoor Games, Sports Facility, Lawn Tennis Court, Party Lawn, Club House, Children's Play Area, Doctor on call, Entrance Lobby, Salon, Yoga / Meditation Area, Bar/Chill-out Lounge, Lift(s), Badminton Court, 24x7 CCTV Surveillance, Basketball Court, Paved Compound, Banquet Hall, Library, Laundromat, 24x7 Security",Not Found,Not Found,Not Found,0,2004,85,"Signature Global Builders Pvt. Ltd. was formulated in the year 2000, as one of the key stakeholders of the SMC Group. SMC Group is the leading financial investment group of India with a pan-India presence. Signature Global Builders Pvt. Ltd. enjoys a record 15 glorious years of successful operations in the industry. Signature Global Group has forayed into real estate through its subsidiaries Signature Builders Pvt. Ltd., Signature Global Developers Pvt. Ltd., Sarvpriya Securities Pvt. Ltd & JMK Holdings Pvt. Ltd. The group under the brand name ‘Signature Global’, plans to come up with several real estate projects across the country in the coming years.",Not Found,"Feb, 2023"
Max Estate 128 I,Not Found,Not Found,Not Found,Not Found,2364 - 4613 sq.ft.,10 Acres (80% open),UPRERAPRJ446459,,216,Not Found,30,"Amphitheater, Reflexology Park, Spa, Swimming Pool, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, Flower Garden, 24X7 Water Supply, Jogging Track, Street Lighting, Gated Community, Cycling & Jogging Track, Lawn Tennis Court, Party Lawn, Club House, Children's Play Area, Entrance Lobby, Yoga / Meditation Area, Security Cabin, Party Hall, Badminton Court, 24x7 CCTV Surveillance, Sun Deck, Multipurpose Hall, Basketball Court, Rain Water Harvesting, 24x7 Security, Power Backup, DG Availability",Not Found,Not Found,Not Found,0,6,Not Found,"Founded in 2016, Max Estates is the real estate arm of the renowned Max Group. It is a subsidiary of Max Ventures and Industries [MVIL] and was set up to bring the Max Group’s core values of Sevabhav, Excellence, and Credibility to the Indian real estate sector. It is driven by the mission to offer spaces for residential and commercial use with the highest attention to detail, design, and lifestyle. Armed with a team of engineers, architects, planners, and specialists, the firm strives to deliver a truly unique quality of excellence and lifestyle.",Not Found,"Jul, 2023"
Experion Elements,Not Found,Not Found,Not Found,Not Found,2975 - 3530 sq.ft.,4.76 Acres,"UPRERAPRJ953234/04/2024, UPRERAPRJ120027/04/2024",,320,Not Found,32,"Waiting Lounge, Grocery Shop, Sauna Bath, Spa, Swimming Pool, Fountains, Fire Sprinklers, Table Tennis, Gymnasium, 24X7 Water Supply, Squash Court, Car Parking, Senior Citizen Siteout, Bowling Alley, Business Center, Foosball, Children's Play Area, Salon, Yoga / Meditation Area, Steam Room, Wall Climbing, Barbecue Area, EV Charging Point, Badminton Court, Sun Deck, Restaurant, Basketball Court, Banquet Hall, Library, 24x7 Security, Power Backup, Cafeteria",Not Found,Not Found,Not Found,0,2012,26,"Experion is a 100% FDI funded real estate developer backed by Experion Holdings Pvt. Ltd., Singapore, the real estate investing arm of the $2.5 billion AT Holdings group of companies. Other businesses of AT Holdings include Construction, Oil & Gas, Renewable Energy and Asset Management. At Experion they believe that good experiences foster enduring relationships. They offer transparency in transaction, thought-leadership in action, customer insight in their developments and thus, transform every relationship into positive, engaging and memorable experiences that people would love to come back to. With substantial Development Rights across various locations in India, Experion is developing townships, group-housing projects, commercial landmarks, organised retail destinations, hotels and resorts across Andhra Pradesh, Delhi NCR, Goa, Haryana, Maharashtra, Punjab, Tamil Nadu and Uttar Pradesh.",Not Found,"Apr, 2024"
Palm Olympia Phase 2,Not Found,Not Found,Not Found,Not Found,1182 - 1806 sq.ft.,8.16 Acres,UPRERAPRJ308567,,933,Not Found,25,"Cricket Pitch, Volleyball Court, Spa, Reflexology Park, Swimming Pool, Skating Rink, Mini Theatre, Gymnasium, Car Parking, Jogging Track, Indoor Games, Lawn Tennis Court, Business Center, Club House, Children's Play Area, Partial Power Backup, Entrance Lobby, Yoga / Meditation Area, Lift(s), Party Hall, 24x7 CCTV Surveillance, Restaurant, Basketball Court, Banquet Hall, 24x7 Security",Not Found,Not Found,Not Found,0,1998,9,"SAM India, with decades of experience in the Real Estate industry has been efficiently delivering residential, commercial and important projects in Delhi. The company has achieved a reputed name, recognition and success in the Construction Industry due to its professionalism, commitment and timely delivery of assignments. Armed with more than 20 years of experience, Sam India is the most preferred construction partner for DMRC, CPWD, prominent PSUs and various military and para - military forces. The Real Estate major boasts of an entirely in - house construction facility and has an enviable track record of the best turnaround times, with the most innovative techniques. Demonstrating a high level of commitment, dedication and motivation in order to provide genuinely exceptional results, the dynamic team of Sam India consists of eminent architects, engineers, landscape architects and Interior designers who are committed to deliver excellent projects that speak of architectural brilliance.",Not Found,"Jul, 2023"
Stellar One Phase II,Not Found,Not Found,Not Found,Not Found,1029 - 1559 sq.ft.,5.4 Acres,UPRERAPRJ923780,,532,Not Found,35,"Cricket Pitch, Swimming Pool, Skating Rink, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Gymnasium, Electrification(Transformer, Solar Energy etc), Closed Car Parking, Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, Street Lighting, Gated Community, Lawn Tennis Court, Party Lawn, Sewage Treatment Plant, Club House, Children's Play Area, Yoga / Meditation Area, Solid Waste Management And Disposal, Lift(s), Badminton Court, 24x7 CCTV Surveillance, Multipurpose Hall, Basketball Court, Banquet Hall, Internal Roads & Footpaths, Library, Rain Water Harvesting, 24x7 Security, Power Backup",Not Found,Not Found,Not Found,0,1996,19,"Stellar Group of Companies set up in 1996, is an organization renowned for developing quality projects.These projects are highlighted with their modern style of illustration that makes them different from others. Their management team is advised and guided by high-end professionals and trained masters for planning and execution. This Group maintains quality assurance and identifies potential problems by taking corrective measures during the execution of any project. They believe that quality and efficiency in project execution plays a vital role in the construction of their projects. Delivering their projects in the shortest possible durations, low maintenance cost and environmental awareness is their primary goal. The Stellar Group also ensures the quality of the construction material to create environment friendly buildings.",Not Found,"Nov, 2023"
M3M Mansion,M3M INDIA PVT. LTD.,"Sector 113, Dwarka Expressway, Gurgaon",₹20.05 K/sq.ft,"Feb, 2032",,,,,,"2, 3, 3.5, 4, 4.5, 5 BHK Apartments",0,Not Found,Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Not Found,
JMS Premier Floors,Not Found,Not Found,Not Found,Not Found,1260 - 2403 sq.ft.,22.34 Acres,GGM/801/533/2024/28 DATED 18.03.2024,,36,Not Found,16,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Cricket Pitch, Reflexology Park, Skating Rink, Open Gym, Lift(s), Landscaping & Tree Planting, Badminton Court, 24x7 CCTV Surveillance, Basketball Court, Gated Community, Cycling & Jogging Track, 24x7 Security, Open Air Theatre",Not Found,Not Found,Not Found,0,12,Not Found,"JMS Buildtech is an eminent name in NCR’s real estate industry. Backed by a team of talented professionals, it is a rapidly progressing company. Since its inception in 2013, the builder has delivered numerous quality projects. The company’s portfolio includes residential spaces, commercial spaces, schools, hospitals, and retail projects in New Gurgaon. It thrives on the pillars of transparency, trust and customer focus. It is a dynamic organization that follows a customer-centric approach and makes every effort to not just meet customer’s requirements but exceed them.",Not Found,"May, 2023"
Emaar Palm Gardens,Not Found,Not Found,Not Found,Not Found,1720 - 3750 sq.ft.,8 Acres,330 of 2017,,1094,Not Found,58,"Amphitheater, Spa, Skating Rink, Fountains, Kid's Pool, Car Parking, 24X7 Water Supply, Indoor Games, Shopping Mall, Bowling Alley, Hospital, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Salon, Card Room, Recreation Facilities, Theme Park, 24x7 CCTV Surveillance, Health Facilities, Community Hall, Vertical Garden, Spa/Sauna/Steam, Maintenance Staff, Banquet Hall, Rain Water Harvesting, 24x7 Security, Waiting Lounge, Internet / Wi-Fi, Tennis Court, Grocery Shop, Solar Lighting, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Golf Course, School, Jogging Track, Gated Community, Reception/Waiting Room, Sports Facility, Utility Shops, Club House, Yoga / Meditation Area, Lift(s), Badminton Court, Aerobics Room, Creche/Day Care, Sun Deck, Video Door Security, Restaurant, Basketball Court, Staff Quarter, ATM, Power Backup",Not Found,Not Found,Not Found,0,2005,81,Emaar is a renowned realty company which came into existence since a long time now. They believe in building homes that provide customers with a fine living experience. The quality and creativity in the homes they build display their passion for delivering fine homes. Their team of well qualified and experienced professionals works hard and constantly enhance their skills to provide their clients with an optimal living experience.,Not Found,"Jan, 2012"
Puri Diplomatic Greens,Not Found,Not Found,Not Found,Not Found,1700 - 4500 sq.ft.,20 Acres (85% open),Rera Not Applicable,,450,Not Found,39,"Waiting Lounge, Cricket Pitch, Tennis Court, Swimming Pool, Fountains, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, Gated Community, Indoor Games, Pergola, Lawn Tennis Court, Foosball, Club House, Intercom, Children's Play Area, Bar/Chill-out Lounge, Lift(s), Terrace Garden, Badminton Court, 24x7 CCTV Surveillance, Video Door Security, Multipurpose Hall, Water Sports, Basketball Court, Community Hall, Staff Quarter, Paved Compound, Rain Water Harvesting, 24x7 Security, Carrom, Power Backup, Cafeteria, Billiards / Snooker Table",Not Found,Not Found,Not Found,0,1971,16,"Established in 1971, Puri Constructions has completed numerous projects ranging from steel plans, dams, luxury hotels and state owned institutions to new age residential and commercial spaces. Having built our reputation on uncompromising quality, we are the name behind some of the most high-profile addresses in the cities of Gurgaon and Faridabad. In the last four years, with over 50 lakhs square feet of real estate having been developed, Puri Constructions has become a name synonymous with quality. With a dedicated and efficient team, we create spaces which offer the best of features within record time. This has made us one of the fastest growing and the most respected real estate companies. The Palm Springs, Palm Springs Plaza, Pranayam, Pratham, VIP floors, 81 High Street and Diplomatic Greens in sector 110 A & 111, Gurgaon are projects that have set new benchmarks in both design and execution.",Not Found,"Nov, 2011"
Ireo The Corridors,Not Found,Not Found,Not Found,Not Found,1296 - 2740 sq.ft.,38 Acres,"378 OF 2017, 377 OF 2017 & 379 OF 2017",,1780,Not Found,50,"Amphitheater, Cricket Pitch, Spa, Mini Theatre, Medical Store/Pharmacy, Water Softner Plant, Medical Facilities, Car Parking, 24X7 Water Supply, Multipurpose Room, Cycling & Jogging Track, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Health Facilities, Community Hall, Spa/Sauna/Steam, Banquet Hall, Rain Water Harvesting, 24x7 Security, Cafeteria, Waiting Lounge, Solar Lighting, Swimming Pool, Vastu Compliant, Gymnasium, Fire Fighting System, Squash Court, School, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Bar/Chill-out Lounge, Football Field, Lift(s), Badminton Court, Creche/Day Care, Video Door Security, Restaurant, Multipurpose Hall, Basketball Court, Staff Quarter, Paved Compound, Power Backup, Billiards / Snooker Table",Not Found,Not Found,Not Found,0,2004,25,Ireo is a renowned name in the Real Estate Industry. The company has earned the respect of being a real estate developer with pan India presence which understands the industry and customers extremely well. They are committed to providing excellently designed houses that enable their clients to maintain a lavish life style. All their projects have done exceedingly well and they have established themselves as the stalwarts of the industry who outshine their peers with the help of the undying spirit which motivates them to keep going steadily. Quality is their main objective and they strive hard to maintain it by applying best of the practices and techniques.,Not Found,"Mar, 2013"
