Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Media Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date,Price trends
Bhoo Aabharana,BHOO DEVELOPERS,"Bhoo Aabharana, Elus Road, Kyalsanahalli, Kothanur, Kasaba Hobli, Bangalore",₹6.8 K/sq.ft,"Apr, 2025",1166 - 1885 sq.ft.,1.33 Acres,PRM/KA/RERA/1251/446/PR/140923/006261,,116,"2, 3 BHK Apartments",12,"Children's Play Area, Partial Power Backup, Amphitheater, Changing Room, Recreation Facilities, Swimming Pool, Lift(s), RO Water System, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, +13 more",Not Found,Not Found,Not Found,0,2008,2,"Total Years of experience - 15 Years
Total Projects - 7
Completed Projects - 6
On Going - 1",Ready to Move,"Feb, 2023",₹6.7 K/sq.ft
Green Edge Signature,GREEN EDGE VENTURES,"Sorahunase Main Rd, Varthur, Bangalore East , Bangalore",₹10.39 K/sq.ft,"Dec, 2026",835 - 1548 sq.ft.,3.64 Acres,PRM/KA/RERA/1251/446/PR/220424/006831,,216,"2, 3, 4 BHK Apartments",12,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Cricket Pitch, Changing Room, Skating Rink, Vastu Compliant, Swimming Pool, Landscaping & Tree Planting, Lift(s), Party Hall, +10 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Apr, 2024",₹14.1K/sq.ft
PC Amansara,PC REALTY,"Avalahalli Village, Yelahanka Hobli, North Bangalore, Bangalore",₹8.27 K/sq.ft,Ready to Move,1200 - 2400 sq.ft.,14 Acres,,,220,Residential Plots,6,"Children's Play Area, School, Basketball Court, Sports Area, Landscaping & Tree Planting, Gymnasium",Not Found,Not Found,Not Found,0,2,Not Found,"PC Realty is a fast-growing real estate company in Bangalore that maintains high standards and aspires to gain a strong foothold in the real estate industry. It believes in absolute customer satisfaction and aims to set benchmarks by providing spectacular projects. To meet and exceed customer’s expectations, the company operates with complete transparency. It ensures that its projects are equipped with superior amenities and provide the best value for money as well as a sense of satisfaction to the customers.",Ready to Move,"Jan, 2015",₹8.4K/sq.ft
RRL Palacio,RRL BUILDERS AND DEVELOPERS PVT LTD,"Sarjapur, Sarjapur Main Road, South Bangalore, Bangalore",₹6.5 K/sq.ft,"Jan, 2025",1080 - 1540 sq.ft.,1.45 Acres,PRM/KA/RERA/1251/308/PR/220424/006827,,103,"2, 3 BHK Apartments",12,"Skating Rink, Swimming Pool, Open Gym, Landscaping & Tree Planting, Table Tennis, Mini Theatre, Fire Fighting System, Kid's Pool, Gymnasium, Closed Car Parking, Car Parking, +14 more",Not Found,Not Found,Not Found,0,2020,2,"RRL Builders And Developers Private Limited is Two years Eight months old unlisted Indian Non-Government Private Limited company incorporated on 05th September 2020. It is classified as a private limited company and is located in Bangalore, Karnataka. It's authorized share capital is INR 10.00 lac and the total paid-up capital is INR 7.57 lac.
The current status of RRL Builders And Developers Private Limited is “Active”.
The last reported AGM (Annual General Meeting) of RRL Builders And Developers Private Limited, per our records, was held on 30th September, 2022.
RRL Builders And Developers Private Limited has four directors - Chinnappa Reddy Rajareddy, Rajareddy Rama, Rajareddy Lakshman and Vijayalakshimi.
The Corporate Identification Number (CIN) of RRL Builders And Developers Private Limited is U45309KA2020PTC138203. The registered office of RRL Builders And Developers Private Limited is at RRL Tower, Vinayak Nagar, Sompura Gate, Sarjapura Road, Sarjapura, Anekal Taluk, Bangalore, Bangalore, Karnataka.
Our Vision
To constantly endeavour to be the preferred land developer in South India, and operate without compromising on our core values, for the benefit of our customers. Furthermore, to make sure that we strive the hardest and deliver the pinnacle of quality and service as promised to the buyers and give the true essence of value for money and making sure we add more value it.
Our Mission
Our focus is to develop affordable gated communities at futuristic locations in South India and surpass the expectations of our customers with quality and innovation.
The company has a core focus on providing Luxury flats for affordable pricing at the most promising locations.  Our core values are quality, innovation, and transparency. We are here to help the people to invest at strategic locations to get the maximum returns.",Ready to Move,"Apr, 2024",₹9.6 K/sq.ft
Navanaami Courtyard Of Life,NAVANAAMI DEVELOPERS,"Kodathi Near Wipro , Sarjapur Road, Bangalore",₹7.78 K/sq.ft,"Jun, 2027",1381 - 1759 sq.ft.,3.31 Acres (66% open),PRM/KA/RERA/1251/446/PR/221024/007164,,147,3 BHK Apartment,12,"Amphitheater, Reflexology Park, Skating Rink, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Closed Car Parking, +21 more",Not Found,Not Found,Not Found,0,2004,9,"Being in the business for the past decade, Navanaami Projects Pvt. Ltd. is already a reputed name in the real estate market. With a track record of successful ventures & on-going projects under its belt, they are well recognized & respected for their dedication to provide quality infrastructures & unmatched services. Unbiased commitment to offer their customers with state of the art facilities & the satisfaction that follows is the main priority of everyone at Navanaami Project Pvt. Ltd. A veteran in their line of work makes them seasoned individuals when it comes to discuss real estate.",Under Construction,"Jun, 2024",₹7.2 K/sq.ft
Provident Botanico,PROVIDENT HOUSING LIMITED,"Soukya Road, Whitefield, Bangalore East , Bangalore",8.47 K - ₹9.02 K/sq.ft,"Sep, 2028",986 - 1494 sq.ft.,17 Acres,PRM/KA/RERA/1250/304/PR/210324/006726,,1265,"2, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Tennis Court, Changing Room, Swimming Pool, Skating Rink, Vastu Compliant, Table Tennis, Gymnasium, Kid's Pool, Car Parking, +24 more",Not Found,Not Found,Not Found,0,2008,77,"Established in 2008, Provident Housing Limited is a large-scale community developer, offering the greatest value within the residential segment. The company caters to the diverse residential needs of buyers, with a focus on aspirational home ownership. Provident Housing carries a portfolio of remarkable residential developments across 9 cities, namely, Bengaluru, Kochi, Mumbai, Goa, Hyderabad, Mangalore, Chennai, Coimbatore, and Pune.
16+ Years of Trust
50,000+ Happy Customers
12.8 Mn Sq.Ft. Delivered
9 Cities
12,500+ Homes Delivered
11,000+ Homes in the Making",Under Construction,"Apr, 2024",₹9.0K/sq.ft
Sarang By Sumadhura Phase 1,SUMADHURA INFRACON PVT LTD,"Doddabanahalli, Whitefield Hope Farm Junction, Bangalore East , Bangalore",₹9.91 K - 10.64 K/sq.ft,"Dec, 2026",1225 - 2580 sq.ft.,4.5 Acres (75% open),PRM/KA/RERA/1251/446/PR/180723/006075,,272,"2, 3, 4 BHK Apartments",12,"Waiting Lounge, Amphitheater, Cricket Pitch, Changing Room, Reflexology Park, Spa, Swimming Pool, Skating Rink, Landscaping & Tree Planting, Gymnasium, Kid's Pool, +34 more",Not Found,Not Found,Not Found,0,1998,53,"Sumadhura Infracon Pvt Ltd is a name that resonates among the prominent residential and commercial developers in Bangalore, India. Their ability to deliver on-time luxurious and affordable housing projects in Bangalore has ensured a continual interest from their customers. Their expertise in acquisition of land, appointment of architects and designers, construction, sales to after sales service, has helped them to be counted among Bangalore's forerunners in Real Estate development. The company's vision to continuously expand the role of a leading developer in the construction industry by building lasting relationships with our clientele and all concerned on the foundations of performance, trust and confidence. And its mission is to develop quality properties based on realistic values for its owners, investment affiliates, as well as its joint venture partners. It is an enterprise that maintains the highest level of personnel support and skilled professionals for an enjoyable environment.",Under Construction,"Jul, 2023",₹10.6K/sq.ft
Trishul Happy Homes Varenya,TRISHUL BUILDERS AND PROMOTERS,"Next To Prestige Smart City, Dommasandra, Sarjapur, Sarjapur Road, Bangalore",₹4.5 K/sq.ft,"Oct, 2024",1107 - 1575 sq.ft.,,Rera Not Applicable,,56,"2, 3 BHK Apartments",9,"24X7 Water Supply, Gated Community, Indoor Games, Rain Water Harvesting, 24x7 Security, 24x7 CCTV Surveillance, Party Lawn, Power Backup, Sewage Treatment Plant",Not Found,Not Found,Not Found,0,5,Not Found,"The Proprietor of TRISHUL BUILDERS AND PROMOTERS, Mr B. NARENDRA REDDY is a successful real estate professional with experience and expertise for more than a decade. His success is attributed to his clear cut vision and long term planning in making the company prosper consistently, year after year. Being a youngster, he has his own innovative approach towards the projects and all endeavors have been quite successful. Playing an important role in all the ventures of TRISHUL BUILDERS AND PROMOTERS, he is the young promising face of TRISHUL BUILDERS AND PROMOTERS.",Ready to Move,"Dec, 2023",₹9.6 K/sq.ft
Vijaya Aquagreen,VIJAYA ENTERPRISES,"Chikkabanavara, Ganigarahalli Road, Somashetty Halli, Shivarama Karanath BDA Layout, Jalahalli, North Bangalore, Bangalore",₹5.46 K/sq.ft,"Dec, 2025",650 - 880 sq.ft.,2.2 Acres (52% open),PRM/KA/RERA/1251/309/PR/160623/005997,,196,"1, 2 BHK Apartments",12,"Children's Play Area, Swimming Pool, Vastu Compliant, Lift(s), 24x7 CCTV Surveillance, Gymnasium, 24X7 Water Supply, Multipurpose Hall, Indoor Games, Rain Water Harvesting, 24x7 Security, +4 more",Not Found,Not Found,Not Found,0,1973,22,"Since 1973, Vijaya Enterprises has carved out a gold standard reputation in real estate through landmark properties in the residential, commercial and industrial realms. Vijaya’s work is driven by a deep sense of integrity; a bearing that reflects in its premium quality, ingenious design, sharp customer focus, on-time completion of projects, a grasp of changing times, and a balanced understanding of construction.
We have a team of well experienced structural engineers, interior decorators and architects in Bangalore. We are one of the best civil contractors in Bangalore. Our works are well appreciated by our clients due to the outstanding qualities that we always maintain. Being class 1 civil contractors in Bangalore, we have carved a niche for ourselves in the construction domain.
We are one of the most acclaimed interior decorators and structural engineers in Bangalore. We are also recognized as class 1 electrical contractors in Bangalore for both residential and commercial projects.",Under Construction,"Jun, 2023",₹7 K/sq.ft
TVS Isle Of Trees,TVS EMERALD HAVEN REALTY,"Rachenahalli, Thanisandra, North Bangalore, Bangalore",₹12.17 K/sq.ft,"Dec, 2027",2358 - 2379 sq.ft.,,PRM/KA/RERA/1251/446/PR/150724/006941,,154,4 BHK Apartment,12,"Children's Play Area, Yoga / Meditation Area, Swimming Pool, 24x7 CCTV Surveillance, Kid's Pool, Gymnasium, Closed Car Parking, Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, +2 more",Not Found,Not Found,Not Found,0,2012,41,"The TVS Group is one of India's leading business houses with over 50 group companies, 50,000 employees, and an annual turnover of over USD 8.5 billion. It was started by T. V. Sundaram Iyengar in 1911 at Madurai (Tamil Nadu). Over the years, the group has become synonymous with the qualities of Trust, Value, and Service be it in 2 - wheelers, automotive components, or homes.",Under Construction,"Oct, 2024",₹10.5 K/sq.ft
Godrej 24,GODREJ PROPERTIES LTD.,"Sy.No. 118 & 139 Of Chembenahalli, Volagerekallahalli, Bangalore East , Bangalore",10.78 K - ₹12 K/sq.ft,"May, 2023",472 - 1166 sq.ft.,6 Acres (81% open),PRM/KA/RERA/1251/308/PR/190523/002566,,439,"1, 2, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Grocery Shop, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Storage, Mini Theatre, Fire Fighting System, Gymnasium, Car Parking, +35 more",Not Found,Not Found,Not Found,(10 reviews),1990,298,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths",Ready to Move,"Sep, 2019",₹10.4K/sq.ft
JRC Wild Woods,JRC PROJECTS PVT LTD,"Avalahalli Off Sarjapur Road, South Bangalore, Bangalore",₹10.5 K/sq.ft,₹10.5 K/sq.ft,,12.07 Acres,PRM/KA/RERA/1251/310/PR/030822/005129,,,3 BHK Apartment,12,"Amphitheater, Cricket Pitch, Grocery Shop, Spa, Swimming Pool, Skating Rink, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Mini Theatre, Gymnasium, +33 more",Not Found,Not Found,Not Found,0,2011,6,"JRC Projects is among the most admired real estate developers of India with its residential projects focussing on three life style categories – Go-Classical Homes, Go-Green Homes and Go-Smart Homes. Its projects are distinguished for their high quality construction, aesthetic appeal, functional design and optimum use of space, Green Living etc   JRC operates mainly in three strategic business verticals – Realty, Hospitality and Infrastructure which are designed to leverage inherent complementary competencies. As a result, high quality products and services are delivered at competitive prices. Synergy among business verticals has helped create new value curve by achieving both high quality and cost advantage .",Under Construction,"Sep, 2022",₹6.1 K/sq.ft
Mantri Serenity,MANTRI DEVELOPERS,"Kanakapura Main Road, Subramanyapura, South Bangalore, Bangalore",₹10.63 K/sq.ft,Ready to Move,1025 - 1260 sq.ft.,33.3 Acres (45% open),"PRM/KA/RERA/1251/310/PR/171019/000504, PRM/KA/RERA/1251/310/PR/171016/000502, PRM/KA/RERA/1251/310/PR/171016/000500, PRM/KA/RERA/1251/310/PR/171019/000494",,2096,2 BHK Apartment,12,"Gazebo, Fire Sprinklers, Table Tennis, Mini Theatre, Business Suites, Medical Store/Pharmacy, Medical Facilities, Water Softner Plant, Car Parking, Senior Citizen Siteout, Cycling & Jogging Track, +97 more",Not Found,Not Found,Not Found,(27 reviews),46,Not Found,"Since their inception, Mantri Developers have acquired customer’s trust through quality, on the time delivery and beneficial deal with them. Mantri Developers are young, dynamic and skillful builders who have established their name in the real estate world on the basis of customers trust. The team consists of skillful and experienced professionals who are working with full dedication to provide its customers with best they can desire for. This builder has customer centric approach with full concentration on satisfaction they can derive from their well-built homes.",Ready to Move,"Apr, 2011",₹9.7K/sq.ft
Novo Gardenia,NOVOLIFE INNOVATIVE STRUCTURES LLP,"Ward No.149, Gunjur, Varthur, Bangalore East , Bangalore",₹8.65 K/sq.ft,"Dec, 2027",1495 - 1790 sq.ft.,3.19 Acres,PRM/KA/RERA/1251/309/PR/070324/006697,,332,3 BHK Apartment,12,"Amphitheater, Tennis Court, Grocery Shop, Gazebo, Reflexology Park, Spa, Swimming Pool, Skating Rink, Vastu Compliant, Fountains, Landscaping & Tree Planting, +35 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Dec, 2023",₹11.2 K/sq.ft
Isha Hilife,ISHA GROUP,"Thirumalashettihalli Village, Hoskote, Bangalore East , Bangalore",Not Found,"Dec, 2026",841 - 1539 sq.ft.,2.39 Acres (70% open),PRM/KA/RERA/1250/304/PR/030524/006836,,195,"2, 3 BHK Apartments",12,"Waiting Lounge, Cricket Pitch, Gazebo, Spa, Swimming Pool, Skating Rink, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Jogging Track, Senior Citizen Siteout, +20 more",Not Found,Not Found,Not Found,0,1944,13,"Isha Group is one of the most renowned real estate developers in the city of Kolkata. The builders are known for the quality of their construction and their ability to deliver projects on time. The architectural quality, functionality and value that go with each Isha project, is reflected in all of its construction. The group designs and builds each and every project with innovation that sets new benchmarks in design, comfort and luxury. Their core values of honesty and fair play along with their knowledge of the business has contributed to provide their customers with dream homes at affordable prices. Over the years they have built up quite a reputation for themselves, undertaking and successfully completing several residential and commercial projects.",Under Construction,"May, 2024",₹8.1K/sq.ft
SORA & SAKI,ASSETZ PROPERTY GROUP,"KIADB Hardware & IT Park, Near Shell Office, Devanahalli, North Bangalore, Bangalore",Not Found,"Sep, 2028",1670 - 2168 sq.ft.,11.28 Acres (74% open),PRM/KA/RERA/1251/309/PR/060324/006692,,918,"3, 4 BHK Apartments",12,"Amphitheater, Organic Farming, Cricket Pitch, Tennis Court, Reflexology Park, Spa, Swimming Pool, Table Tennis, Water Conservation, Rain water Harvesting, Footpaths/Pedestrian, Gymnasium, +33 more",Not Found,Not Found,Not Found,0,2006,49,"Assetz is a pioneer in the real estate sector. Founded in 2006, the company has seen a surge in growth over the past 15 years, making it an ‘A Grade’ player in the market. The journey started in the commercial segment, with award winning projects such as Vrindavan Tech Village (now Embassy Tech Village) and Global Technology Park, both of which have been successfully delivered and exited.",Under Construction,"May, 2024",₹10.6K/sq.ft
HM Indigo,HM GROUP,"HM World City, JP Nagar 9th Phase, Off Kanakapura Road, South Bangalore, Bangalore",Not Found,Ready to Move,1265 - 1994 sq.ft.,,Rera Not Applicable,,991,"2, 3 BHK Apartments",12,"Amphitheater, Tennis Court, Spa, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Table Tennis, Gymnasium, Car Parking, 24X7 Water Supply, Jogging Track, +24 more",Not Found,Not Found,Not Found,(13 reviews),1991,32,"HM Constructions is one of Bangalore's largest real estate companies in terms of revenue, earnings, market capitalization and developable area. It has a 33 years track record of sustained growth, customer satisfaction and innovation. HM Constructions was established in the year 1991 as a private residential and commercial developer in Bangalore, India. Since then, HM Constructions has expanded rapidly in Bangalore. Today, HM constructions behold the flagship of a multimillion conglomerate with 60 completed projects, both residential and commercial in prime locations of Bangalore with thousands of satisfied customers. We have grown up as the number one developer in Bangalore. Our achievement is purely due to absolute professionalism, great emphasis on quality and delivering on-time schedules. Today, we are the front liners in Bangalore's building and real estate development. The company has a diverse range of expertise that allows them to have a good oversight and management of all aspects of a project right from the acquisition of land, appointment of architects and designers, construction, sales to after sales service. The company’s projects are located in the most desirable and exclusive locations and homes are built under high quality specification that has become synonymous with the group. In addition to support services provided by our group, the company’s comprehensive customer care program’s to delight customers through its vast network with offices all across the country. HM Constructions has a strong management team complementing each other in case of opportunities. HM Constructions mission is to build a world-class real estate development company with the highest standards of professionalism, ethics, customer service to thereby contribute and benefit from the growth of the Indian economy.",Ready to Move,"Nov, 2013",₹8.1K/sq.ft
Rewild Doddaballapura,REWILD RETREATS LLP,"Doddaballapura, North Bangalore, Doddaballapura",₹2.75 K/sq.ft,"Jun, 2029",3931 - 13372 sq.ft.,39.19 Acres,,,141,Residential Plots,6,"Recreation Facilities, Solid Waste Management And Disposal, Storm Water Drains, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Sewage Treatment Plant",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"May, 2024",Not Found
Florenza,GOPALAN ENTERPRISES,"Behind omkareshwara temple, Banakshankari 6th Stage, Bangalore",Not Found,"Mar, 2025",1310 - 1321 sq.ft.,6.5 Acres (70% open),PRM/KA/RERA/1251/310/PR/190726/002733,,480,2 BHK Apartment,12,"Amphitheater, Cricket Pitch, Gazebo, Swimming Pool, Landscaping & Tree Planting, Table Tennis, Gymnasium, Fire Fighting System, Car Parking, 24X7 Water Supply, Multipurpose Room, +19 more",Not Found,Not Found,Not Found,0,1984,33,"Gopalan Enterprises, one of the founding fathers of the real estate sector in Bangalore, is an established name in the industry for more than three decades. Since its inception in 1984, Gopalan Enterprises has specialized in providing quality homes that perfectly balance the ever-morphing aesthetic aspirations and the functional needs. In the last three decades, this Rs 1500 crore company has diversified its portfolio to gain expertise in urban development through design, construction, maintenance and marketing of Residential complexes, Tech Parks, SEZs, Malls, Schools, Colleges, Organic Farming, Skill building and now Aerospace. Mr. C. Gopalan, the Founder, and Director of Gopalan Enterprises is an accomplished architect from the reputed JJ School of Arts, Mumbai. He is accompanied and assisted by his sons Mr. C Pramod and Mr. Prabhakar, both also highly trained architects. Mr. Gopalan’s quest is to provide his home city, Bangalore, with construction that is made timeless by its designs, amenities, and quality. Gopalan Enterprises had its beginnings in the residential sector, with an aim to create spaces that enable the customers the comfort and the convenience that they seek. The business is built on a foundation of integrity that inspires trust. With a keen sense of innovation in all that we do, Gopalan Enterprises has delivered projects on time. This has, thereby, ensuring a positive, deep relationship with the customer that lasts beyond a single purchase.",Ready to Move,"Jan, 2018",₹7.2 K/sq.ft
United Sai Silicon Heights,UNITED DEVELOPER,"Nagondanahalli Village, Near NVT Lifestyle Villas, K R Puram Hobli, Whitefield, Bangalore East , Bangalore",Not Found,"Dec, 2027",1205 - 3000 sq.ft.,2.91 Acres,PRM/KA/RERA/1251/446/PR/180424/006788,,206,"2, 3, 4 BHK Apartments",12,"Cricket Pitch, Swimming Pool, Skating Rink, Vastu Compliant, Fire Sprinklers, Landscaping & Tree Planting, Gymnasium, Closed Car Parking, Car Parking, 24X7 Water Supply, Multipurpose Room, +14 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Apr, 2024",₹10.6K/sq.ft
SB Skanda Lake Front,S B URBANSCAPES,"NO.478/44/1A ,44/1B, Kanakapura Road ,Yelachanahalli Village ,Uttarhalli, South Bangalore, Bangalore",₹9.8 K/sq.ft,Ready to Move,1290 - 1885 sq.ft.,2.7 Acres (50% open),PRM/KA/RERA/1251/310/PR/171102/001895,,170,"2, 2.5, 3 BHK Apartments",12,"Children's Play Area, Security Cabin, Gazebo, Swimming Pool, Lift(s), Landscaping & Tree Planting, Table Tennis, 24x7 CCTV Surveillance, Gymnasium, Electrification(Transformer, Solar Energy etc), Multipurpose Room, +11 more",Not Found,Not Found,Not Found,0,2005,9,"SB Urbanscapes is among the leading property developers in Bangalore, with a growing reputation for building innovative and functional spaces while providing high-quality experiences and value for its customers. SB Urbanscapes has been contributing to the transformation of Bangalore’s urban landscape, catering across the full spectrum of real estate. Catering to the premium luxury segment, Sb urbanscapes is known for its design aesthetics, eco-friendly architecture, customer-centric approach, uncompromising business ethics, core values that have helped make it a preferred brand in the city’s real estate environment.",Ready to Move,"Jun, 2016",₹6.8 K/sq.ft
Temple Tree,S B URBANSCAPES,"Sy No- 933/72, Bommnahalli, South Bangalore, Bangalore",₹10.34 K/sq.ft,Ready to Move,1455 - 1770 sq.ft.,2.09 Acres,PRM/KA/RERA/1251/310/PR/171223/002016,,158,"2, 2.5, 3 BHK Apartments",9,"Children's Play Area, 24X7 Water Supply, Closed Car Parking, Multipurpose Room, Lift(s), 24x7 Security, Gymnasium, Power Backup, Intercom",Not Found,Not Found,Not Found,0,2005,9,"SB Urbanscapes is among the leading property developers in Bangalore, with a growing reputation for building innovative and functional spaces while providing high-quality experiences and value for its customers. SB Urbanscapes has been contributing to the transformation of Bangalore’s urban landscape, catering across the full spectrum of real estate. Catering to the premium luxury segment, Sb urbanscapes is known for its design aesthetics, eco-friendly architecture, customer-centric approach, uncompromising business ethics, core values that have helped make it a preferred brand in the city’s real estate environment.",Ready to Move,,₹5.3 K/sq.ft
Gopalan Olympia,GOPALAN ENTERPRISES,"Off Mysore Road, Kumbalgodu, Mysore-Bangalore Road, Bangalore",Not Found,Ready to Move,980 - 1360 sq.ft.,16 Acres (80% open),PRM/KA/RERA/1251/310/PR/171208/000986,,1344,"2, 3 BHK Apartments",12,"Internet / Wi-Fi, Cricket Pitch, Tennis Court, Solar Lighting, Swimming Pool, Skating Rink, Vastu Compliant, Landscaping & Tree Planting, Table Tennis, Gymnasium, Fire Fighting System, +37 more",Not Found,Not Found,Not Found,(10 reviews),1984,33,"Gopalan Enterprises, one of the founding fathers of the real estate sector in Bangalore, is an established name in the industry for more than three decades. Since its inception in 1984, Gopalan Enterprises has specialized in providing quality homes that perfectly balance the ever-morphing aesthetic aspirations and the functional needs. In the last three decades, this Rs 1500 crore company has diversified its portfolio to gain expertise in urban development through design, construction, maintenance and marketing of Residential complexes, Tech Parks, SEZs, Malls, Schools, Colleges, Organic Farming, Skill building and now Aerospace. Mr. C. Gopalan, the Founder, and Director of Gopalan Enterprises is an accomplished architect from the reputed JJ School of Arts, Mumbai. He is accompanied and assisted by his sons Mr. C Pramod and Mr. Prabhakar, both also highly trained architects. Mr. Gopalan’s quest is to provide his home city, Bangalore, with construction that is made timeless by its designs, amenities, and quality. Gopalan Enterprises had its beginnings in the residential sector, with an aim to create spaces that enable the customers the comfort and the convenience that they seek. The business is built on a foundation of integrity that inspires trust. With a keen sense of innovation in all that we do, Gopalan Enterprises has delivered projects on time. This has, thereby, ensuring a positive, deep relationship with the customer that lasts beyond a single purchase.",Ready to Move,"Feb, 2014",₹8.0K/sq.ft
Brigade Calista,BRIGADE ENTERPRISES LTD,"Budigere Cross, Budigere Road, Bangalore",11.89 K - ₹14.52 K/sq.ft,11.89 K - ₹14.52 K/sq.ft,775 - 1152 sq.ft.,10 Acres,PRM/KA/RERA/1251/446/PR/220823/006195,,,"2, 3 BHK Apartments",12,"Children's Play Area, Amphitheater, Swimming Pool, Solid Waste Management And Disposal, Fire Sprinklers, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Footpaths/Pedestrian, 24x7 CCTV Surveillance, Gymnasium, +11 more",Not Found,Not Found,Not Found,0,1986,150,"Developer Profile
Brigade Group is a Bangalore-based real estate company focussed on providing world-class property solutions including luxury apartments, commercial spaces, retail spaces and hospitality projects. The builder has a multi-domain portfolio encompassing property management services, education, property development and hospitality. Founded in 1986, the group has a presence in major cities of South India like Kochi, Chennai, Hyderabad, Mysore and Bangalore. An accredited agent in the USA, the developer also has a representative office in Dubai, United Arab Emirates.",Under Construction,"Oct, 2023",₹11.8K/sq.ft
Casagrand Casablanca,CASAGRAND BUILDER PRIVATE LIMITED,"Off Kanakapura Road, Bangalore",₹7.11 K - 8.6 K/sq.ft,"Jun, 2027",1266 - 3987 sq.ft.,27 Acres (70% open),PRM/KA/RERA/1251/310/PR/040524/006862,,806,"2, 3, 4, 5 BHK Apartment,Penthouses",12,"Children's Play Area, Entrance Lobby, Swimming Pool, Solid Waste Management And Disposal, Fire Sprinklers, Visitor Parking, Landscaping & Tree Planting, 24x7 CCTV Surveillance, Sensor operated doors and lifts, Fire Fighting System, Closed Car Parking, +9 more",Not Found,Not Found,Not Found,0,2004,159,"Casagrand Builder Private Limited is a real estate enterprise committed to building aspirations and delivering value. In the last fifteen years, we have developed over 22 million sqft of prime residential real estate across Chennai, Bengaluru, and Coimbatore. Over 18,250 happy families across 112+ landmark properties stand testimony to our commitment. In the sixteenth year of our journey, we at Casagrand are all set to progress further forward with projects worth over Rs. 8000 crores in the pipeline.",Under Construction,,₹7.5K/sq.ft
Brigade El Dorado,BRIGADE ENTERPRISES LTD,"Bagaluru Near Yelahanka, North Bangalore, Bangalore",₹15.17 K - 30.25 K/sq.ft,₹15.17 K - 30.25 K/sq.ft,,4.29 Acres,PRM/KA/RERA/1251/309/PR/160524/006878,,,"1, 2, 3 BHK Apartments",12,"Amphitheater, Cricket Pitch, Volleyball Court, Changing Room, Skating Rink, Valet Parking, Kid's Pool, Electrification(Transformer, Solar Energy etc), 24X7 Water Supply, Car Parking, Senior Citizen Siteout, +40 more",Not Found,Not Found,Not Found,0,1986,150,"Developer Profile
Brigade Group is a Bangalore-based real estate company focussed on providing world-class property solutions including luxury apartments, commercial spaces, retail spaces and hospitality projects. The builder has a multi-domain portfolio encompassing property management services, education, property development and hospitality. Founded in 1986, the group has a presence in major cities of South India like Kochi, Chennai, Hyderabad, Mysore and Bangalore. An accredited agent in the USA, the developer also has a representative office in Dubai, United Arab Emirates.",Under Construction,"Oct, 2019",₹9.2 K/sq.ft
