Reg. No.,Project Name,Project Land Area (Sq Mtrs),Total Open Area (Sq Mtrs),Project Address,Project End Date,Type,Total Units,Total No. of Towers/Blocks,Promoter name,Promoter Type,Total no. Of Years Of Work Experience Of Group Entity In Gujarat,Total no. Of Completed Projects By Group Entity,Architect Name,Pool Avaliable,Disposal Of Sewage Water Avaliable,Lift Avaliable,Garden Avaliable,Security Avaliable,Drinking Water Avaliable,Water Conservation Avaliable,Water Supply Avaliable,Renewable Energy Avaliable,Community Hall Avaliable,Fire Safety Avaliable,Road Avaliable
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/MAA13776/010724/300329,THE EMBERLYNN-2,"6,715","3,578.6","The Emberlynn-2,opp.Ratnakar-04, Ahmedabad City, Ahmedabad, GUJARAT, 380015",30/03/2029,Mixed Development,97,1,KRISHNA INFRA,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RN64AA09964/060622,TIMES 104,"4,650","3,071.64","TIMES-104, RAJPATH RANGOLI ROAD, Ahmedabad City, Ahmedabad, GUJARAT, 380059",31/10/2025,Residential/Group Housing,104,1,KRISHNA INFRA,PARTNERSHIP FIRM,,,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13916/310724/311228,Venus Deshna,"5,315","2,946.55","Venus Deshna, Mirambica School Road, Ahmedabad City, Ahmedabad, GUJARAT, 380013",31/12/2028,Residential/Group Housing,208,2,Venus Infraspace LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13632/040624/310330,HIGHLINE PHASE-2,"15,519","14,566.8","Highline Phase 2, Atithi Gokul Construction LLP, , Ahmedabad City, Ahmedabad, GUJARAT, 382481",31/03/2030,Residential/Group Housing,121,1,ATITHI GOKUL CONSTRUCTION LLP,LIMITED LIABILITY PARTNERSHIP FIRM,0,0,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13113/110324/311226 ,GAJANAN ROYAL,"10,179.34","4,858.83","B/H KARNAVATI-6, 100 FT. POOJA FARM SIDE ROAD, LAMBHA TURNING, NAROL ASLALI HIGHWAY, Ahmedabad City, Ahmedabad, GUJARAT, 382405",31/12/2026,Residential/Group Housing,96,1,ATITHI GOKUL CONSTRUCTION LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: No,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13100/070324/300927,MALABAR RETREAT,"8,297","3,406.64","MALABAR RETREAT, Ahmedabad City, Ahmedabad, GUJARAT, 382481",30/09/2027,Residential/Group Housing,160,1,GANESH HOUSING CORPORATION LIMITED,COMPANY,0,0,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13078/050324/311229,SHYASWA SAROVAR,"3,933","2,219.96","N/R. Shilaj circle, Nr. Shalin Solitude , Ahmedabad City, Ahmedabad, GUJARAT, 380058",31/12/2029,Residential/Group Housing,80,1,BEQUEST INFRAPROJECTS LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12755/050124/300630,ANAMIKA HIGH POINT,"31,734.7","18,261.63","Opp. The Grand Bhagwati, Besides IOC Petrol Pump,, Ahmedabad City, Ahmedabad, GUJARAT, 380054",30/06/2030,Residential/Group Housing,580,1,CONSTERA REALTY PRIVATE LIMITED,COMPANY,11,0,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN94AA09994/270622,Aaravi 119,"3,764","2,067.61","AARAVI 119, BEHIND SHREEYAM LOTUS, SHILAJ, Ahmedabad City, Ahmedabad, GUJARAT, 380059",30/04/2025,Mixed Development,161,2,Aaravi Developers Private Limited,COMPANY,4,0,,Pool: No,"Disposal of
sewage water No",Lift: No,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN60AA09960/060622,Shivanta Rigel,"10,197","5,297.18","Nr. Basil Skyline, Nr. Tragad Under Bridge,, Ahmedabad City, Ahmedabad, GUJARAT, 382470",31/07/2027,Mixed Development,520,2,Aaravi Developers Private Limited,COMPANY,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN228AA10128/211022,KOPREN PARK VIEW,"3,763","2,262.62","KOPREN PARK VIEW, Ahmedabad City, Ahmedabad, GUJARAT, 380060",26/03/2026,Mixed Development,148,0,,,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: No",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN106AA10006/110722,ALAYA BELMONTE,"4,492","2,795.35","ALAYA BELMONTE, B/H VANDEMATARAM FABULA, NR MALBAR COUNTRY-1, Ahmedabad City, Ahmedabad, GUJARAT, 382481",30/06/2026,Mixed Development,168,4,,,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14293/211024/311228,Ratnam Opal,"2,853","1,524.99","Ratnam Opal, Near Aryman Glory,, Ahmedabad City, Ahmedabad, GUJARAT, 382470",31/12/2028,Mixed Development,120,1,Ratnam Developers,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14068/020924/311228,DE CASA,"8,073","4,048.47","NR. SWAMINARAYAN BAUG, OPP. SHARDA VIDYA MANDIR BHUYANGDEV CROSS ROAD, Ahmedabad City, Ahmedabad, GUJARAT, 380052",31/12/2028,Mixed Development,241,1,AARYAN REALITY,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13912/290724/311228,Shagun Seleste,"7,091","4,192.67","Shagun Seleste, B/H Devnandan Horizon, Chandkheda, Ahmedabad - 382424, Ahmedabad City, Ahmedabad, GUJARAT, 382424",31/12/2028,Mixed Development,158,2,SHREY PROJECTS,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: No,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13882/290724/311228,SHIVALAYA 24,"1,229",631.36,"Neeldev Buildcon LLP, Opp. Shell Petrol Pump, Chandkheda-Zundal BRTS Road, , Ahmedabad City, Ahmedabad, GUJARAT, 382424",31/12/2028,Mixed Development,42,1,SHREY PROJECTS,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13691/180624/311227,HARVI HELENIUM,"2,489","1,486.84","F.P.No. 56+57, Main Safal Parisar Road. Nr. Swastik Promont, 150 Ft. Ghuma-Shela Road, South Bopal, Ahmedabad, Ahmedabad City, Ahmedabad, GUJARAT, 380058",31/12/2027,Mixed Development,119,1,HARVI INFRA,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13044/270224/310327,SATYAMEV ROYAL 4,"4,249","2,930.48","FP NO107/2, TP NO 76/B, , Ahmedabad City, Ahmedabad, GUJARAT, 382424",31/03/2027,Mixed Development,175,1,SHREE SIDDHI REALTY BUILDWELL LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12974/200224/310329,THE ASHOKA,"9,808","6,166.77","THE ASHOKA, RTO ROAD, VASTRAL, Ahmedabad City, Ahmedabad, GUJARAT, 382418",31/03/2029,Mixed Development,344,4,OMKAR INFRASTRUCTURE,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12971/200224/311228,SERENITY SHIVAM,"7,588","4,748.12","SERENITY SHIVAM,NEXT TO SERENITY SKY, SAFAL PARISAR ROAD, Daskroi, Ahmedabad, GUJARAT, 380058",31/12/2028,Mixed Development,402,1,SHIVAM BUILDCON,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13100/070324/300927,MALABAR RETREAT,"8,297","3,406.64","MALABAR RETREAT, Ahmedabad City, Ahmedabad, GUJARAT, 382481",30/09/2027,Residential/Group Housing,160,1,GANESH HOUSING CORPORATION LIMITED,COMPANY,0,0,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13078/050324/311229,SHYASWA SAROVAR,"3,933","2,219.96","N/R. Shilaj circle, Nr. Shalin Solitude , Ahmedabad City, Ahmedabad, GUJARAT, 380058",31/12/2029,Residential/Group Housing,80,1,BEQUEST INFRAPROJECTS LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12755/050124/300630,ANAMIKA HIGH POINT,"31,734.7","18,261.63","Opp. The Grand Bhagwati, Besides IOC Petrol Pump,, Ahmedabad City, Ahmedabad, GUJARAT, 380054",30/06/2030,Residential/Group Housing,580,1,CONSTERA REALTY PRIVATE LIMITED,COMPANY,11,0,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN94AA09994/270622,Aaravi 119,"3,764","2,067.61","AARAVI 119, BEHIND SHREEYAM LOTUS, SHILAJ, Ahmedabad City, Ahmedabad, GUJARAT, 380059",30/04/2025,Mixed Development,161,2,Aaravi Developers Private Limited,COMPANY,4,0,,Pool: No,"Disposal of
sewage water No",Lift: No,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN60AA09960/060622,Shivanta Rigel,"10,197","5,297.18","Nr. Basil Skyline, Nr. Tragad Under Bridge,, Ahmedabad City, Ahmedabad, GUJARAT, 382470",31/07/2027,Mixed Development,520,2,Aaravi Developers Private Limited,COMPANY,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN228AA10128/211022,KOPREN PARK VIEW,"3,763","2,262.62","KOPREN PARK VIEW, Ahmedabad City, Ahmedabad, GUJARAT, 380060",26/03/2026,Mixed Development,148,0,,,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: No",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN106AA10006/110722,ALAYA BELMONTE,"4,492","2,795.35","ALAYA BELMONTE, B/H VANDEMATARAM FABULA, NR MALBAR COUNTRY-1, Ahmedabad City, Ahmedabad, GUJARAT, 382481",30/06/2026,Mixed Development,168,4,,,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14293/211024/311228,Ratnam Opal,"2,853","1,524.99","Ratnam Opal, Near Aryman Glory,, Ahmedabad City, Ahmedabad, GUJARAT, 382470",31/12/2028,Mixed Development,120,1,Ratnam Developers,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14068/020924/311228,DE CASA,"8,073","4,048.47","NR. SWAMINARAYAN BAUG, OPP. SHARDA VIDYA MANDIR BHUYANGDEV CROSS ROAD, Ahmedabad City, Ahmedabad, GUJARAT, 380052",31/12/2028,Mixed Development,241,1,AARYAN REALITY,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13912/290724/311228,Shagun Seleste,"7,091","4,192.67","Shagun Seleste, B/H Devnandan Horizon, Chandkheda, Ahmedabad - 382424, Ahmedabad City, Ahmedabad, GUJARAT, 382424",31/12/2028,Mixed Development,158,2,SHREY PROJECTS,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: No,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13882/290724/311228,SHIVALAYA 24,"1,229",631.36,"Neeldev Buildcon LLP, Opp. Shell Petrol Pump, Chandkheda-Zundal BRTS Road, , Ahmedabad City, Ahmedabad, GUJARAT, 382424",31/12/2028,Mixed Development,42,1,SHREY PROJECTS,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13691/180624/311227,HARVI HELENIUM,"2,489","1,486.84","F.P.No. 56+57, Main Safal Parisar Road. Nr. Swastik Promont, 150 Ft. Ghuma-Shela Road, South Bopal, Ahmedabad, Ahmedabad City, Ahmedabad, GUJARAT, 380058",31/12/2027,Mixed Development,119,1,HARVI INFRA,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13044/270224/310327,SATYAMEV ROYAL 4,"4,249","2,930.48","FP NO107/2, TP NO 76/B, , Ahmedabad City, Ahmedabad, GUJARAT, 382424",31/03/2027,Mixed Development,175,1,SHREE SIDDHI REALTY BUILDWELL LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12974/200224/310329,THE ASHOKA,"9,808","6,166.77","THE ASHOKA, RTO ROAD, VASTRAL, Ahmedabad City, Ahmedabad, GUJARAT, 382418",31/03/2029,Mixed Development,344,4,OMKAR INFRASTRUCTURE,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12971/200224/311228,SERENITY SHIVAM,"7,588","4,748.12","SERENITY SHIVAM,NEXT TO SERENITY SKY, SAFAL PARISAR ROAD, Daskroi, Ahmedabad, GUJARAT, 380058",31/12/2028,Mixed Development,402,1,SHIVAM BUILDCON,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA10675/A2M/101224/250327,SURYANSH SANIDHYA (SHIVALAYA),"4,370","2,548.16","SURYANSH SANIDHYA BEHIND SUN ESTATE, Ahmedabad City, Ahmedabad, Gujarat,",25/03/2027,Mixed Development,314,2,SUNBUILDCON PROJECTS LLP,LIMITED LIABILITY PARTNERSHIP FIRM,42,12,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00169/A2R/EX1/170822,Sheetal Westpark Residency,"12,818","8,722","NR. AHMEDABAD ONE MALL, VASTRAPUR, Ahmedabad City, Ahmedabad, Gujarat, 380052",30/09/2022,Residential/Group Housing,392,5,MAHIKA INFRA LLP,LIMITED LIABILITY PARTNERSHIP FIRM,18,9,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00114/080917,Eden I,"72,351","59,532","Godrej Garden City Behind Nirma University, Ahmedabad City, Ahmedabad, Gujarat, 382470",28/08/2018,Residential/Group Housing,65,1,SHREE SIDDHI INFRABUILDCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,15,1,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: No,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00061/EX2/280120,"ICB- FLORA ""O"" BLOCK","2,356","12,934","BEHIND VODAFONE TOWER, Ahmedabad City, Ahmedabad, Gujarat, 380060",30/06/2021,Mixed Development,65,1,ISHWARCHARAN BUILDERS PVT. LTD.,COMPANY,5,1,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHME/DASKROI/Ahmedabad Municipal Corporation/RN4AA09904/080422 ,EMINENCE 96,"3,947","2,149.74","EMINENCE 96, Near Aryaman Bunglows, Daskroi, Ahmedabad, GUJARAT, 380059",31/03/2025,Residential/Group Housing,96,1,ARISTA BUILDCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
 PR/GJ/VADODARA/VADODARA/Others/MAA12043/280623,AARYA EUPHORIA,"8,765","5,668.73","AARYA EUPHORIA NEAR KESAR 45, Vadodara, Vadodara, Gujarat,",31/12/2027,Mixed Development,79,3,SHIVAM DEVELOPERS,PARTNERSHIP FIRM,15,6,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: No,Road: Yes
 PR/GJ/VADODARA/VADODARA/Others/MAA10902/A1M/160324/311228,THE NEST,"3,065","2,081.6","The Nest, 30 m Vadsar Village Road, Vadodara, Vadodara, Gujarat,",31/12/2028,Mixed Development,128,1,VNS ASSOCIATES,PARTNERSHIP FIRM,1,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
 PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01520/030218,"MEADOWS PHASE I ( Tower A,B&C )","24,475.74","18,048.24","Shantigram, Daskroi, Ahmedabad, Gujarat, 380060",30/06/2018,Residential/Group Housing,6,3,Adani Township and Real Estate Company Private Limited,COMPANY,8,11,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
 PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03063/030718,Eden G And H,"72,351","58,713.8","GODREJ GARDEN CITY BEHIND NIRMA UNIVERSITY, Ahmedabad City, Ahmedabad, Gujarat, 382470",30/12/2020,Residential/Group Housing,96,2,SHREE SIDDHI INFRABUILDCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,15,1,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
 PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06829/040320,Silver Harmony 2,"12,021","6,988.84","Silver Harmony 2, Opp. ICB Flora, Nr. Silver Harmony, Beside Gota Chowkadi, Ahmedabad City, Ahmedabad, Gujarat,",31/07/2024,Mixed Development,314,2,AVIRAT AMIRAJ BUILDCON,Other,0,1,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
