Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
905,NAKSHTRA VIII,RAJSHRUNGAR REALITIES,"301-NAKSHTRA-2, 150 FEET RING ROAD,OPP KKV HALL, RAJKOT RAJKOT Rajkot 360005",Commercial,nakshtra10rera@gmail.com,9825079176,PR/GJ/RAJKOT/RAJKOT/Others/CAA04598/040119,Rajkot,04-01-2019
906,SAHITYA ARCADE,BALAJI INFRA,"13 Suvas Tenament , B/s Suvidha Society , Nikol Ahmedabad 382350",Commercial,sahityarera@gmail.com,9737995338,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05152/270319,Ahmedabad,27-03-2019
907,THE NEWYORK EMPIRE,YASHMIN BUILDCON PRIVATE LIMITED,"A/S/F-221, SHYONA CENTER, MEMCO FOUR ROAD, OPP. MEMCO TORRENT SUB ZONE OFFICE, Ahmedabad 380025",Commercial,texasgarden199@gmail.com,7600009494,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05684/EX1/011122,Ahmedabad,10-07-2019
908,ANANAT,ANANAT BUILD CORP LLP,"SHREE JAGDISH TRADING CO., BASMATI HOUSE, DANAPITH, NEAR PARA BAZAAR, RAJKOT RAJKOT Rajkot 360001",Commercial,anant2rera@gmail.com,9979655505,PR/GJ/RAJKOT/RAJKOT/Others/CAA04611/EX2/A1C/020523,Rajkot,05-01-2019
909,DWARKESH PENNINSULLA,DEVKINANDAN DEVELOPERS,"S P RING ROAD, NR TAPOVAN CIRCLE CHANDKHEDA Ahmedabad 382424",Commercial,devakinandan.developers@gmail.com,9825233107,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04805/EX2/081024/300625,Ahmedabad,07-02-2019
910,GAJANAN INDUSTRIAL HUB,Neel Buildcon,"Opp Ramwadi way brige , b/h Matrix Plaza , Vinzol Patiya , Jasoda to Hathijan Ring Road , Vatva GIDC , Vinzol, Ahmedabad 382445",Commercial,gajananhub@gmail.com,8866302550,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03106/070718,Ahmedabad,07-07-2018
911,Turquoise - III,RATNABHUMI BUILDSPACE LLP,"Terrace-20 , Ratna Business Square , Near Old Natraj Cinema, Ashram Road , Ahmedabad 380009",Commercial,t3rera@gmail.com,9427022214,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04676/150119,Ahmedabad,15-01-2019
912,Arham Industrial Park,ARHAM DEVELOPERS,"Shop No 4, Sharda Complex, Brahmin Falia, Near N.H. No.: 8, Killa Pardi Valsad 396125",Commercial,arhamindustrialpark@gmail.com,9824612000,PR/GJ/VALSAD/PARDI/Others/CAA05677/EX1/301224/250625,Valsad,09-07-2019
913,SHREE KUBERJI CROWN TEXTILE MARKET,NARESHKUMAR BISWESHWARLAL AGARWAL PROPRIETOR OF SHREE KUBERJI BUILDERS,"701,SHYAM AVAS, NEAR VIDHYA BHARTI SCHOOL, BHATAR ROAD, SURAT Surat 395017",Commercial,shreekuberjicrown@gmail.com,9825110322,PR/GJ/SURAT/CHORASI/SUDA/CAA06226/231019,Surat,23-10-2019
914,SWETAYAN INDUSTRIAL PARK,SHREEJI DEVELOPERS,"SWETAYAN INDUSTRIAL PARK, BLOCK NO. 329, TP NO 117, FP NO. 220, OPP. BAHUCHAR PARTY PLOT, KATHWADA - SINGARVA ROAD, KATHWADA, Ahmedabad 382430",Commercial,swetayanind@gmail.com,9998967209,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05189/020419,Ahmedabad,02-04-2019
915,SILVER POINT,SHREEJI CORPORATION,"Silver point , Beside Avadha Pride Vastral Road , Vastral Ahmedabad 382418",Commercial,silver.vastral@gmail.com,9727923724,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05289/180419,Ahmedabad,18-04-2019
916,SOLARIS ROYCE,H R ENTERPRISE,"T.P.S NO.-5 (ATHWA-UMRA) F.P.NO. -600/PAIKEE, City Survey No - 1013/A/7 + 1013 /A/8/2, Athwa Gate , Surat - 395001 Surat 395001",Commercial,ronak4178@rediffmail.com,9825118888,PR/GJ/SURAT/SURAT CITY/SUDA/CAA06662/220120,Surat,22-01-2020
917,SPINEL,AFFINITY VENTURES LLP,"201, SATYAM COMPLEX, SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Commercial,affinityventuresllp@gmail.com,9825044946,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04990/070319,Ahmedabad,07-03-2019
918,CITY CENTER,MVOMNI SHAYONA BIPL (RAJKOT) PRIVATE LIMITED,A 201 SHIVALIK YASH 132 FT RING ROAD ANUR ROAD Ahmedabad 380013,Commercial,shayonarajkotrera@yahoo.com,9879984331,PR/GJ/RAJKOT/RAJKOT/Others/CAA05963/290819,Rajkot,29-08-2019
919,AASTHA ARCADE,AASTHA INFRA,"F2, SHREEJI ARCADE, 100 FOOT ROAD, ANAND Anand 388001",Commercial,aasthaconstruction.2014@gmail.com,9727049765,PR/GJ/ANAND/ANAND/Others/CAA05254/110419,Anand,11-04-2019
920,YASH ANANT,SHELTER ENTERPRISE COMPANY PRIVATE LIMITED,"Corporate House-3, Parshwanth Business Park, Behind Prahladnagar Garden, S. G. Highway Ahmedabad 380015",Commercial,finance@yashglobal.net,9099908201,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05310/EX1/050922,Ahmedabad,24-04-2019
921,SARANSH II THE BUSINESS HUB,EXCEL RETAIL SPACE,B/205 DEV ADITYA ARCADE OPP BAUGBAN PARTY PLOT SHILAJ ROAD THALTEJ AHMEDABAD Ahmedabad 380059,Commercial,excelretailspace@gmail.com,9979963369,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05461/180519,Ahmedabad,18-05-2019
922,TOWN SQUARE,MANGALAM DEVELOPERS,"Halol-Vadodararoad, Halol Panchmahal Gujarat INDIA Panchmahals 389350",Commercial,mangalmdevelopershalol@gmail.com,9898084400,PR/GJ/PANCHMAHALS/HALOL/Others/CAA05442/EX1/220724/290625,Panchmahals,15-05-2019
923,SAHAKAR,SAHAKAR DEVELOPERS,"KHODIYAR KRUPA, HOUSE NO 15/B LABHDEEP SOCIETY, STREET NO. 4, MAVDI,RAJKOT Rajkot 360004",Commercial,sahakardevelopers.rera@gmail.com,9427726852,PR/GJ/RAJKOT/RAJKOT/Others/CAA05512/060619,Rajkot,06-06-2019
924,Shiv Icon,Pramukh Associates,"42, Gandhi Gunj Borsad Anand 388540",Commercial,pramukhassociates789@gmail.com,9824509227,PR/GJ/ANAND/BORSAD/Others/CAA05691/EX1/171022,Anand,11-07-2019
925,PRABHU ROYAL ARCADE,R R REALITIES,PRABHU KRUPA 1/4 JANKALYAN SOCIETY Rajkot 360001,Commercial,dishit37@gmail.com,9824040559,PR/GJ/RAJKOT/RAJKOT/Others/CAA05842/050819,Rajkot,05-08-2019
926,SURAT DAWA BAZAR,VINAYAK DEVELOPERS,"TPS NO. 3 (KATARGAM), FP NO. 93, NEAR : KIRAN HOSPITAL, KATARGAM Surat 395004",Commercial,vinayak.developers2018@gmail.com,9904280555,PR/GJ/SURAT/SURAT CITY/SUDA/CAA05003/A1C/170321,Surat,07-03-2019
927,KC TRANSLIFE,KATIRA CUBE TRANSPLAZA (PATAN) PRIVATE LIMITED,"1st Floor, Hall-B, C - Block, Katira Complex, R.T.O. Relocation Site, Bhuj Kachchh Kutch 370001",Commercial,mahesh@katiraconstruction.com,9727118898,PR/GJ/PATAN/PATAN/Others/CAA06341/181119,Patan,18-11-2019
928,ICON RIO,NARI REALTY,"Final Plot no. 30, T.P Scheme no. 3, Rundh Surat Surat 395007",Commercial,narirealty@gmail.com,9824710101,PR/GJ/SURAT/SURAT CITY/SUDA/CAA05296/180419,Surat,18-04-2019
929,SAI GANGA,ADINATH ASSOCIATES,"SHRI NYALDAS RESIDENCY, SHOP NO 3 N/R MEGHANI CIRCLE BHAVNAGAR Bhavnagar 364001",Commercial,adinathassociates111@gmail.com,9909222888,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA04956/010319,Bhavnagar,01-03-2019
930,S R SQUARE,YASH DEVELOPERS,"SHED NO 1/1, SITARAM ESTATE, VIRAT NAGAR 100FT ROAD NR ABHINAV ESTATE, ODHAV, AHMEDABAD Ahmedabad 382415",Commercial,yashdevelopers23@gmail.com,9909968054,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05130/220319,Ahmedabad,22-03-2019
931,HUBTOWN NORTH STAR,HUBTOWN BUS TERMINAL (AHMEDABAD) PRIVATE LIMITED,"A-512,JOYOS HUBTOWN,NEAR GSRTC TERMINAL 1 GEETA MANDIR Ahmedabad 380022",Commercial,rera.ahmedabad@hubtown.co.in,9870986079,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05198/020419,Ahmedabad,02-04-2019
932,RUDRAA COMPLEX,VINAY RAJNIKANT SHROFF Proprietor of RUDRA COMPLEX,"47-C, RANCHOD PARK SOCIETY, AMIT NAGAR CIRCLE, VIP ROAD,KARELIBAUG Vadodara 390018",Commercial,rudraacomplex@gmail.com,9825027505,PR/GJ/VADODARA/VADODARA/Others/CAA05215/EX1/280524/300624,Vadodara,05-04-2019
933,TANMAY PLAZA,TANMAY DEVELOPERS,"Opp. Petrol Pump, Tanmay Party Plot Besides Honda showroom, Petlad Nadiad Khambhat Road Anand 388450",Commercial,rera.tanmayplaza@gmail.com,9619071817,PR/GJ/ANAND/PETLAD/AUDA/CAA05500/010619,Anand,01-06-2019
934,SHREEJI INDUSTRIAL ESTATE,DIPAK BABARIA,"A-903, PRAMUKH HILLS ,CHHARWADA ROAD VAPI Valsad 396191",Commercial,dipakbabaria0@gmail.com,8866399201,PR/GJ/VALSAD/PARDI/Others/CAA05702/120719,Valsad,12-07-2019
935,Krishna Cross Roads,Krishna Hiteshbhai Patel Proprietor of Krishna Realty,B-22 VAIBHAV COMMERCIAL COMPLEX GRID ROAD ANAND Anand 388001,Commercial,krishnamagnum19@gmail.com,9824688888,PR/GJ/ANAND/ANAND/Others/CAA05795/250719,Anand,25-07-2019
936,VICTORIA HEIGHTS,RACHANA BUILDERS,"SHOP NO 319,3RD FLOOR,EVA SURBHI COMPLEX WAGHAWADI ROAD BHAVNAGAR Bhavnagar 364001",Commercial,victoriacorporate0@gmail.com,9327787878,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA05267/120419,Bhavnagar,12-04-2019
937,THE CITADEL,VIJAY VALLABH DEVELOPERS,"T.P.S.10 (Adajan) F P NO. 3 Besides Cable Straight Bridge,Opp.Star Bazar , Pal Hazira Road,Surat-395009 Surat 395009",Commercial,citadel@pradeepsinghi.com,9377747774,PR/GJ/SURAT/SURAT CITY/SUDA/CAA05508/EX1/271222,Surat,06-06-2019
938,5 SQUARE POINT,DWARKESH DEVELOPERS,"T P NO.46, F P 14, OPP. SANTOSHIMAA TEMPLE RANDER OLPAD MAIN ROAD Surat 395005",Commercial,rajgreenregency@gmail.com,9825152241,PR/GJ/SURAT/SURAT CITY/SUDA/CAA05344/A1C/050722,Surat,29-04-2019
939,SHIVEN PLAZA,SAKAR ENTERPRISE,"SHIVEN GARNET, OPP RAJHANS RESIDENCY DOCTOR PARK RD, TP 42, JAHANGIRABAD Surat 395005",Commercial,sakarenterprise@yahoo.com,9998669804,PR/GJ/SURAT/SURAT CITY/SUDA/CAA05619/EX2/EX3/120624/300325,Surat,28-06-2019
940,CITY CENTER,MVOMNI SHAYONA BIPL (PALANPUR) PRIVATE LIMITED,A 201 SHIVALIK YASH 132 FT RING ROAD ANUR ROAD Ahmedabad 380013,Commercial,shayonapalanpurrera@yahoo.com,9879984331,PR/GJ/BANASKANTHA/PALANPUR/Others/CAA05482/200519,Banaskantha,20-05-2019
941,SHREE BALAJI AVENUE,SAROJBEN CHANDRAKANT PRAJAPATI,"LOMANYA SOCIETY,OPP PRATAP BUNGLOWS FATEPURA WARASIY ROAD, FATEPURA Vadodara 390006",Commercial,shreebalajiavenue@gmail.com,9825723880,PR/GJ/ANAND/BORSAD/Others/CAA05202/040419,Anand,04-04-2019
942,TIMES CORPORATE PARK,SHREENATHJI BUILDCON,"TP 37, F.P. 16/17, SURVEY NO. 245/246, THALTEJ SHILAJ ROAD, Ahmedabad 380059",Commercial,shreenathjibuildcon04@gmail.com,9898288504,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05451/A1C/100220,Ahmedabad,16-05-2019
943,HIMALAYA AVENUE,NIRMAN DEVELOPERS,"19, FIRST FLOOR, AROMA ARCADE OPP. JORAVAR PALACE, PALANPUR Banaskantha 385001",Commercial,nirmandevelopers2684@gmail.com,8732912999,PR/GJ/BANASKANTHA/PALANPUR/Others/CAA06489/211219,Banaskantha,21-12-2019
944,VISION 9,VISION INFRA,PAVAN ARCADE OPP. GHUGHRI PARK Surendranagar 363001,Commercial,visioninfra009@gmail.com,9879696525,PR/GJ/SURENDRANAGAR/WADHWAN/Others/CAA04979/050319,Surendranagar,05-03-2019
945,GOVERDHAN TEXTILE MARKET-1,GORDHANBHAI V. SARVAIYA(PROPRIETOR OF GOVERDHAN DEVELOPERS),A-18 RANG DARSHAN SOCIETY NEAR DHANMORA CHAR RASTA Surat 395004,Commercial,mayankkubavat@yahoo.co.in,9879289894,PR/GJ/SURAT/SURAT CITY/SUDA/CAA04899/EX1/160424/280225,Surat,21-02-2019
946,ORNATE ONE,SR DEVELOPERS,"103, SOLITAIRE, RAM KRISHNA NAGAR MAIN ROAD, RAJKOT Rajkot 360001",Commercial,srdevelopers22@gmail.com,9601170870,PR/GJ/RAJKOT/RAJKOT/Others/CAA05098/EX1/081021,Rajkot,19-03-2019
947,SARTHAK CENTRE,BHARATKUMAR BACHUBHAI PATEL PROPRIETOR OF SARTHAK DEVELOPERS,"93/B KRISHNA, DHARTI CITY MILL ROAD, KADI Mehsana 382715",Commercial,sarthakdevelopers2019@gmail.com,9913630656,PR/GJ/MEHSANA/KADI/Others/CAA06047/170919,Mehsana,17-09-2019
948,CAPITAL BUSINESS CENTER,D.B.DEVELOPERS,"C B C, OPP. PWD CIRCUIT HOUSE, STATION ROAD Valsad 396191",Commercial,cbcvapi@gmail.com,9825329578,PR/GJ/VALSAD/VALSAD/SUDA/CAA05172/EX1/211022,Valsad,30-03-2019
949,SYNERGY SPACE,AVS VEDANTA ASSOCIATES,"Plot No. 307, Avdhut, Shreyash Society Sector 22, Gandhinagar Gandhinagar 382021",Commercial,avsvedanta@gmail.com,9725931919,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA04820/A1C/170821,Gandhinagar,08-02-2019
950,R M ARCADE,GHANSHYAM DEVELOPERS,"B-14, SHANTIDAYAL APARTMENTS, NEAR VISHRAM NAGAR NEAR H.B. KAPADIYA SCHOOL, GURUKUL, MEMNAGAR Ahmedabad 380008",Commercial,rmarcade2018@gmail.com,9879006030,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05178/EX1/250624/290624,Ahmedabad,30-03-2019
951,HEERRANJ HEIGHTS,"ASHOK RAMCHANDRA GUPTA, PROPRIETOR OF RBG INFRACON","26, ABHAY BUNGALOW NR. AKOTA WARD OFFICE-6, O P ROAD Vadodara 390007",Commercial,rbginfracon@gmail.com,9825028776,PR/GJ/VADODARA/VADODARA/Others/CAA05060/EX1/060524/300924,Vadodara,15-03-2019
952,SHREEJI SAHAJ BUSINESS HUB,KAMLESH HARGOVINDVHAI PATEL PROPRIETOR OF HARI KRISHNA ENTERPRISE,"12-A, 12-B, 13 NILKANTH VILLA, RADHAKRISHNA SOCIETY, ZADESHWAR ROAD BHARUCH Bharuch 392012",Commercial,kamalswami68@yahoo.co.in,9727794737,PR/GJ/BHARUCH/BHARUCH/Others/CAA05883/EX1/150724/300924,Bharuch,08-08-2019
953,MONEY PLANT BUSINESS HUB,MONEY PLANT BUSINESS HUB,"205, SHANTI ARCADE, OPP. JAYMANGAL BRTS BUS STOP, NARANPURA, AHMEDABAD Ahmedabad 380013",Commercial,contactmpbh@gmail.com,9998716970,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05028/120319,Ahmedabad,12-03-2019
954,ATHENA AVENUE,UMA INFRACON,"18-19,NILGRI APPARTMENT, SOLA BHAGWAT, SOLA, Ahmedabad Ahmedabad 380060",Commercial,umagroupofcompany@gmail.com,9825212920,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05281/150419,Ahmedabad,15-04-2019
955,GAJANAN INDUSTRIAL HUB 2,AKASH CORPORATION,"Opp Ramvadi Way Brigh ,B/h Matrix Plaza ,Vinzol Patiya , Jasoda To Hathijan Sp Ring Road circle Road , Vatva GIDC , Vinzol Ahmedabad 382445",Commercial,gajananindutrialhub2@gmail.com,9825284632,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05544/120619,Ahmedabad,12-06-2019
956,AARON SPECTRA,AARON DEVELOPERS,"301, ASIAN SQUARE, NEAR ARMEIDA, SINDHU BHAVAN ROAD, BODEKDEV Ahmedabad 380054",Commercial,nikunj@aaroninfra.com,9825802504,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04929/A1C/271219,Ahmedabad,26-02-2019
957,V R ONE,V R INFRASPACE LIMITED,NATIONAL TRADE CENTRE N H 8 OPP L&T KNOWLEDGE CITY Vadodara 390019,Commercial,vrimperia19@gmail.com,9825650292,PR/GJ/VADODARA/VADODARA/Others/CAA05246/A1C/EX1/140623,Vadodara,10-04-2019
958,SILK ROUTE,SHIVAM DEVELOPERS,"OPP. JAYSIYARAM FARSHAN, OM NAGAR,40FT ROAD, MAVDI,RAJKOT RAJKOT Rajkot 360004",Commercial,silkrouterera@gmail.com,8000001811,PR/GJ/RAJKOT/RAJKOT/Others/CAA05169/300319,Rajkot,30-03-2019
959,OMKAR ESTATE,Omkar Developers,"203, MAHADEV COMMERCIAL COMPLEX c.t.m, RAMOL ROAD Ahmedabad 382449",Commercial,omkarestaterera@gmail.com,9825077242,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA07211/210620,Ahmedabad,21-06-2020
960,CENTRAL BY SANGATH IPL,SANGATH INFRASTRUCTURES PRIVATE LIMITED,"7, Madhupuri Appartment, Kabir Chowk, Jainnagar, Sabarmati, Ahmedabad 380005",Commercial,sangathsmartlifei@gmail.com,9825329036,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05399/EX1/A1C/311221,Ahmedabad,08-05-2019
961,Suvan Business Park,SHAYONA LAND CORPORATION,101 OM SHAYONA ARCADE NEAR SILVER OAK UNIVERSITY GOTA Ahmedabad 382481,Commercial,rajnikant@shayona.co.in,9825096722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA11044/171222,Ahmedabad,17-12-2022
962,KRISHNA BUSINESS HUB,KESHAV DEVELOPERS,"3/25A, GAYATRIBHUVAN, BALIAVAS, AMRAIWADI, HATKESHWAR, AHMEDABAD Ahmedabad 380026",Commercial,krishnabusinesshubvinzol@gmail.com,9909992029,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05252/110419,Ahmedabad,11-04-2019
963,MAJESTIC,D & C MAJESTIC PLAZA LLP,"505, 5th Floor, Kairos, Near Manav Mandir Drive-in road, Memnagar, Ahmedabad Ahmedabad 380052",Commercial,majestic17418@gmail.com,9898770005,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05182/010419,Ahmedabad,01-04-2019
964,Central Square,Hir Corporation,47/ SHREENATH BUNGLOWS CHANDKHEDA Ahmedabad 382424,Commercial,hircorporation88@gmail.com,9925222855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05197/020419,Ahmedabad,02-04-2019
965,KABIR ESTATE,SHREE SHYAM BUILDCON,"KABIR ESTATE, BLOCK NO 223, TP NO. 243, FP NO 56, B/H. FORTUNE NORTH ESTATE, NR. NANA CHILODA, VILLAGE MUTHIYA, Ahmedabad 382330",Commercial,dharam0816@gmail.com,7990449788,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05227/050419,Ahmedabad,05-04-2019
966,SHIVANJANI HUB,ATMIYA CORPORATION,"SHIVANJANI RESIDENCY OPP GURUKRUPA SCHOOL,RS NO-114,FP NO-19,TP NO-30 RANDER,MORABHAGAL,SURAT Surat 395005",Commercial,shivanjaniresidency@gmail.com,9825342519,PR/GJ/SURAT/SURAT CITY/SUDA/CAA05345/290419,Surat,29-04-2019
967,AKSHAT ESTATE,SHIV DEVELOPERS,"F P NO.25, TPS. 243, RANASAN-MUTHIYA-NANA CHILODA, SURVEY NO.29/B/2, OPP GETCO SUBSTATION,, NR NANACHILODA RINGROAD CIRCLE, RANASAN, Gandhinagar 382330",Commercial,shivdevelopers.akshatestate@gmail.com,9099027290,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/CAA05683/100719,Gandhinagar,10-07-2019
968,THE PLATINA,Bhumi Buildcon,"402, BUSINESS BAY COMPLEX, ABOVE SBI IN TOUCH, KALAWAD ROAD, RAJKOT, Rajkot 360007",Commercial,bhumibuildcon2022@gmail.com,9824043826,PR/GJ/RAJKOT/RAJKOT/Others/CAA05055/150319,Rajkot,15-03-2019
969,VANDEMATARAM CITY CENTER,VYAPNILA TERMINALS (MODASA) PRIVATE LIMITED,"301, THIRD FLOOR, VANDEMATARAM, ARCADE GOTA Ahmedabad 382481",Commercial,vandematramcitycenter@gmail.com,9825020095,PR/GJ/ARAVALLI/MODASA/Others/CAA05918/A1C/EX1/270924/290925,Aravalli,20-08-2019
970,KUBER KASTBHANJAN,TAPAN PRADIP DATTA,"KUBER, PATEL COLONY, B/H MACHHALIGHAR NEAR COPATI, PORBANDAR Porbandar 360575",Commercial,kuberkashtbhanjan.rera@gmail.com,9979293333,PR/GJ/RAJKOT/RAJKOT/Others/CAA05764/EX1/201121,Rajkot,20-07-2019
971,KHAKHI I,KHAKHI INFRASTRUCTURE,AASHUTOSH BUNGLOWS NO 16 EVEREST PARK STREET NO 4 KALAWAD ROAD Rajkot 360005,Commercial,aagravatajay9@gmail.com,9913745834,PR/GJ/RAJKOT/RAJKOT/Others/CAA05457/A1C/280422,Rajkot,17-05-2019
972,RAMESHWAR ICONIC,B V CORPORATION,"MELDIMATANI SHERI, OPP MASJID, NR SHARDA TOKIZ, Patan 384265",Commercial,bvcorporation25@gmail.com,9904627603,PR/GJ/PATAN/PATAN/Others/CAA07469/170920,Patan,17-09-2020
973,Alpha One,ADK CORPORATION,"2/20 CORNER, BHAKTINAGAR STATION PLOT MAIN ROAD NR. DATTATREY HOSPITAL Rajkot 360002",Commercial,alphaonerajkot19@gmail.com,9081499099,PR/GJ/RAJKOT/RAJKOT/Others/CAA05163/290319,Rajkot,29-03-2019
974,OMKAR PLAZA,KAILASSA ENTERPRISE,"Shop No. - 18, Nilkanth Residency Palanpor Jakatnaka, Rander Road, Surat. Surat 395005",Commercial,pushkarbhungani@gmail.com,9925199902,PR/GJ/SURAT/CHORASI/SUDA/CAA05304/EX1/A1C/260821,Surat,22-04-2019
975,MILLIONAIRE,MILLIONAIRES AVENUE Partnership Firm,"GURUDARSHAN APARTMENT, B/S. ACRON PLAZA, GHOD DOD ROAD, SURAT, GUJARAT Surat 395007",Commercial,millionaire@pradeepsinghi.com,9377747774,PR/GJ/SURAT/SURAT CITY/SUDA/CAA06359/201119,Surat,20-11-2019
976,NILKANTH ENTERPRISE,NILKANTH ENTERPRISE,RAJ MAHEL ROAD AMOLDIN ROAD CHAR RASTA DHARAMPUR Valsad 396050,Commercial,nilkanthenterprisedh@gmail.com,9601278798,PR/GJ/VALSAD/DHARAMPUR/Others/CAA05935/230819,Valsad,23-08-2019
977,TRINITY PLAZA,TRINITY PLAZA,LG 1 AND 2 SHEFALI CENTRE PALDI CROSS ROADS AHMEDABAD Ahmedabad 380007,Commercial,dhruti@gkcco.com,9824095244,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05306/EX2/030521,Ahmedabad,22-04-2019
978,PRAMUKH SQUARE,SHIVAM INFRASTRUCTURE,SURVEY NO.157A MOUJE SARGASAN Gandhinagar 382421,Commercial,shivaminfrastructuregst@gmail.com,9879811729,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA05274/A2C/140722,Gandhinagar,12-04-2019
979,SAI-VITTORIO,SAI DEVELOPERS,"SURVEY NO.166 , BLOCK NO.218, T.P.S NO.37 (ALTHAN SOUTH), F.P. NO 55 ATLANTA SHOPPING MALL, ALTHAN CANAL ROAD, ALTHAN, SURAT Surat 395017",Commercial,sai.rudra@yahoo.com,9374725610,PR/GJ/SURAT/CHORASI/SUDA/CAA05843/050819,Surat,05-08-2019
980,GRAND EMPORIO,DEVKUNJ DEVELOPER,"84,Mukhivas Motera, Sabarmati Ahmedabad Ahmedabad 380005",Commercial,grandemporioahmedabad@gmail.com,9925152657,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05257/A1C/150622,Ahmedabad,11-04-2019
981,SUVAS SCALA,SHIVAM BUILDCON,"SUVAS SCALA, OPP. NIKOL POLICE STATION, NR. GANGOTRI CIRCLE, NIKOL, Ahmedabad 382350",Commercial,suvasscala2019@gmail.com,7600999990,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA06021/110919,Ahmedabad,11-09-2019
982,PRAHLADNAGAR TRADE CENTRE,RASHMI INFRACON,"722-723 SHILP EPITOME, RAJPATH RANGOLI ROAD Ahmedabad 380054",Commercial,rashmirks02@gmail.com,9909977185,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04939/280219,Ahmedabad,28-02-2019
983,SHAKTI ETC(EXTOL TRADE CENTER),KAUSHALYA REAL ESTATE DEVELOPERS,"SHAKTI ETC(EXTOL TRADE CENTER) FP NO-89,VANDE MATRAM ROAD ,GOTA CHANDLODIA,AHMEDABAD382481 Ahmedabad 382481",Commercial,kaushalyared@gmail.com,9724101414,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05400/A1C/090721,Ahmedabad,08-05-2019
984,S ONE,SHAYONA LAND CORPORATION,101 OM SHAYONA ARCADE NEAR SILVER OAK UNIVERSITY GOTA Ahmedabad 382481,Commercial,rajnikant@shayona.co.in,9825096722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05322/250419,Ahmedabad,25-04-2019
985,Infinity Industrial Park,PRINCE INFRAVENTURES LLP,"21, 2ND FLOOR, KALPTARU POINT, KAMANI ROAD SION, EAST, MUMBAI Mumbai City 400022",Commercial,princeinfrallp@gmail.com,9727925000,PR/GJ/VALSAD/PARDI/Others/CAA05229/A1C/120722,Valsad,09-04-2019
986,URBAN II,AARAV CORPORATION,"SPRINGS RETREAT-IV, FP. NO. 46, VASANT VIHAR, VASANA BHAYLI ROAD, VADODARA-391410 Vadodara 391410",Commercial,rjp@praptigroup.com,7878777755,PR/GJ/VADODARA/VADODARA/Others/CAA05113/200319,Vadodara,20-03-2019
987,Harikrupa Industrial Park,HARIKRUPA INFRA,"195/B/4, Harikrupa , Opposite. Hanuman Ji Mandir Opposite. Naroda Nagrik Co-operative Bank Ahmedabad 382330",Commercial,harikrupainfrarera01@gmail.com,9687080888,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA07836/281220,Ahmedabad,28-12-2020
988,The Spire 2,Neelratna Enterprise LLP,"Trinity Towers, Plot No. 1 Near Salus Hospital, Raiya Road Rajkot 360005",Commercial,thespire.rera@gmail.com,9825765979,PR/GJ/RAJKOT/RAJKOT/Others/CAA05194/020419,Rajkot,02-04-2019
