XID,Configuration,List Item,Price,Area
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1390 SQ.FT,₹ 78.87 L,Builtup Area: 1390 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1398 SQ.FT,₹ 79.32 L,Builtup Area: 1398 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1400 SQ.FT,₹ 79.44 L,Builtup Area: 1400 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1407 SQ.FT,₹ 79.83 L,Builtup Area: 1407 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1409 SQ.FT,₹ 79.95 L,Builtup Area: 1409 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1410 SQ.FT,₹ 80.0 L,Builtup Area: 1410 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1413 SQ.FT,₹ 80.17 L,Builtup Area: 1413 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1415 SQ.FT,₹ 80.29 L,Builtup Area: 1415 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1423 SQ.FT,₹ 80.74 L,Builtup Area: 1423 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1441 SQ.FT,₹ 81.76 L,Builtup Area: 1441 sq.ft
R11094,"3 BHK Apartment
73.93 L - 82.27 L",1450 SQ.FT,₹ 82.27 L,Builtup Area: 1450 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",2800 SQ.FT,₹ 2.25 Cr,Builtup Area: 2800 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",3164 SQ.FT,₹ 2.55 Cr,Builtup Area: 3164 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",3522 SQ.FT,₹ 2.84 Cr,Builtup Area: 3522 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",3880 SQ.FT,₹ 3.12 Cr,Builtup Area: 3880 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",4382 SQ.FT,₹ 3.53 Cr,Builtup Area: 4382 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",4867 SQ.FT,₹ 3.92 Cr,Builtup Area: 4867 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",5289 SQ.FT,₹ 4.26 Cr,Builtup Area: 5289 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",6329 SQ.FT,₹ 5.09 Cr,Builtup Area: 6329 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",6713 SQ.FT,₹ 5.4 Cr,Builtup Area: 6713 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",7161 SQ.FT,₹ 5.76 Cr,Builtup Area: 7161 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",8326 SQ.FT,₹ 6.7 Cr,Builtup Area: 8326 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",9267 SQ.FT,₹ 7.46 Cr,Builtup Area: 9267 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",9719 SQ.FT,₹ 7.82 Cr,Builtup Area: 9719 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",14898 SQ.FT,₹ 11.99 Cr,Builtup Area: 14898 sq.ft
R321863,"Plot
2.25 Cr - 12.88 Cr",16000 SQ.FT,₹ 12.88 Cr,Builtup Area: 16000 sq.ft
R248077,"1 BHK Apartment
95 L",525 SQ.FT,₹ 95.0 L,Builtup Area: 525 sq.ft
R32026,"Plot
69.98 L - 7 Cr",200 SQ.YD,₹ 69.98 L,Plot Area: 200 sq.yd
R32026,"Plot
69.98 L - 7 Cr",2000 SQ.YD,₹ 7.0 Cr,Plot Area: 2000 sq.yd
R6502,"2 BHK Apartment
1.5 Cr",1283 SQ.FT,"₹ 1.5 Cr
i",Super Builtup Area: 1283 sq.ft
R6502,"3 BHK Apartment
1.9 Cr - 2.35 Cr",1758 SQ.FT,"₹ 1.9 Cr
i",Super Builtup Area: 1758 sq.ft
R6502,"3 BHK Apartment
1.9 Cr - 2.35 Cr",2003 SQ.FT,"₹ 2.35 Cr
i",Super Builtup Area: 2003 sq.ft
R6502,"3.5 BHK Apartment
2.7 Cr",2338 SQ.FT,"₹ 2.7 Cr
i",Super Builtup Area: 2338 sq.ft
R6502,"4 BHK Apartment
3.1 Cr - 3.35 Cr",2631 SQ.FT,"₹ 3.1 Cr
i",Super Builtup Area: 2631 sq.ft
R6502,"4 BHK Apartment
3.1 Cr - 3.35 Cr",2779 SQ.FT,"₹ 3.35 Cr
i",Super Builtup Area: 2779 sq.ft
R6502,"4.5 BHK Penthouse
5.3 Cr",4184 SQ.FT,"₹ 5.3 Cr
i",Super Builtup Area: 4184 sq.ft
R72527,1 BHK Apartment,351 SQ.FT,Price on Request,Carpet Area: 351 sq.ft
R72527,2 BHK Apartment,482 SQ.FT,Price on Request,Carpet Area: 482 sq.ft
R72527,2 BHK Apartment,592 SQ.FT,Price on Request,Carpet Area: 592 sq.ft
R72527,2 BHK Apartment,712 SQ.FT,Price on Request,Carpet Area: 712 sq.ft
R72527,3 BHK Apartment,696 SQ.FT,Price on Request,Carpet Area: 696 sq.ft
R93067,1 BHK Apartment,590 SQ.FT,Price on Request,Saleable Area: 590 sq.ft
R93067,1 BHK Apartment,596 SQ.FT,₹ 35.82 L,Saleable Area: 596 sq.ft
R93067,1 BHK Apartment,618 SQ.FT,₹ 37.14 L,Saleable Area: 618 sq.ft
R93067,1 BHK Apartment,620 SQ.FT,₹ 37.26 L,Saleable Area: 620 sq.ft
R93067,1 BHK Apartment,627 SQ.FT,₹ 37.68 L,Saleable Area: 627 sq.ft
R93067,1 BHK Apartment,701 SQ.FT,₹ 42.13 L,Saleable Area: 701 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",990 SQ.FT,₹ 59.5 L,Saleable Area: 990 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",995 SQ.FT,₹ 59.8 L,Saleable Area: 995 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1001 SQ.FT,₹ 60.16 L,Saleable Area: 1001 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1199 SQ.FT,₹ 72.06 L,Saleable Area: 1199 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1200 SQ.FT,₹ 72.12 L,Saleable Area: 1200 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1201 SQ.FT,₹ 72.18 L,Saleable Area: 1201 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1205 SQ.FT,₹ 72.42 L,Saleable Area: 1205 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1213 SQ.FT,₹ 72.9 L,Saleable Area: 1213 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1233 SQ.FT,₹ 74.1 L,Saleable Area: 1233 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1245 SQ.FT,₹ 74.82 L,Saleable Area: 1245 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1273 SQ.FT,₹ 76.51 L,Saleable Area: 1273 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1342 SQ.FT,₹ 80.65 L,Saleable Area: 1342 sq.ft
R93067,"2 BHK Apartment
59.5 L - 81.38 L",1354 SQ.FT,₹ 81.38 L,Saleable Area: 1354 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1187 SQ.FT,₹ 71.34 L,Saleable Area: 1187 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1198 SQ.FT,₹ 72.0 L,Saleable Area: 1198 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1207 SQ.FT,₹ 72.54 L,Saleable Area: 1207 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1212 SQ.FT,₹ 72.84 L,Saleable Area: 1212 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1218 SQ.FT,₹ 73.2 L,Saleable Area: 1218 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1222 SQ.FT,₹ 73.44 L,Saleable Area: 1222 sq.ft
R93067,"2.5 BHK Apartment
71.34 L - 86.12 L",1433 SQ.FT,₹ 86.12 L,Saleable Area: 1433 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1385 SQ.FT,₹ 83.24 L,Saleable Area: 1385 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1419 SQ.FT,₹ 85.28 L,Saleable Area: 1419 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1422 SQ.FT,₹ 85.46 L,Saleable Area: 1422 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1424 SQ.FT,₹ 85.58 L,Saleable Area: 1424 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1427 SQ.FT,₹ 85.76 L,Saleable Area: 1427 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1433 SQ.FT,₹ 86.12 L,Saleable Area: 1433 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1437 SQ.FT,₹ 86.36 L,Saleable Area: 1437 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1463 SQ.FT,₹ 87.93 L,Saleable Area: 1463 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1472 SQ.FT,₹ 88.47 L,Saleable Area: 1472 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1473 SQ.FT,₹ 88.53 L,Saleable Area: 1473 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1476 SQ.FT,₹ 88.71 L,Saleable Area: 1476 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1479 SQ.FT,₹ 88.89 L,Saleable Area: 1479 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1480 SQ.FT,₹ 88.95 L,Saleable Area: 1480 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1481 SQ.FT,₹ 89.01 L,Saleable Area: 1481 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1485 SQ.FT,₹ 89.25 L,Saleable Area: 1485 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1490 SQ.FT,₹ 89.55 L,Saleable Area: 1490 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1550 SQ.FT,₹ 93.16 L,Saleable Area: 1550 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1553 SQ.FT,₹ 93.34 L,Saleable Area: 1553 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1560 SQ.FT,₹ 93.76 L,Saleable Area: 1560 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1581 SQ.FT,₹ 95.02 L,Saleable Area: 1581 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1608 SQ.FT,₹ 96.64 L,Saleable Area: 1608 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1624 SQ.FT,₹ 97.6 L,Saleable Area: 1624 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1716 SQ.FT,₹ 1.03 Cr,Saleable Area: 1716 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1745 SQ.FT,₹ 1.05 Cr,Saleable Area: 1745 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1861 SQ.FT,₹ 1.12 Cr,Saleable Area: 1861 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1944 SQ.FT,₹ 1.17 Cr,Saleable Area: 1944 sq.ft
R93067,"3 BHK Apartment
83.24 L - 1.18 Cr",1962 SQ.FT,₹ 1.18 Cr,Saleable Area: 1962 sq.ft
R93067,"3.5 BHK Apartment
1.06 Cr",1768 SQ.FT,₹ 1.06 Cr,Saleable Area: 1768 sq.ft
R422315,"1 BHK Apartment
23.94 L",630 SQ.FT,₹ 23.94 L,Builtup Area: 630 sq.ft
R422315,"2 BHK Apartment
33.86 L - 41.38 L",891 SQ.FT,₹ 33.86 L,Builtup Area: 891 sq.ft
R422315,"2 BHK Apartment
33.86 L - 41.38 L",918 SQ.FT,₹ 34.88 L,Builtup Area: 918 sq.ft
R422315,"2 BHK Apartment
33.86 L - 41.38 L",1089 SQ.FT,₹ 41.38 L,Builtup Area: 1089 sq.ft
R422315,"3 BHK Apartment
53.01 L - 55.4 L",1395 SQ.FT,₹ 53.01 L,Builtup Area: 1395 sq.ft
R422315,"3 BHK Apartment
53.01 L - 55.4 L",1458 SQ.FT,₹ 55.4 L,Builtup Area: 1458 sq.ft
R312391,1 BHK Apartment,380 SQ.FT,₹ 26.28 L,Carpet Area: 380 sq.ft
R312391,1 BHK Apartment,381 SQ.FT,₹ 26.31 L,Carpet Area: 381 sq.ft
R312391,1 BHK Apartment,381 SQ.FT,Price on Request,Carpet Area: 381 sq.ft
R312391,1 BHK Apartment,407 SQ.FT,₹ 28.15 L,Carpet Area: 407 sq.ft
R312391,1 BHK Apartment,407 SQ.FT,₹ 28.14 L,Carpet Area: 407 sq.ft
R312391,1 BHK Apartment,412 SQ.FT,₹ 28.49 L,Carpet Area: 412 sq.ft
R312391,1 BHK Apartment,412 SQ.FT,₹ 28.49 L,Carpet Area: 412 sq.ft
R312391,1 BHK Apartment,439 SQ.FT,₹ 30.36 L,Carpet Area: 439 sq.ft
R312391,1 BHK Apartment,457 SQ.FT,₹ 31.6 L,Carpet Area: 457 sq.ft
R312391,1 BHK Apartment,461 SQ.FT,₹ 31.86 L,Carpet Area: 461 sq.ft
R312391,1 BHK Apartment,505 SQ.FT,₹ 34.95 L,Carpet Area: 505 sq.ft
R312391,1 BHK Apartment,525 SQ.FT,₹ 36.3 L,Carpet Area: 525 sq.ft
R312391,1 BHK Apartment,538 SQ.FT,₹ 37.2 L,Carpet Area: 538 sq.ft
R312391,"1.5 BHK Apartment
30.5 L - 45.57 L",441 SQ.FT,₹ 30.5 L,Carpet Area: 441 sq.ft
R312391,"1.5 BHK Apartment
30.5 L - 45.57 L",455 SQ.FT,₹ 31.46 L,Carpet Area: 455 sq.ft
R312391,"1.5 BHK Apartment
30.5 L - 45.57 L",502 SQ.FT,₹ 34.71 L,Carpet Area: 502 sq.ft
R312391,"1.5 BHK Apartment
30.5 L - 45.57 L",582 SQ.FT,₹ 40.25 L,Carpet Area: 582 sq.ft
R312391,"1.5 BHK Apartment
30.5 L - 45.57 L",584 SQ.FT,₹ 40.38 L,Carpet Area: 584 sq.ft
R312391,"1.5 BHK Apartment
30.5 L - 45.57 L",659 SQ.FT,₹ 45.57 L,Carpet Area: 659 sq.ft
R312391,2 BHK Apartment,441 SQ.FT,₹ 30.5 L,Carpet Area: 441 sq.ft
R312391,2 BHK Apartment,455 SQ.FT,₹ 31.48 L,Carpet Area: 455 sq.ft
R312391,2 BHK Apartment,502 SQ.FT,₹ 34.7 L,Carpet Area: 502 sq.ft
R312391,2 BHK Apartment,511 SQ.FT,₹ 35.36 L,Carpet Area: 511 sq.ft
R312391,2 BHK Apartment,515 SQ.FT,₹ 35.63 L,Carpet Area: 515 sq.ft
R312391,2 BHK Apartment,551 SQ.FT,₹ 38.1 L,Carpet Area: 551 sq.ft
R312391,2 BHK Apartment,551 SQ.FT,₹ 38.12 L,Carpet Area: 551 sq.ft
R312391,2 BHK Apartment,563 SQ.FT,₹ 38.94 L,Carpet Area: 563 sq.ft
R312391,2 BHK Apartment,563 SQ.FT,₹ 38.93 L,Carpet Area: 563 sq.ft
R312391,2 BHK Apartment,582 SQ.FT,₹ 40.25 L,Carpet Area: 582 sq.ft
R312391,2 BHK Apartment,583 SQ.FT,Price on Request,Carpet Area: 583 sq.ft
R312391,2 BHK Apartment,588 SQ.FT,₹ 40.63 L,Carpet Area: 588 sq.ft
R312391,2 BHK Apartment,614 SQ.FT,₹ 42.46 L,Carpet Area: 614 sq.ft
R312391,2 BHK Apartment,614 SQ.FT,₹ 42.43 L,Carpet Area: 614 sq.ft
R312391,2 BHK Apartment,616 SQ.FT,₹ 42.6 L,Carpet Area: 616 sq.ft
R312391,2 BHK Apartment,616 SQ.FT,₹ 42.62 L,Carpet Area: 616 sq.ft
R312391,2 BHK Apartment,630 SQ.FT,₹ 43.56 L,Carpet Area: 630 sq.ft
R312391,2 BHK Apartment,630 SQ.FT,₹ 43.55 L,Carpet Area: 630 sq.ft
R312391,2 BHK Apartment,653 SQ.FT,₹ 45.12 L,Carpet Area: 653 sq.ft
R312391,2 BHK Apartment,670 SQ.FT,₹ 46.35 L,Carpet Area: 670 sq.ft
R312391,2 BHK Apartment,672 SQ.FT,₹ 46.5 L,Carpet Area: 672 sq.ft
R312391,2 BHK Apartment,680 SQ.FT,₹ 47.03 L,Carpet Area: 680 sq.ft
R312391,2 BHK Apartment,688 SQ.FT,₹ 47.6 L,Carpet Area: 688 sq.ft
R312391,2 BHK Apartment,742 SQ.FT,Price on Request,Carpet Area: 742 sq.ft
R312391,2 BHK Apartment,753 SQ.FT,₹ 52.07 L,Carpet Area: 753 sq.ft
R312391,2 BHK Apartment,764 SQ.FT,Price on Request,Carpet Area: 764 sq.ft
R312391,2 BHK Apartment,765 SQ.FT,₹ 52.9 L,Carpet Area: 765 sq.ft
R312391,2 BHK Apartment,772 SQ.FT,₹ 53.38 L,Carpet Area: 772 sq.ft
R312391,2 BHK Apartment,773 SQ.FT,₹ 53.45 L,Carpet Area: 773 sq.ft
R312391,2 BHK Apartment,774 SQ.FT,Price on Request,Carpet Area: 774 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",733 SQ.FT,₹ 50.69 L,Carpet Area: 733 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",733 SQ.FT,₹ 50.7 L,Carpet Area: 733 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",759 SQ.FT,₹ 52.45 L,Carpet Area: 759 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",759 SQ.FT,₹ 52.48 L,Carpet Area: 759 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",804 SQ.FT,₹ 55.62 L,Carpet Area: 804 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",837 SQ.FT,₹ 57.89 L,Carpet Area: 837 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",870 SQ.FT,₹ 60.16 L,Carpet Area: 870 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",971 SQ.FT,₹ 67.14 L,Carpet Area: 971 sq.ft
R312391,"3 BHK Apartment
50.69 L - 69.22 L",1001 SQ.FT,₹ 69.22 L,Carpet Area: 1001 sq.ft
R17384,2 BHK Apartment,960 SQ.FT,₹ 2.22 Cr,Builtup Area: 960 sq.ft
R17384,2 BHK Apartment,975 SQ.FT,Price on Request,Builtup Area: 975 sq.ft
R17384,"3 BHK Apartment
3.07 Cr",1325 SQ.FT,₹ 3.07 Cr,Builtup Area: 1325 sq.ft
R23030,"1 BHK Apartment
92.61 L - 93.01 L",697 SQ.FT,₹ 92.61 L,Builtup Area: 697 sq.ft
R23030,"1 BHK Apartment
92.61 L - 93.01 L",700 SQ.FT,₹ 93.01 L,Builtup Area: 700 sq.ft
R23030,"2 BHK Apartment
1.29 Cr - 1.31 Cr",973 SQ.FT,₹ 1.29 Cr,Builtup Area: 973 sq.ft
R23030,"2 BHK Apartment
1.29 Cr - 1.31 Cr",980 SQ.FT,₹ 1.3 Cr,Builtup Area: 980 sq.ft
R23030,"2 BHK Apartment
1.29 Cr - 1.31 Cr",988 SQ.FT,₹ 1.31 Cr,Builtup Area: 988 sq.ft
R20554,3 BHK Apartment,1450 SQ.FT,₹ 5.74 Cr,Builtup Area: 1450 sq.ft
R20554,3 BHK Apartment,1700 SQ.FT,₹ 6.73 Cr,Builtup Area: 1700 sq.ft
R20554,3 BHK Apartment,1710 SQ.FT,Price on Request,Builtup Area: 1710 sq.ft
R9546,"4 BHK Apartment
22.4 Cr - 25.6 Cr",5600 SQ.FT,₹ 22.4 Cr,Builtup Area: 5600 sq.ft
R9546,"4 BHK Apartment
22.4 Cr - 25.6 Cr",5800 SQ.FT,₹ 23.2 Cr,Builtup Area: 5800 sq.ft
R9546,"4 BHK Apartment
22.4 Cr - 25.6 Cr",6000 SQ.FT,₹ 24.0 Cr,Builtup Area: 6000 sq.ft
R9546,"4 BHK Apartment
22.4 Cr - 25.6 Cr",6400 SQ.FT,₹ 25.6 Cr,Builtup Area: 6400 sq.ft
R9546,"6 BHK Apartment
67.5 Cr - 73.8 Cr",11250 SQ.FT,₹ 67.5 Cr,Builtup Area: 11250 sq.ft
R9546,"6 BHK Apartment
67.5 Cr - 73.8 Cr",11825 SQ.FT,₹ 70.95 Cr,Builtup Area: 11825 sq.ft
R9546,"6 BHK Apartment
67.5 Cr - 73.8 Cr",12300 SQ.FT,₹ 73.8 Cr,Builtup Area: 12300 sq.ft
R107053,"1 BHK Apartment
63.61 L - 79.34 L",384 SQ.FT,₹ 63.61 L,Carpet Area: 384 sq.ft
R107053,"1 BHK Apartment
63.61 L - 79.34 L",394 SQ.FT,₹ 65.26 L,Carpet Area: 394 sq.ft
R107053,"1 BHK Apartment
63.61 L - 79.34 L",408 SQ.FT,₹ 67.58 L,Carpet Area: 408 sq.ft
R107053,"1 BHK Apartment
63.61 L - 79.34 L",444 SQ.FT,₹ 73.54 L,Carpet Area: 444 sq.ft
R107053,"1 BHK Apartment
63.61 L - 79.34 L",450 SQ.FT,₹ 74.54 L,Carpet Area: 450 sq.ft
R107053,"1 BHK Apartment
63.61 L - 79.34 L",479 SQ.FT,₹ 79.34 L,Carpet Area: 479 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",497 SQ.FT,₹ 82.32 L,Carpet Area: 497 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",540 SQ.FT,₹ 89.45 L,Carpet Area: 540 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",571 SQ.FT,₹ 94.58 L,Carpet Area: 571 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",601 SQ.FT,₹ 99.55 L,Carpet Area: 601 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",619 SQ.FT,₹ 1.03 Cr,Carpet Area: 619 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",644 SQ.FT,₹ 1.07 Cr,Carpet Area: 644 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",653 SQ.FT,₹ 1.08 Cr,Carpet Area: 653 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",687 SQ.FT,₹ 1.14 Cr,Carpet Area: 687 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",700 SQ.FT,₹ 1.16 Cr,Carpet Area: 700 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",740 SQ.FT,₹ 1.23 Cr,Carpet Area: 740 sq.ft
R107053,"2 BHK Apartment
82.32 L - 1.28 Cr",771 SQ.FT,₹ 1.28 Cr,Carpet Area: 771 sq.ft
R107053,"2.5 BHK Apartment
1.15 Cr - 1.34 Cr",693 SQ.FT,₹ 1.15 Cr,Carpet Area: 693 sq.ft
R107053,"2.5 BHK Apartment
1.15 Cr - 1.34 Cr",811 SQ.FT,₹ 1.34 Cr,Carpet Area: 811 sq.ft
R107053,"3 BHK Apartment
1.22 Cr - 1.46 Cr",736 SQ.FT,₹ 1.22 Cr,Carpet Area: 736 sq.ft
R107053,"3 BHK Apartment
1.22 Cr - 1.46 Cr",808 SQ.FT,₹ 1.34 Cr,Carpet Area: 808 sq.ft
R107053,"3 BHK Apartment
1.22 Cr - 1.46 Cr",879 SQ.FT,₹ 1.46 Cr,Carpet Area: 879 sq.ft
R861,"2 BHK Apartment
1.91 Cr - 2.06 Cr",1155 SQ.FT,₹ 1.91 Cr,Super Builtup Area: 1155 sq.ft
R861,"2 BHK Apartment
1.91 Cr - 2.06 Cr",1245 SQ.FT,₹ 2.06 Cr,Super Builtup Area: 1245 sq.ft
R861,"2.5 BHK Apartment
2.06 Cr",1250 SQ.FT,₹ 2.06 Cr,Super Builtup Area: 1250 sq.ft
R861,"3 BHK Apartment
2.07 Cr - 2.09 Cr",1255 SQ.FT,₹ 2.07 Cr,Super Builtup Area: 1255 sq.ft
R861,"3 BHK Apartment
2.07 Cr - 2.09 Cr",1265 SQ.FT,₹ 2.09 Cr,Super Builtup Area: 1265 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1511 SQ.FT,"₹ 99.0 L
i",Super Builtup Area: 1511 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1621 SQ.FT,"₹ 1.04 Cr
i",Super Builtup Area: 1621 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1671 SQ.FT,"₹ 1.04 Cr
i",Super Builtup Area: 1671 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1684 SQ.FT,"₹ 1.05 Cr
i",Super Builtup Area: 1684 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1664 SQ.FT,"₹ 1.05 Cr
i",Super Builtup Area: 1664 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1695 SQ.FT,"₹ 1.07 Cr
i",Super Builtup Area: 1695 sq.ft
R412879,"3 BHK Villa
99 L - 1.25 Cr",1735 SQ.FT,"₹ 1.25 Cr
i",Super Builtup Area: 1735 sq.ft
R273263,"1 BHK Apartment
79.63 L - 86.95 L",435 SQ.FT,₹ 79.63 L,Carpet Area: 435 sq.ft
R273263,"1 BHK Apartment
79.63 L - 86.95 L",470 SQ.FT,₹ 86.03 L,Carpet Area: 470 sq.ft
R273263,"1 BHK Apartment
79.63 L - 86.95 L",475 SQ.FT,₹ 86.95 L,Carpet Area: 475 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",766 SQ.FT,₹ 1.4 Cr,Carpet Area: 766 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",768 SQ.FT,₹ 1.41 Cr,Carpet Area: 768 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",807 SQ.FT,₹ 1.48 Cr,Carpet Area: 807 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",809 SQ.FT,₹ 1.48 Cr,Carpet Area: 809 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",843 SQ.FT,₹ 1.54 Cr,Carpet Area: 843 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",888 SQ.FT,₹ 1.63 Cr,Carpet Area: 888 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",1007 SQ.FT,₹ 1.84 Cr,Carpet Area: 1007 sq.ft
R273263,"2 BHK Apartment
1.4 Cr - 1.88 Cr",1027 SQ.FT,₹ 1.88 Cr,Carpet Area: 1027 sq.ft
R273263,"2.5 BHK Apartment
1.76 Cr - 1.8 Cr",962 SQ.FT,₹ 1.76 Cr,Carpet Area: 962 sq.ft
R273263,"2.5 BHK Apartment
1.76 Cr - 1.8 Cr",982 SQ.FT,₹ 1.8 Cr,Carpet Area: 982 sq.ft
R273263,"3 BHK Apartment
1.95 Cr - 2.07 Cr",1065 SQ.FT,₹ 1.95 Cr,Carpet Area: 1065 sq.ft
R273263,"3 BHK Apartment
1.95 Cr - 2.07 Cr",1086 SQ.FT,₹ 1.99 Cr,Carpet Area: 1086 sq.ft
