XID,Project Name,City,Housiing.com Link
R425355,Sophia Amelia,Kochi,https://housing.com/in/buy/projects/page/334027-sophia-amelia-by-sophia-builders-in-eloor
R417559,Adani Embrace,Ahmedabad North,https://housing.com/buy-adani-embrace-by-adani-realty-in-shantigram-ahmedabad-pid-309908
R366979,Shantanu Green,Vadodara,https://housing.com/buy-shreeji-shantanu-green-by-shreeji-developers-in-chhani-vadodara-pid-312282
R431691,Krushna Pride 4,Nashik,https://housing.com/buy-krushna-pride-4-by-krushna-pride-in-pathardi-phata-nashik-pid-330190
R435547,Bright Temple bells,Bangalore East,https://housing.com/in/buy/projects/page/335198-bright-temple-bells-by-bright-projects-in-chikka-tirupathi
R434721,Walls N Windows Twinz,Hyderabad,https://housing.com/in/buy/projects/page/335312-walls-n-twuinz-villas-by-walls-n-windows-infra-in-patancheru
R355806,Jayabharath Yoga Mudhra,Coimbatore,Not Found
R323217,Steel Strips Towers,Chandigarh,https://housing.com/in/buy/resale/page/13166576-3-bhk-apartment-in-saraswati-vihar-for-rs-8500000
R427054,Anjaneya Crest by Yash Infraventures,Nagpur,https://housing.com/buy-anjaneya-crest-by-yash-infraventures-in-samarth-nagar-east-nagpur-maharashtra-pid-317416
R432538,Laxmi Serenity,Ahmedabad South,https://housing.com/in/buy/projects/page/316727-lakshmi-serenity-by-lakshmi-infratech-india-pvt-ltd-in-ramalingeswara-nagar
R411353,Natural Quest,Kolkata South,https://housing.com/buy-natural-quest-by-natural-group-in-santoshpur-kolkata-pid-300774
R273521,Bhawani Heights,Patna,https://housing.com/buy-bhawani-height-resale-flats-in-danapur-nizamat-patna-srpid-AG563tAH0
R167135,M2K Suites,South Delhi,https://housing.com/in/buy/projects/page/208240-m2k-suites-by-m2k-india-in-greater-kailash
R431636,Solaris Residency,Ahmedabad West,https://housing.com/buy-aaryan-solaris-residency-by-aaryan-life-space-in-naranpura-ahmedabad-pid-326170/brochure
R385666,SSI Som Boulevard,Hyderabad,https://housing.com/in/buy/projects/page/269455-som-boulevard-by-ssi-kc-developers-in-kondakal
R408715,Aksara Green Scapes,Hyderabad,https://housing.com/in/buy/projects/page/318222-aksara-green-scapes-by-aksara-constructions-and-others-in-bowrampet
R373148,Elysian by Oberoi Realty,Western Mumbai,https://housing.com/in/buy/projects/page/253829-elysian-by-oberoi-realty-limited-in-goregaon-east
R350069,Nikunjam Tharangini,Trivandrum,https://housing.com/in/buy/nikunjam-tharangini-for-resale-in-kesavadasapuram-thiruvananthapuram-AG54frAH0
R424985,Mukurthi Tiara,Coimbatore,https://housing.com/buy-new-projects-in-koundampalayam-coimbatore-srpid-AB0P2ubibdmckdkutmp5
R156477,Master Orchard Estate,Kolkata North,https://housing.com/buy-orchard-estate-by-orchard-in-madhyamgram-kolkata-pid-276150
R403616,DS Max Shreshta,Bangalore North,https://housing.com/in/buy/projects/page/294253-ds-max-shresta-by-dsmax-properties-private-limited-in-kannuru
R432912,Vishaka Sai Villas,Chennai South,https://housing.com/in/buy/projects/page/326538-vishaka-sai-villas-by-vishaka-constructions-in-nanmangalam
R417989,Shreeji Elevate,Nashik,https://housing.com/buy-shreeji-elevate-by-shreeji-group-in-indira-nagar-nashik-pid-309325
R432044,Atmosphere Anandham,Chennai South,https://housing.com/in/buy/projects/page/328361-anandham-arupadai-veedu-by-anandham-builders-and-developers-in-selaiyur
R415490,FK Meadows Square,Chennai South,https://housing.com/in/buy/projects/page/317561-fk-meadows-square-by-fk-construction-in-perumbakkam
R428422,Serenity Shores,South Goa,https://housing.com/in/buy/projects/page/27801-bright-serenity-acres-by-bright-developers-in-salcete
R423503,Villa Heritage,Navi Mumbai,https://housing.com/in/buy/projects/page/315091-khodal-villa-heritage-by-khodal-realtech-llp-in-uran
R398157,Manorath 56,Vadodara,https://housing.com/buy-manorath-56-by-milleninium-developers-in-bhayli-vadodara-pid-289350
R413095,TVH Swarnam,Coimbatore,Not Found
R227169,Doon Boulevard,Dehradun,https://housing.com/buy-1971-sqft-3-bhk-apartment-in-rajpur-road-for-rs-18724500-rid-15912415
R413450,JBs Pride,Hyderabad,https://housing.com/in/buy/projects/page/300570-jb-pride-by-jb-infra-groups-in-shankarpally
R433864,Pooja Sri Kumaran Heritage,Chennai South,https://housing.com/in/buy/projects/page/67660-vjs-kumaran-saravana-by-vjs-associates-in-medavakkam
R426545,Parth Sunrise,Jaipur,https://housing.com/buy-parth-sunrise-by-parth-sarthi-group-in-jagatpura-jaipur-rajasthan-pid-318914
R407809,ESR Premium County,Hyderabad,https://housing.com/in/buy/projects/page/315981-premium-county-by-rohini-minerals-private-limited-in-maheshwaram
R390606,Oxina Castles,Trichy,https://housing.com/rent-oxina-castles-for-rent-in-thillai-nagar-tiruchirappalli-rpid-AG5wjuAH0
R422115,Vaibhavis Vihaan Shikhara,Hyderabad,https://housing.com/in/buy/projects/page/312688-vaibhavi-vihaan-shikhara-by-vaibhavi-infraa-projects-in-tellapur
R381526,Sapnil Residency BT Road,Kolkata North,https://housing.com/buy-sapnil-residency-bonhooghly-by-sapnil-developers-in-baranagar-kolkata-pid-264199
R427903,Nitara One Good Earth,Gurgaon,https://housing.com/in/buy/projects/page/322085-nitara-one-good-earth-by-nitara-projects-limited-in-sector-71/brochure
R429830,The Nest Accolade,Chennai South,https://housing.com/in/buy/projects/page/309095-nest-accolade-by-the-nest-builder-in-nedumgundram
R417625,Zuari Garden City Plots,Mysore,https://housing.com/buy-adventz-zuari-garden-city-by-adventz-infraworld-in-hulikere-mysore-pid-203485
R428162,Sri Harsham Maha Sri Township,Chengalpattu,https://housing.com/in/buy/projects/page/323373-sri-maha-sri-township-by-sri-harsham-promoters-in-acharapakkam
R383552,Lotus Grand,Hyderabad,https://housing.com/in/buy/projects/page/269445-lotus-grand-by-lotus-projects-in-kokapet
R385320,Glentree Pharma County,Hyderabad,https://housing.com/in/buy/projects/page/270815-glentree-pharma-county-1-by-glentree-homes-in-maheshwaram
R309295,Prakruthi Nandi Brindavan,Bangalore South,https://housing.com/in/buy/projects/page/294017-nandi-brindavan-by-nandi-developers-in-uttarahalli-hobli
R406547,Nova Sangamam,Chennai South,https://housing.com/in/buy/projects/page/300068-nova-sangamam-phase-i-by-nova-lifespace-in-ramapuram
R409859,Nest Art,Chennai South,https://housing.com/in/buy/projects/page/291020-the-nest-art-by-the-nest-builder-in-ottiyambakkam
R429469,Sameera Mahalakshmi Nagar,Chennai North,https://housing.com/in/buy/projects/page/271618-sameera-mahalakshmi-nagar-by-sameera-lands-and-construction-in-red-hills
R379727,Gothic Pentagon Clouds,Hyderabad,https://housing.com/in/buy/projects/page/260344-gothic-pentagon-clouds-by-gothic-homes-in-bachupally
R410658,Sacred Shivansh,Ahmedabad West,https://housing.com/buy-sacred-shivansh-by-sacred-nine-realty-in-shela-ahmedabad-pid-300468
R403426,Mahagun Sarovar Portico Hotel,Ghaziabad,https://housing.com/in/buy/real-estate-ghaziabad
R32486,Signia Isles,Western Mumbai,https://housing.com/in/buy/projects/page/34216-sunteck-signia-isles-by-sunteck-realty-in-bandra-east
R421347,BCM Panache,Indore,https://housing.com/buy-bicholi-bcm-panache-and-upahar-nagar-phase-2-by-bicholi-devcon-llp-in-bicholi-hapsi-indore-pid-321614
R410629,Kalim Zeus,Kolkata South,https://housing.com/buy-atk-kalim-zeus-by-atk-housing-and-development-llp-in-tangra-kolkata-pid-310205
R24550,Panchsheel Wellington,Ghaziabad,https://housing.com/in/buy/projects/page/20940-panchsheel-wellington-by-panchsheel-group-in-crossings-republik
R337611,Unitevision Kissan Green Paradise,Lucknow,https://housing.com/buy-kissan-green-paradise-by-unite-vision-enterprises-pvt-ltd-in-kisan-path-lucknow-pid-290406
R426929,Green Edge Signature,Bangalore East,https://housing.com/in/buy/projects/page/320204-green-edge-signature-by-green-edge-ventures-in-varthur
R285635,Auriga 9,Western Mumbai,https://housing.com/buy-coral-auriga-by-coral-group-in-maradu-kochi-pid-108524
R435870,RK Vaishnavi Icon,Navi Mumbai,https://housing.com/in/buy/mumbai/flat-karanjade
R275013,PC Amansara,Bangalore North,https://housing.com/in/buy/projects/page/96521-pc-amansara-by-pc-realty-in-yelahanka
R372710,Solitaire Vista,Ahmedabad North,https://housing.com/buy-solitaire-vista-2-by-anmol-construction-in-gota-ahmedabad-pid-268676
R408936,Kalpvan Apartment,Nashik,https://housing.com/buy-bhagwati-kalpvan-apartment-by-bhagwati-buildcon-in-rajiv-nagar-nashik-pid-295158
R337581,Praneeth Pranav Townsquare,Hyderabad,https://housing.com/in/buy/projects/page/202645-praneeth-apr-pranav-townsquare-by-praneeth-group-in-bachupally
R431065,Sree Shresta Enclave,Bangalore East,https://housing.com/in/buy/projects/page/318225-ssr-balaji-enclave-by-ssr-builder-in-k-r-puram
R385165,Sukhii Ubuntu,Hyderabad,https://housing.com/in/buy/projects/page/269438-sukhii-ubuntu-by-sukhii-group-in-nanakaramguda
R417585,Tulsi Darshan,Vadodara,https://housing.com/buy-mahalaxmi-tulsi-darshan-by-mahalaxmi-enterprise-in-gotri-vadodara-pid-318570
R429430,ASKG Heights II,Jaipur,https://housing.com/buy-askg-heights-ii-by-askg-buildhome-in-mansarovar-jaipur-rajasthan-pid-316270
R406102,Dream City,Patna,https://housing.com/buy-medhatiya-dream-city-phase-1-by-medhatiya-construction-company-private-limited-in-mainpura-patna-pid-261600
R406438,Vikaans Primero,Chennai South,https://housing.com/in/buy/projects/page/295022-vikaan-primero-by-vikaans-shelters-in-ponmar
R135659,North East County by Bhashyam,Hyderabad,https://housing.com/in/buy/projects/page/328584-bhashyam-north-east-county-by-bhashyam-developers-in-rudraram
R405375,Manepally Green Grandeur,Hyderabad,https://housing.com/in/buy/projects/page/315969-manepally-green-grandeur-by-manepally-realty-and-infra-llp-in-suchitra
R33782,Sattva Magnificia,Bangalore East,https://housing.com/in/buy/projects/page/1075-sattva-magnificia-by-sattva-group-in-mahadevapura
R411999,Infinium Central 16,Coimbatore,https://housing.com/buy-infinium-central-16-by-infinium-developers-in-ramanathapuram-coimbatore-pid-301130
R430666,Aaradhya AG Heights 2,Jaipur,https://housing.com/buy-aaradhya-ag-heights-ii-by-aaradhya-govind-bulders-in-panchyawala-jaipur-rajasthan-pid-328360
R428601,Kochar Jewel,Chennai South,https://housing.com/in/buy/projects/page/324794-kochar-jewel-by-kochar-homes-pvt-ltd-in-velachery
R368704,Ashtvinayak Uptown,Ahmedabad North,https://housing.com/buy-ashtvinayak-uptown-by-bhoomi-enterprise-in-sughad-ahmedabad-pid-238840
R399974,Green Courtyard,Kota,https://housing.com/in/buy/kota_rajasthan/house-kota_district
R404397,Emzar Hightown,Nagpur,https://housing.com/buy-oshian-emzar-hightown-by-info-in-samruddhi-mahamarg-nagpur-maharashtra-pid-311390
R425149,Panchnai Aura,Siliguri,https://housing.com/in/buy/projects/page/327260-darjeeling-panchnai-aura-by-darjeeling-real-estate-agents-and-developers-in-haidar-para
R417017,Casagrand Palm Springs,Chennai South,https://housing.com/in/buy/projects/page/308903-casagrand-palm-springs-by-casagrand-builder-private-limited-in-medavakkam
R420337,Silverpeak Panihati Pride,Kolkata North,https://housing.com/buy-silverpeak-panihati-pride-by-silverpeak-real-estate-llp-in-agarpara-kolkata-pid-309668
R433830,Lifestyle Luxor,Coimbatore,https://housing.com/buy-galaxy-luxor-apartments-by-galaxy-homes-private-limited-in-elamkulam-kochi-pid-224847
R433636,Terra Pyramid Pride Nest,Bangalore North,https://housing.com/in/buy/projects/page/320776-space-pyramid-prime-nest-by-space-properties-in-chikkakadiganahalli
R429173,Alora Woods and Himagiri Arcadia,Bangalore East,https://housing.com/in/buy/projects/page/325149-alora-woods-and-himagiri-arcadia-by-kv-homes-in-yattakodi
R416437,Godrej Sunrise Estate,Chennai South,https://housing.com/in/buy/projects/page/308688-godrej-sunrise-estate-by-godrej-developers-and-properties-llp-in-chinna-irumbedu
R385044,Tilottama Natural City,Kolkata North,https://housing.com/buy-tilottama-natural-city-by-tilottama-construction-in-madhyamgram-kolkata-pid-269331
R395988,Prarthana Eco Exotica,Ranchi,Not Found
R399946,Sanskruti Sky,Vadodara,https://housing.com/buy-sanskruti-sky-by-maruti-home-reality-in-chhani-vadodara-pid-312141
R422768,Atlantis,Nagpur,https://housing.com/buy-mittal-atlantis-by-mittal-infraventures-pvt-ltd-in-saroj-nagar-nagpur-maharashtra-pid-318976
R397532,Devashri Elanza 1 and 2,Margao,https://housing.com/in/buy/projects/page/333487-devashri-elanza-1-and-2-by-devashri-real-estate-developers-in-salcete
R342545,Supreme Blossoms,Nagpur,https://housing.com/buy-supreme-blossoms-by-supreme-urban-realities-private-limited-in-bhokara-nagpur-maharashtra-pid-325685
R406866,5 Dugar,Chennai Central,https://housing.com/in/buy/projects/page/300199-5-dugar-by-dugar-homes-in-nungambakkam
R435795,Sreenidhi Serenity Banashankari,Bangalore South,https://housing.com/in/buy/projects/page/305289-sreenidhi-serenity-by-sreenidhi-developers-in-banashankari
R402775,Aishwarya Sahakari Gruharachna Sanstha Maryadit,Pune Central,https://housing.com/in/buy/projects/page/289542-aishwarya-sarasbaug-by-lohia-jain-malpani-properties-in-shukrawar-peth
R419794,Trishul Happy Homes Varenya,Bangalore East,https://housing.com/in/buy/projects/page/312311-trishul-happy-homes-varenya-by-trishul-builders-and-promoters-in-sarjapur
R426644,BPTP The Amaario,Gurgaon,https://housing.com/in/buy/projects/page/321027-bptp-the-amaario-by-bptp-limited-in-sector-37d
R384074,Surabhis Signature Villas,Hyderabad,https://housing.com/in/buy/projects/page/317692-surabhis-signature-villas-extension-by-surabhi-estates-private-limited-in-osman-nagar
R430977,DAC Midtown,Chennai South,https://housing.com/in/buy/projects/page/324286-dac-midtown-by-dac-developers-in-guduvancheri
R432274,Shree Kriba Flats,Chennai South,https://housing.com/in/buy/projects/page/313428-shree-varu-homes-apartment-by-shree-varu-homes-in-mylapore
R411033,Divine Newquay,Pune South,https://housing.com/in/buy/projects/page/299231-newquay-by-divine-buildcon-in-undri
R53118,Bhuvana Oak Park,Coimbatore,https://housing.com/buy-bhuvana-oak-park-by-bhuvana-promoters-in-saravanampatty-coimbatore-pid-295478
R197671,Keerthi Krishna Viva,Bangalore East,https://housing.com/in/buy/projects/page/33080-keerthi-krishna-viva-by-keerthi-constructions-in-junnasandra
R324247,Purva Zenium,Bangalore North,https://housing.com/in/buy/projects/page/130881-puravankara-zenium-phase-1-by-puravankara-limited-in-hosahalli
R404764,Vivaan Essence,Ahmedabad North,https://housing.com/buy-vivaan-essence-by-northside-properties-in-zundal-gandhinagar-gujarat-pid-294079
R386994,Sumadhura Aspire Amber,Bangalore East,https://housing.com/in/buy/projects/page/274997-sumadhura-aspire-amber-by-sumadhura-infracon-pvt-ltd-in-bidare-agraha
R428811,Drushika Imperial,Indore,https://housing.com/buy-drushika-imperial-by-drushika-real-estate-in-puwarda-junarda-indore-pid-322590
R384418,Shree Radhe Shyam,Vadodara,https://housing.com/buy-shree-radhe-shyam-avenue-by-shree-radhe-developers-in-bhayli-vadodara-pid-200891
R428749,Kukreja Embassy 2,Nagpur,https://housing.com/buy-kukreja-embassy-ii-by-kukreja-infrastructures-in-jaripatka-nagpur-maharashtra-pid-325408
R433829,Feyre Villas,North Goa,https://housing.com/in/buy/projects/page/293540-models-evora-ii-by-models-construction-pvt-ltd-in-pilerne
R343707,Mahindra Happinest Kalyan 2,Thane Outskirts,https://housing.com/in/buy/projects/page/228260-mahindra-happinest-kalyan-project-a-by-mahindra-lifespaces-in-bhiwandi
R397857,Nest Craft,Chennai South,https://housing.com/in/buy/projects/page/282891-the-nest-craft-by-the-nest-builder-in-sithalapakkam
R28872,Casa Lakeside,Vadodara,https://housing.com/buy-2250-sqft-4-bhk-villa-in-bill-for-rs-11000000-rid-15590900
R411970,Map Anandgram,Nasik,https://housing.com/buy-anandgram-by-map-infra-in-panchavati-nashik-pid-301708
R384531,Park Platinum,Vadodara,https://housing.com/buy-accord-park-platinum-by-accord-infra-projects-in-makarpura-vadodara-pid-270685
R148925,La Mer Vie,Chennai South,https://housing.com/in/buy/projects/page/54078-catalyst-la-mer-vie-by-catalyst-properties-in-vadapattinam
R415216,Sampada Central Residency,Hyderabad,https://housing.com/in/buy/projects/page/317395-sampada-central-residency-by-sampada-projects-in-ibrahimpatnam
R423533,Krish Skylar,Gandhinagar,https://housing.com/buy-savaliya-krish-skylar-by-savaliya-builders-in-bhaijipura-gandhinagar-gujarat-pid-330786
R433502,Samridhi Residency,Jaipur,https://housing.com/buy-samridhi-residency-by-shri-gargi-in-mansarovar-extension-jaipur-rajasthan-pid-330149
R412884,Arima Chiron Villa,Chennai South,https://housing.com/in/buy/projects/page/307596-arima-chiron-villa-by-arima-builders-technologies-pvt-ltd-in-kanathur-reddikuppam
R399668,Chandrika Paradise,Bangalore South,https://housing.com/in/buy/projects/page/286703-chandrika-paradise-by-chandrika-constructions-in-chikka-hagade
R433859,Viva Vibrant,Chennai South,https://housing.com/in/buy/projects/page/333026-viva-vibrant-by-viva-housing-in-pallavaram
R428776,Shriram Codename Jackpot,Chennai West,https://housing.com/in/buy/projects/page/322931-shriram-subham-by-shriram-properties-in-thirumazhisai
R379399,Sattva Ashraya,Bangalore West,https://housing.com/in/buy/resale/page/16078267-1-bhk-apartment-in-lakshmisagara-for-rs-3500000
R428472,Ruby Urban Avenue,Chengalpattu,https://housing.com/in/buy/projects/page/277889-ruby-urban-avenue-by-ruby-builders-and-promoters-in-chengalpattu
R402428,Mitta Orrin,Bangalore East,https://housing.com/price-trends/property-rates-for-buy-in-bidaraguppe_bangalore-P4hc0eib2ngt11uka
R430658,Vilokas Isha Homes,Hyderabad,https://housing.com/in/buy/projects/page/328342-viloka-isha-homes-by-viloka-infra-and-developers-in-ameenpur/brochure
R414280,Bhuvanas Fortune Greens,Hyderabad,https://housing.com/in/buy/projects/page/337478-bhuvana-fortune-greens-by-bhuvana-infra-in-masaipet
R74173,Sky City by Oberoi Realty,Western Mumbai,https://housing.com/in/buy/projects/page/325530-oberoi-sky-city-by-oberoi-realty-limited-in-borivali-east
R429437,Krihom by RMN,Kolkata East,https://housing.com/buy-krihom-by-rmn-constructions-pvt-ltd-in-dhapa-kolkata-pid-320536
