XID,Configuration,List Item,Price,Area
R32982,"4 BHK Apartment
7.93 Cr - 19.73 Cr",1866 SQ.FT,₹ 11.47 Cr,Carpet Area: 1866 sq.ft
R32982,"4 BHK Apartment
7.93 Cr - 19.73 Cr",3210 SQ.FT,₹ 19.73 Cr,Carpet Area: 3210 sq.ft
R32988,"2 BHK Apartment
2.4 Cr",1200 SQ.FT,₹ 2.4 Cr,Builtup Area: 1200 sq.ft
R32988,"3 BHK Apartment
3.8 Cr",1900 SQ.FT,₹ 3.8 Cr,Builtup Area: 1900 sq.ft
R33202,2 BHK Apartment,769 SQ.FT,Price on Request,Carpet Area: 769 sq.ft
R33202,3 BHK Apartment,866 SQ.FT,Price on Request,Carpet Area: 866 sq.ft
R33202,3 BHK Apartment,1048 SQ.FT,Price on Request,Carpet Area: 1048 sq.ft
R33224,"2 BHK Apartment
1.82 Cr - 1.83 Cr",730 SQ.FT,₹ 1.83 Cr,Carpet Area: 730 sq.ft
R33224,"2 BHK Apartment
1.82 Cr - 1.83 Cr",731 SQ.FT,₹ 1.83 Cr,Carpet Area: 731 sq.ft
R33224,"3 BHK Apartment
2.49 Cr - 2.49 Cr",994 SQ.FT,₹ 2.49 Cr,Carpet Area: 994 sq.ft
R33224,"3 BHK Apartment
2.49 Cr - 2.49 Cr",995 SQ.FT,₹ 2.49 Cr,Carpet Area: 995 sq.ft
R33248,"1 BHK Apartment
31 L",387 SQ.FT,"₹ 31 L
i",Carpet Area: 387 sq.ft
R33248,"2 BHK Apartment
42 L",555 SQ.FT,"₹ 42 L
i",Carpet Area: 555 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",691 SQ.FT,₹ 88.62 L,Carpet Area: 691 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",696 SQ.FT,₹ 89.26 L,Carpet Area: 696 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",697 SQ.FT,₹ 89.39 L,Carpet Area: 697 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",699 SQ.FT,₹ 89.65 L,Carpet Area: 699 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",701 SQ.FT,₹ 89.9 L,Carpet Area: 701 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",707 SQ.FT,₹ 90.67 L,Carpet Area: 707 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",711 SQ.FT,₹ 91.19 L,Carpet Area: 711 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",746 SQ.FT,₹ 95.67 L,Carpet Area: 746 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",752 SQ.FT,₹ 96.44 L,Carpet Area: 752 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",758 SQ.FT,₹ 97.21 L,Carpet Area: 758 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",764 SQ.FT,₹ 97.98 L,Carpet Area: 764 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",699 SQ.FT,₹ 1.01 Cr,Carpet Area: 699 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",691 SQ.FT,₹ 1.03 Cr,Carpet Area: 691 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",696 SQ.FT,₹ 1.04 Cr,Carpet Area: 696 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",697 SQ.FT,₹ 1.04 Cr,Carpet Area: 697 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",699 SQ.FT,₹ 1.04 Cr,Carpet Area: 699 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",701 SQ.FT,₹ 1.05 Cr,Carpet Area: 701 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",707 SQ.FT,₹ 1.05 Cr,Carpet Area: 707 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",711 SQ.FT,₹ 1.06 Cr,Carpet Area: 711 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",746 SQ.FT,₹ 1.11 Cr,Carpet Area: 746 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",752 SQ.FT,₹ 1.12 Cr,Carpet Area: 752 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",758 SQ.FT,₹ 1.13 Cr,Carpet Area: 758 sq.ft
R33308,"2 BHK Apartment
88.62 L - 1.14 Cr",764 SQ.FT,₹ 1.14 Cr,Carpet Area: 764 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",754 SQ.FT,₹ 96.7 L,Carpet Area: 754 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",812 SQ.FT,₹ 1.04 Cr,Carpet Area: 812 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",815 SQ.FT,₹ 1.05 Cr,Carpet Area: 815 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",821 SQ.FT,₹ 1.05 Cr,Carpet Area: 821 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",857 SQ.FT,₹ 1.1 Cr,Carpet Area: 857 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",861 SQ.FT,₹ 1.1 Cr,Carpet Area: 861 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",866 SQ.FT,₹ 1.11 Cr,Carpet Area: 866 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",866 SQ.FT,₹ 1.26 Cr,Carpet Area: 866 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",754 SQ.FT,₹ 1.12 Cr,Carpet Area: 754 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",812 SQ.FT,₹ 1.21 Cr,Carpet Area: 812 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",815 SQ.FT,₹ 1.22 Cr,Carpet Area: 815 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",821 SQ.FT,₹ 1.22 Cr,Carpet Area: 821 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",857 SQ.FT,₹ 1.28 Cr,Carpet Area: 857 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",861 SQ.FT,₹ 1.28 Cr,Carpet Area: 861 sq.ft
R33308,"3 BHK Apartment
96.7 L - 1.29 Cr",866 SQ.FT,₹ 1.29 Cr,Carpet Area: 866 sq.ft
R33492,"2 BHK Apartment
1.25 Cr",873 SQ.FT,"₹ 1.25 Cr
i",Carpet Area: 873 sq.ft
R33492,"3 BHK Apartment
1.51 Cr - 1.7 Cr",1056 SQ.FT,"₹ 1.51 Cr
i",Carpet Area: 1056 sq.ft
R33492,"3 BHK Apartment
1.51 Cr - 1.7 Cr",1187 SQ.FT,"₹ 1.7 Cr
i",Carpet Area: 1187 sq.ft
R33492,"4 BHK Apartment
2.37 Cr",1656 SQ.FT,"₹ 2.37 Cr
i",Carpet Area: 1656 sq.ft
R33544,"2 BHK Apartment
1.34 Cr - 1.57 Cr",827 SQ.FT,₹ 1.34 Cr,Carpet Area: 827 sq.ft
R33544,"2 BHK Apartment
1.34 Cr - 1.57 Cr",855 SQ.FT,₹ 1.38 Cr,Carpet Area: 855 sq.ft
R33544,"2 BHK Apartment
1.34 Cr - 1.57 Cr",959 SQ.FT,₹ 1.55 Cr,Carpet Area: 959 sq.ft
R33544,"2 BHK Apartment
1.34 Cr - 1.57 Cr",969 SQ.FT,₹ 1.57 Cr,Carpet Area: 969 sq.ft
R33544,"2.5 BHK Apartment
1.58 Cr - 1.58 Cr",973 SQ.FT,₹ 1.58 Cr,Carpet Area: 973 sq.ft
R33544,"2.5 BHK Apartment
1.58 Cr - 1.58 Cr",975 SQ.FT,₹ 1.58 Cr,Carpet Area: 975 sq.ft
R33544,"3 BHK Apartment
1.58 Cr - 2.26 Cr",975 SQ.FT,₹ 1.58 Cr,Carpet Area: 975 sq.ft
R33544,"3 BHK Apartment
1.58 Cr - 2.26 Cr",1088 SQ.FT,₹ 1.76 Cr,Carpet Area: 1088 sq.ft
R33544,"3 BHK Apartment
1.58 Cr - 2.26 Cr",1094 SQ.FT,₹ 1.77 Cr,Carpet Area: 1094 sq.ft
R33544,"3 BHK Apartment
1.58 Cr - 2.26 Cr",1223 SQ.FT,₹ 1.98 Cr,Carpet Area: 1223 sq.ft
R33544,"3 BHK Apartment
1.58 Cr - 2.26 Cr",1397 SQ.FT,₹ 2.26 Cr,Carpet Area: 1397 sq.ft
R33544,"3.5 BHK Apartment
2.04 Cr - 2.04 Cr",1257 SQ.FT,₹ 2.04 Cr,Carpet Area: 1257 sq.ft
R33544,"3.5 BHK Apartment
2.04 Cr - 2.04 Cr",1262 SQ.FT,₹ 2.04 Cr,Carpet Area: 1262 sq.ft
R33544,"4 BHK Apartment
2.04 Cr - 2.8 Cr",1257 SQ.FT,₹ 2.04 Cr,Carpet Area: 1257 sq.ft
R33544,"4 BHK Apartment
2.04 Cr - 2.8 Cr",1262 SQ.FT,₹ 2.04 Cr,Carpet Area: 1262 sq.ft
R33544,"4 BHK Apartment
2.04 Cr - 2.8 Cr",1550 SQ.FT,₹ 2.51 Cr,Carpet Area: 1550 sq.ft
R33544,"4 BHK Apartment
2.04 Cr - 2.8 Cr",1556 SQ.FT,₹ 2.52 Cr,Carpet Area: 1556 sq.ft
R33544,"4 BHK Apartment
2.04 Cr - 2.8 Cr",1731 SQ.FT,₹ 2.8 Cr,Carpet Area: 1731 sq.ft
R33652,"2 BHK Apartment
3.11 Cr - 4.97 Cr",841 SQ.FT,₹ 3.11 Cr,Carpet Area: 841 sq.ft
R33652,"2 BHK Apartment
3.11 Cr - 4.97 Cr",814 SQ.FT,₹ 4.97 Cr,Carpet Area: 814 sq.ft
R33652,"3 BHK Apartment
4.47 Cr - 8.53 Cr",1208 SQ.FT,₹ 4.47 Cr,Carpet Area: 1208 sq.ft
R33652,"3 BHK Apartment
4.47 Cr - 8.53 Cr",1413 SQ.FT,₹ 5.23 Cr,Carpet Area: 1413 sq.ft
R33652,"3 BHK Apartment
4.47 Cr - 8.53 Cr",1152 SQ.FT,₹ 7.04 Cr,Carpet Area: 1152 sq.ft
R33652,"3 BHK Apartment
4.47 Cr - 8.53 Cr",1396 SQ.FT,₹ 8.53 Cr,Carpet Area: 1396 sq.ft
R33810,"1 BHK Apartment
1.22 Cr - 1.25 Cr",407 SQ.FT,₹ 1.22 Cr,Carpet Area: 407 sq.ft
R33810,"1 BHK Apartment
1.22 Cr - 1.25 Cr",417 SQ.FT,₹ 1.25 Cr,Carpet Area: 417 sq.ft
R33810,"2 BHK Apartment
1.47 Cr - 1.9 Cr",491 SQ.FT,₹ 1.47 Cr,Carpet Area: 491 sq.ft
R33810,"2 BHK Apartment
1.47 Cr - 1.9 Cr",632 SQ.FT,₹ 1.9 Cr,Carpet Area: 632 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",849 SQ.FT,₹ 45.05 L,Saleable Area: 849 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",943 SQ.FT,₹ 50.04 L,Saleable Area: 943 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",954 SQ.FT,₹ 50.62 L,Saleable Area: 954 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",959 SQ.FT,₹ 50.88 L,Saleable Area: 959 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",977 SQ.FT,₹ 51.84 L,Saleable Area: 977 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",989 SQ.FT,₹ 52.48 L,Saleable Area: 989 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",1121 SQ.FT,₹ 59.48 L,Saleable Area: 1121 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",1388 SQ.FT,₹ 73.65 L,Saleable Area: 1388 sq.ft
R34192,"2 BHK Apartment
45.05 L - 1.12 Cr",2110 SQ.FT,₹ 1.12 Cr,Saleable Area: 2110 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1280 SQ.FT,₹ 67.92 L,Saleable Area: 1280 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1295 SQ.FT,₹ 68.71 L,Saleable Area: 1295 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1309 SQ.FT,₹ 69.46 L,Saleable Area: 1309 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1339 SQ.FT,₹ 71.05 L,Saleable Area: 1339 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1430 SQ.FT,₹ 75.88 L,Saleable Area: 1430 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1464 SQ.FT,₹ 77.68 L,Saleable Area: 1464 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1478 SQ.FT,₹ 78.42 L,Saleable Area: 1478 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1490 SQ.FT,₹ 79.06 L,Saleable Area: 1490 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1500 SQ.FT,₹ 79.59 L,Saleable Area: 1500 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1520 SQ.FT,₹ 80.65 L,Saleable Area: 1520 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1546 SQ.FT,₹ 82.03 L,Saleable Area: 1546 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1821 SQ.FT,₹ 96.62 L,Saleable Area: 1821 sq.ft
R34192,"3 BHK Apartment
67.92 L - 1.03 Cr",1937 SQ.FT,₹ 1.03 Cr,Saleable Area: 1937 sq.ft
R34194,1 BHK Apartment,387 SQ.FT,Price on Request,Carpet Area: 387 sq.ft
R34194,1 BHK Apartment,471 SQ.FT,Price on Request,Carpet Area: 471 sq.ft
R34194,2 BHK Apartment,450 SQ.FT,Price on Request,Carpet Area: 450 sq.ft
R34194,2 BHK Apartment,499 SQ.FT,Price on Request,Carpet Area: 499 sq.ft
R34210,"2 BHK Apartment
1.14 Cr - 1.34 Cr",1100 SQ.FT,"₹ 1.14 Cr
i",Carpet Area: 680 sq.ft
R34210,"2 BHK Apartment
1.14 Cr - 1.34 Cr",1103 SQ.FT,"₹ 1.14 Cr
i",Carpet Area: 687 sq.ft
R34210,"2 BHK Apartment
1.14 Cr - 1.34 Cr",1152 SQ.FT,"₹ 1.19 Cr
i",Carpet Area: 841 sq.ft
R34210,"2 BHK Apartment
1.14 Cr - 1.34 Cr",1241 SQ.FT,"₹ 1.28 Cr
i",Saleable Area: 1241 sq.ft
R34210,"2 BHK Apartment
1.14 Cr - 1.34 Cr",1299 SQ.FT,"₹ 1.34 Cr
i",Saleable Area: 1299 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",844 SQ.FT,"₹ 87.2 L
i",Saleable Area: 844 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1233 SQ.FT,"₹ 1.27 Cr
i",Saleable Area: 1233 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1244 SQ.FT,"₹ 1.29 Cr
i",Saleable Area: 1244 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1249 SQ.FT,"₹ 1.29 Cr
i",Saleable Area: 1249 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1252 SQ.FT,"₹ 1.29 Cr
i",Saleable Area: 1252 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1253 SQ.FT,"₹ 1.29 Cr
i",Saleable Area: 1253 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1282 SQ.FT,"₹ 1.32 Cr
i",Saleable Area: 1282 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1285 SQ.FT,"₹ 1.33 Cr
i",Saleable Area: 1285 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1290 SQ.FT,"₹ 1.33 Cr
i",Saleable Area: 1290 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1296 SQ.FT,"₹ 1.34 Cr
i",Saleable Area: 1296 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1301 SQ.FT,"₹ 1.34 Cr
i",Saleable Area: 1301 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1313 SQ.FT,"₹ 1.36 Cr
i",Saleable Area: 1313 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1324 SQ.FT,"₹ 1.37 Cr
i",Saleable Area: 1324 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1349 SQ.FT,"₹ 1.39 Cr
i",Saleable Area: 1349 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1351 SQ.FT,"₹ 1.4 Cr
i",Saleable Area: 1351 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1354 SQ.FT,"₹ 1.4 Cr
i",Saleable Area: 1354 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1356 SQ.FT,"₹ 1.4 Cr
i",Saleable Area: 1356 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1357 SQ.FT,"₹ 1.4 Cr
i",Saleable Area: 1357 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1360 SQ.FT,"₹ 1.41 Cr
i",Saleable Area: 1360 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1454 SQ.FT,"₹ 1.5 Cr
i",Carpet Area: 861 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1460 SQ.FT,"₹ 1.51 Cr
i",Saleable Area: 1460 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1467 SQ.FT,"₹ 1.52 Cr
i",Saleable Area: 1467 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1468 SQ.FT,"₹ 1.52 Cr
i",Saleable Area: 1468 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1524 SQ.FT,"₹ 1.57 Cr
i",Carpet Area: 911 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1582 SQ.FT,"₹ 1.63 Cr
i",Carpet Area: 964 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1585 SQ.FT,"₹ 1.64 Cr
i",Carpet Area: 967 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1597 SQ.FT,"₹ 1.65 Cr
i",Saleable Area: 1597 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1604 SQ.FT,"₹ 1.66 Cr
i",Saleable Area: 1604 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1622 SQ.FT,"₹ 1.68 Cr
i",Carpet Area: 994 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1650 SQ.FT,"₹ 1.7 Cr
i",Saleable Area: 1650 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1666 SQ.FT,"₹ 1.72 Cr
i",Carpet Area: 1016 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1670 SQ.FT,"₹ 1.73 Cr
i",Saleable Area: 1670 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1733 SQ.FT,"₹ 1.79 Cr
i",Saleable Area: 1733 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",1750 SQ.FT,"₹ 1.81 Cr
i",Saleable Area: 1750 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",2061 SQ.FT,"₹ 2.13 Cr
i",Saleable Area: 2061 sq.ft
R34210,"3 BHK Apartment
87.2 L - 2.14 Cr",2072 SQ.FT,"₹ 2.14 Cr
i",Saleable Area: 2072 sq.ft
R34210,"4 BHK Apartment
2.05 Cr - 2.67 Cr",1985 SQ.FT,"₹ 2.05 Cr
i",Saleable Area: 1985 sq.ft
R34210,"4 BHK Apartment
2.05 Cr - 2.67 Cr",2065 SQ.FT,"₹ 2.13 Cr
i",Saleable Area: 2065 sq.ft
R34210,"4 BHK Apartment
2.05 Cr - 2.67 Cr",2578 SQ.FT,"₹ 2.66 Cr
i",Saleable Area: 2578 sq.ft
R34210,"4 BHK Apartment
2.05 Cr - 2.67 Cr",2586 SQ.FT,"₹ 2.67 Cr
i",Saleable Area: 2586 sq.ft
R34272,1 BHK Apartment,572 SQ.FT,Price on Request,Builtup Area: 572 sq.ft
R34272,1 BHK Apartment,595 SQ.FT,₹ 30.05 L,Carpet Area: 350 sq.ft
R34336,"3 BHK Apartment
1.77 Cr",1850 SQ.FT,"₹ 1.77 Cr
i",Super Builtup Area: 1850 sq.ft
R34336,"4 BHK Apartment
2.64 Cr",2750 SQ.FT,"₹ 2.64 Cr
i",Super Builtup Area: 2750 sq.ft
R34632,3 BHK Apartment,1842 SQ.FT,₹ 12.86 Cr,Carpet Area: 1842 sq.ft
R34632,3 BHK Apartment,1845 SQ.FT,₹ 12.88 Cr,Carpet Area: 1845 sq.ft
R34632,3 BHK Apartment,2012 SQ.FT,Price on Request,Carpet Area: 2012 sq.ft
R34632,"3.5 BHK Apartment
12.89 Cr",1846 SQ.FT,₹ 12.89 Cr,Carpet Area: 1846 sq.ft
R34632,"4 BHK Apartment
28.51 Cr",4084 SQ.FT,₹ 28.51 Cr,Carpet Area: 4084 sq.ft
R34632,"4.5 BHK Apartment
17.14 Cr - 18.47 Cr",2455 SQ.FT,₹ 17.14 Cr,Carpet Area: 2455 sq.ft
R34632,"4.5 BHK Apartment
17.14 Cr - 18.47 Cr",2645 SQ.FT,₹ 18.47 Cr,Carpet Area: 2645 sq.ft
R34632,"5 BHK Apartment
23.51 Cr - 26.91 Cr",3368 SQ.FT,₹ 23.51 Cr,Carpet Area: 3368 sq.ft
R34632,"5 BHK Apartment
23.51 Cr - 26.91 Cr",3700 SQ.FT,₹ 25.83 Cr,Carpet Area: 3700 sq.ft
R34632,"5 BHK Apartment
23.51 Cr - 26.91 Cr",3855 SQ.FT,₹ 26.91 Cr,Carpet Area: 3855 sq.ft
R34854,"2 BHK Apartment
1.25 Cr - 1.38 Cr",1100 SQ.FT,₹ 1.25 Cr,Super Builtup Area: 1100 sq.ft
R34854,"2 BHK Apartment
1.25 Cr - 1.38 Cr",1215 SQ.FT,₹ 1.38 Cr,Super Builtup Area: 1215 sq.ft
R34854,"3 BHK Apartment
1.76 Cr - 2.04 Cr",1550 SQ.FT,₹ 1.76 Cr,Super Builtup Area: 1550 sq.ft
R34854,"3 BHK Apartment
1.76 Cr - 2.04 Cr",1795 SQ.FT,₹ 2.04 Cr,Super Builtup Area: 1795 sq.ft
R35056,"Plot
9.44 L - 24 L",590 SQ.FT,₹ 9.44 L,Plot Area: 590 sq.ft
R35056,"Plot
9.44 L - 24 L",840 SQ.FT,₹ 13.44 L,Plot Area: 840 sq.ft
R35056,"Plot
9.44 L - 24 L",1050 SQ.FT,₹ 16.8 L,Plot Area: 1050 sq.ft
R35056,"Plot
9.44 L - 24 L",1200 SQ.FT,₹ 19.2 L,Plot Area: 1200 sq.ft
R35056,"Plot
9.44 L - 24 L",1500 SQ.FT,₹ 24.0 L,Plot Area: 1500 sq.ft
R35126,"2 BHK Apartment
1.25 Cr - 1.77 Cr",710 SQ.FT,₹ 1.25 Cr,Carpet Area: 710 sq.ft
R35126,"2 BHK Apartment
1.25 Cr - 1.77 Cr",825 SQ.FT,₹ 1.46 Cr,Carpet Area: 825 sq.ft
R35126,"2 BHK Apartment
1.25 Cr - 1.77 Cr",1001 SQ.FT,₹ 1.77 Cr,Carpet Area: 1001 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",926 SQ.FT,₹ 1.63 Cr,Carpet Area: 926 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",961 SQ.FT,₹ 1.7 Cr,Carpet Area: 961 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",986 SQ.FT,₹ 1.74 Cr,Carpet Area: 986 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1103 SQ.FT,₹ 1.95 Cr,Carpet Area: 1103 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1127 SQ.FT,₹ 1.99 Cr,Carpet Area: 1127 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1267 SQ.FT,₹ 2.24 Cr,Carpet Area: 1267 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1433 SQ.FT,₹ 2.53 Cr,Carpet Area: 1433 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1076 SQ.FT,₹ 2.88 Cr,Carpet Area: 1076 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1719 SQ.FT,₹ 3.03 Cr,Carpet Area: 1719 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1732 SQ.FT,₹ 3.06 Cr,Carpet Area: 1732 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",1927 SQ.FT,₹ 3.4 Cr,Carpet Area: 1927 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",2006 SQ.FT,₹ 3.54 Cr,Carpet Area: 2006 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",2220 SQ.FT,₹ 3.92 Cr,Carpet Area: 2220 sq.ft
R35126,"3 BHK Apartment
1.63 Cr - 3.93 Cr",2225 SQ.FT,₹ 3.93 Cr,Carpet Area: 2225 sq.ft
R35126,"3.5 BHK Apartment
2.77 Cr",1570 SQ.FT,₹ 2.77 Cr,Carpet Area: 1570 sq.ft
R35126,"4 BHK Apartment
3.64 Cr - 5.72 Cr",2066 SQ.FT,₹ 3.64 Cr,Carpet Area: 2066 sq.ft
R35126,"4 BHK Apartment
3.64 Cr - 5.72 Cr",2122 SQ.FT,₹ 3.74 Cr,Carpet Area: 2122 sq.ft
R35126,"4 BHK Apartment
3.64 Cr - 5.72 Cr",2133 SQ.FT,₹ 5.72 Cr,Carpet Area: 2133 sq.ft
R35126,"5 BHK Apartment
4.93 Cr - 5.75 Cr",2795 SQ.FT,₹ 4.93 Cr,Carpet Area: 2795 sq.ft
R35126,"5 BHK Apartment
4.93 Cr - 5.75 Cr",2802 SQ.FT,₹ 4.94 Cr,Carpet Area: 2802 sq.ft
R35126,"5 BHK Apartment
4.93 Cr - 5.75 Cr",3114 SQ.FT,₹ 5.49 Cr,Carpet Area: 3114 sq.ft
R35126,"5 BHK Apartment
4.93 Cr - 5.75 Cr",3260 SQ.FT,₹ 5.75 Cr,Carpet Area: 3260 sq.ft
R35130,"3 BHK Apartment
6.9 Cr - 8.23 Cr",3460 SQ.FT,₹ 6.9 Cr,Builtup Area: 3460 sq.ft
R35130,"3 BHK Apartment
6.9 Cr - 8.23 Cr",3500 SQ.FT,₹ 6.98 Cr,Builtup Area: 3500 sq.ft
R35130,"3 BHK Apartment
6.9 Cr - 8.23 Cr",3660 SQ.FT,₹ 7.3 Cr,Builtup Area: 3660 sq.ft
R35130,"3 BHK Apartment
6.9 Cr - 8.23 Cr",4126 SQ.FT,₹ 8.23 Cr,Builtup Area: 4126 sq.ft
