xid,Name,Rera ID,NoBroker RERA ID,Builder Project RERA ID,Address,Price Starting From,Unit Configuration,Parking,Property Type,Water Supply,Builder,Date of establishment,Date of completion,Units,Min Flat Size,Max Flat Size,Project Area,Min. Price,Possesion Date,Security,Amenities,Top Benefits
r395174,Promax Dreamville Home,PRM/KA/RERA/1251/446/PR/200622/005013,Not Found,Not Found,"Munishamappa Layout Rd, Munishamappa Layout, Kothanur, Bengaluru, Karnataka 560077",₹90 Lacs onwards,3 BHK,Bike,Apartment,Corporation and Borewell,Promax Properties,Not Found,Not Found,Not Found,1058 sqft,1058 sqft,0.32 acres,₹1.08 Cr,August 2024,Gated Security,"Gym, Power backup, Rain water harvesting, Jogging track, Party area, House keeping",Not Found
r380618,Sikhara Tranquil,P02200003066,Not Found,Not Found,"Cherlapalli, Secunderabad, Hyderabad, Telangana 501301",Not Found,4 BHK,Bike and Car,Apartment,Borewell,Sikhara Developers,Not Found,June 2024,65,Not Found,Not Found,4.00 acres,Not Found,Not Found,Gated Security,"Security, Intercom, Children's play area, Fire safety, Rain water harvesting, Aerobics room",Not Found
r330597,Signature Global Park 1,RC/REP/harera/ggm/658/390/2023/02,Not Found,Not Found,"Opposite Vayusena Vatika, AFSSR, Sohna, Sector 36, Gurgaon",,3 BHK,Bike and Car,Apartment,Not Found,Signature Global,January 2011,Not Found,152,980 sqft,1240 sqft,5.00 acres,₹1.12 Cr,March 2025,Gated Security,"Servant room, Visitor parking, Amphitheater, Common garden, Basketball court, Power backup",Not Found
r422862,Raymond The Address by GS Season 2,Not Found,A51800026821,P51700052008,"Near Hotel Satkar Residency /Smt. Sulochanadevi Singhania School, Pokhran road 1, Thane west, Mumbai",₹2.27 Crores - ₹8.33 Crores,"3,4,4+ BHK",Bike and Car,Apartment,Not Found,Raymond Realty,January 2019,Not Found,300,991 sqft,3090 sqft,12.00 acres,₹2.59 Cr,December 2028,Gated Security,"Visitor parking, Amphitheater, Community hall, Common garden, Basketball court, Power backup","Vicinity to Cadbury Jn metro station, 25000 Sqt Plush clubhouse, Vastu compatible Homes"
r417100,Lodha Riservo,Not Found,A51800026821,"P51800053072, P51800053253, P51800054375","Near Purple Creation Pvt. Ltd, LBS Road Vikhroli West, Vikhroli West, Mumbai.",₹2.99 Crores - ₹5.82 Crores,"2.5,3,3.5,4+ BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,300,894 sqft,1740 sqft,8.00 acres,₹3.36 Cr,January 2028,Gated Security,"Common garden, Party area, Swimming pool, Park, Power backup, Snooker/pool","75% Open & Green Spaces, Project in Developing Residential Area, Grand Decks with Stunning Views, 25,000 sqft Clubhouse"
r1363,Kolte Patil Life Republic,Not Found,A51800026821,P52100022703,"Life Republic Township, Marunji Rd, Tathawade, Marunji, Pimpri-Chinchwad, Pune, Maharashtra 411057",Not Found,"1,2,3,4 BHK",Bike and Car,Apartment,Borewell,Kolte Patil Developers,Not Found,December 2025,2876,434 sqft,2530 sqft,Not Found,₹36 Lacs,Not Found,Gated Security,"Gym, Lift, Club house, Security, Intercom, Children's play area",Not Found
r328277,Nirala Estate Phase 2,UPRERAPRJ519100,Not Found,Not Found,"Near Sarvottam International School, Tech Zone IV, Noida Phase-2, Greater Noida West/ Noida Extension",₹1.43 Crores - ₹2.22 Crores,"2,3,3.5 BHK",Bike and Car,Apartment,Borewell,Nirala World,January 1996,Not Found,2000,593 sqft,1152 sqft,11.00 acres,₹1.43 Cr,March 2025,Gated Security,"Power backup, Cctv camera, Vastu compliant, Rain water harvesting, Security, Badminton court","Near Proposed metro connectivity, Each flats 3 side open, Earthquake Resistance Structure"
r418697,Provident Deansgate,PRM/KA/RERA/1250/303/PR/041123/006373,Not Found,Not Found,"Near Beereshwari nursery,Kempalingapura, IVC Road, Bangalore",₹2.24 Crores - ₹2.33 Crores,3 BHK,Bike and Car,Apartment,Corporation and Borewell,Provident Housing Limited,January 2008,Not Found,288,1404 sqft,1584 sqft,16.00 acres,₹2.35 Cr,May 2027,Gated Security,"Vastu compliant, Visitor parking, Rain water harvesting, Fire safety, Lift, Power backup","Near to M. S. Engineering College, Near to Devanahalli station, 68% open spaces&Indigenous trees"
r418259,RAJAPUSHPA AURELIA,P01100007180,Not Found,Not Found,"Tellapur, Hyderabad, Telangana 502300",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,RAJAPUSHPA PROPERTIES PVT. LTD.,Not Found,October 2028,1556,Not Found,Not Found,12.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r395182,SUNSHINE VIHAAN,P02400004666 | P02400006759,Not Found,Not Found,"Alkapur Township, Manikonda, Hyderabad, Telangana 500089",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,SUNSHINE HOUSING,Not Found,May 2025,95,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Security, Intercom, Children's play area, Fire safety",Not Found
r378131,M3M Soulitude,Not Found,Not Found,Not Found,"Sector 89, Gurugram, Haryana 122505",Not Found,"2.5,3.5 BHK",Bike and Car,Apartment,Borewell,M3M India,Not Found,July 2023,864,Not Found,Not Found,52.00 acres,₹88.51 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r387488,Radhey Raaga,P01100006135,Not Found,Not Found,"Pati, North Hyderabad, Hyderabad, Hyderabad District",Not Found,Not Found,Bike,Apartment,Corporation and Borewell,RADHEY CONSTRUCTIONS INDIA PRIVATE LIMITED,Not Found,November 2027,293,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"Fire safety, Rain water harvesting, Community hall",Not Found
r411745,Anuhar Gautami Heights,P02400006604,Not Found,Not Found,"Near Gautami Vidya Kshetra School, Shanti Nagar, Krushi Nagar, Hyderabad",₹93.28 Lacs - ₹1.5 Crores,"2,2.5,3 BHK",Bike and Car,Apartment,Borewell,Anuhar Homes,January 2007,Not Found,243,780 sqft,1378 sqft,2.50 acres,₹1.12 Cr,December 2026,Gated Security,"Servant room, Cctv camera, Power backup, Club house, Amphitheater, Gym","Near to Miyapur metro, Near to entertainment hub, Vicinity to IT & Financial hubs"
r114901,Pethkar Siyona Phase 2,Not Found,A51800026821,P52100020135,"Near bharat petrol pump, Punvale Bazar, Punawale, Pune",₹65.38 Lacs - ₹83.51 Lacs,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Pethkar Projects,Not Found,Not Found,374,837 sqft,1092 sqft,9.00 acres,₹76.52 Lacs,December 2026,Gated Security,"Cctv camera, Sewage treatment plant, Basketball court, Security, Fire safety, Intercom",Not Found
r337685,Sharvani Sree Hemadurga Paradise,P02400001124,Not Found,Not Found,"Near Andhra Pradesh Grameen Vikas Bank, PJR Layout, Chandanagar, Hyderabad",,"2,3 BHK",Bike and Car,Apartment,Borewell,Sharvani Ventures,January 2014,Not Found,1128,784 sqft,1459 sqft,6.00 acres,₹81.56 Lacs,February 2025,Gated Security,"Power backup, Cctv camera, Gym, Intercom, Jogging track, Common garden",Not Found
r428296,Blueroof Sylva,Not Found,A51800026821,P52100056053,"Sus, Pune, Maharashtra 411021",Not Found,2 BHK,Bike and Car,Apartment,Borewell,SS Properties,Not Found,June 2030,109,732 sqft,870 sqft,3.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Security, Children's play area, Park, Fire safety",Not Found
r378115,Hallmark Skyrena,P02400003042,Not Found,Not Found,"Near Sri Dhanvi Jewel Park, Osman Sagar RD, Narsingi, Hyderabad",₹1.99 Crores onwards,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Hallmark Builder,January 2008,Not Found,678,928 sqft,1421 sqft,6.90 acres,₹1.99 Cr,October 2024,Gated Security,"Gym, Servant room, Party area, Cctv camera, Visitor parking, Fire safety","Located off Outer Ring Road, 37000 SFT Clubhouse Facing River, Commercial & Residential Blocks"
r394931,SNN Raj High Gardens,PRM/KA/RERA/1251/308/PR/140622/004983,Not Found,Not Found,"Near Shrinidhi Upachar Hotel, Raghava Nagar,Chandapura,Bangalore",₹72.43 Lacs - ₹1.42 Crores,"1,1.5,2,2.5,3 BHK",Bike and Car,Apartment,Corporation and Borewell,SNN Raj Corp,Not Found,Not Found,825,475 sqft,1179 sqft,9.00 acres,₹76.05 Lacs,April 2028,Gated Security,"Park, Visitor parking, Amphitheater, Indoor games, Fire safety, Common garden","Good Connectivity To Hosur Main Rd, Luxury Lifestyle With 25+ Amenities, Lush Greenery Lifestyle Homes"
r404070,Dlf The Arbour,Not Found,Not Found,Not Found,"Block B, Sector 63, Gurugram",Not Found,4 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2030,1200,Not Found,Not Found,25.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Visitor parking, Internet services",Not Found
r371092,ASBL Spire,P02400002261,Not Found,Not Found,"Near Laxmi Infobann Tower 13, Gandipet Mandal, Kokapet, Hyderabad",,3 BHK,Bike and Car,Apartment,Borewell,ASBL,January 2019,Not Found,393,1471 sqft,1642 sqft,3.00 acres,₹1.68 Cr,July 2026,Gated Security,"Power backup, Security, Rain water harvesting, Gas pipeline, Sewage treatment plant, Cctv camera",Not Found
r423305,DAC House of Palisade,TN/29/Building/0050/2024 dated 12/02/2024,Not Found,Not Found,"Near Fantastic Jeyachandran, Jaganathapuram Main Road, Pallikaranai, Chennai.",₹1.93 Crores - ₹2.37 Crores,3 BHK,Bike and Car,Apartment,Borewell,DAC Developers,January 2011,Not Found,30,1436 sqft,1772 sqft,1.01 acres,₹2.32 Cr,December 2028,Gated Security,"Badminton court, Indoor games, Party area, Tennis court, Fire safety, Rain water harvesting","High Ventilated Low Rise Building,, Luxury Lifestyle Villas, Near SUEB Development Community Clg"
r2274,Aba Cleo County Bleu Casa,"Sector 121, Noida",Not Found,Not Found,"GH-5, Sector-121, Noida, Uttar Pradesh, INDIA.",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,County Group,Not Found,January 2022,108,1043 sqft,2005 sqft,25.00 acres,₹1.39 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r74851,Prakash Park Royale,Not Found,Not Found,Not Found,"Mulund West, Mulund, Mumbai, Maharashtra 400080",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,336,Not Found,Not Found,20.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r391681,Sunteck Beach Residences,Not Found,A51800026821,P99000045490 | P99000045499 | P99000045599,"Near Dr.M.G.Parulekar School, Suruchi Beach Road, Vasai west, Mumbai.",₹1.01 Crores - ₹1.4 Crores,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Sunteck Realty Limited,January 1981,Not Found,2150,634 sqft,1103 sqft,50.00 acres,₹1.15 Cr,December 2027,Gated Security,"Children's play area, Rain water harvesting, Common garden, Tennis court, Party area, Skating rink","Luxurious Amenities, Luxury Sea Facing Apartments, Resort Style Living Experience"
r370898,The Highlands Godrej City,Not Found,A51800026821,P52000026790 | P52000030367 | P52000049669 | P52000052251 | P52000056268,"Near Haveli panvel ,Village Thombrewadi, Post, Taluka, Poyanje, Panvel, Mumbai",₹56.9 Lacs - ₹1.49 Crores,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Godrej Properties,January 1990,Not Found,558,410 sqft,955 sqft,10.00 acres,₹63 Lacs,December 2026,Gated Security,"Common garden, Indoor games, Park, Swimming pool, Power backup, Basketball court",Not Found
r5452,Eros Sampoornam 2,UPRERAPRJ301564,Not Found,Not Found,"Near IndianOil, Noida- greater Noida Link Road, Sector 2, Greater Noida/Noida Extension",₹67.64 Lacs onwards,"2,2.5,3 BHK",Bike and Car,Apartment,Not Found,Eros Group,Not Found,Not Found,378,600 sqft,1044 sqft,6.50 acres,₹67.64 Lacs,September 2025,Gated Security,"Vastu compliant, Amphitheater, Maintenance staff, Lift, Swimming pool, Aerobics room",Not Found
r405502,VVIP NAMAH,UPRERAPRJ576907,Not Found,Not Found,"Delhi Meerut Expressway, NH - 24 Ghaziabad, Ghaziabad 201002",Not Found,"3,3.5,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2027,293,Not Found,Not Found,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Club house, Children's play area, Badminton court, Basketball court, Jogging track",Not Found
r367139,Hallmark Sunnyside,P02400001918,Not Found,Not Found,"Opposite to Amigo United Avenues ,Gandipet Mandal ,Manchirevula, Hyderabad",₹1 Crores - ₹1.08 Crores,"2,3 BHK",Bike and Car,Apartment,Borewell,Hallmark Builder,January 2008,Not Found,499,780 sqft,1444 sqft,5.70 acres,₹1 Cr,March 2023,Gated Security,"Fire safety, Lift, Gym, Atm, Gas pipeline, Common garden","Strategically Located Off Nehru ORR, 4.1kms to Icon Square Mall, Easy Access To Basic Needs"
r524,Bptp Park Elite Floors,Not Found,Not Found,Not Found,"99W6+M9F, Sector 82, Faridabad, Haryana 121002",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,BPTP Limited,Not Found,January 2014,601,Not Found,2700 sqft,8.00 acres,₹29 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r426003,KESINENI NORTHSCAPE,P02200008059,Not Found,Not Found,"Dundigal, Dundigal- ORRGC, Medchal-Malkajgiri, Hyderabad, Telangana 500043",Not Found,Not Found,Bike and Car,Apartment,Borewell,KESINENI INFRA DEVELOPERS LLP AND OTHERS,Not Found,September 2026,702,Not Found,Not Found,70.00 acres,Not Found,Not Found,Gated Security,Sewage treatment plant,Not Found
r432506,Nambiar District 25,PRM/KA/RERA/1251/308/PR/100125/007377,Not Found,Not Found,"Near Kunskapsskolan school, Varthur, Muthanallur Cross, Bengaluru",₹1.91 Crores - ₹3.24 Crores,"2,2.5,3,3.5,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Nambiar Builders Pvt Ltd,Not Found,Not Found,4000,756 sqft,1974 sqft,75.00 acres,₹2.01 Cr,January 2030,Gated Security,"Park, Visitor parking, Rain water harvesting, Fire safety, Common garden, Power backup","Top Notch Amenities, Just 3 KM from Wipro, Well-Maintained Infrastructure"
r390062,JB GALAXY FOUNTAIN PARK,P02400004441,Not Found,Not Found,"Lingampally, Telangana, Hyderabad 500019",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,JB GALAXY PROJECTS,Not Found,March 2028,270,Not Found,Not Found,3.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Children's play area, Fire safety",Not Found
r402881,Snr Safa Square,Not Found,Not Found,Not Found,"Sree Narayana Nagar, Chikkadunnasandra, Kada Agrahara, Karnataka 562125, India",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,SNR Square (P) Limited,Not Found,February 2025,100,Not Found,Not Found,1.00 acres,₹24.6 Lacs,Not Found,Gated Security,"Gym, Lift, Security, Internet services, Rain water harvesting, Badminton court",Not Found
r411431,Emaar Urban Oasis,GGM/741/473/2023/85 DATED 07.08.2023,Not Found,Not Found,"Near Banjara market, Golf course extension, Sector 62, Gurgaon",₹3 Crores onwards,2 BHK,Bike and Car,Apartment,Corporation and Borewell,Emaar India,January 2005,Not Found,540,900 sqft,900 sqft,9.50 acres,₹3 Cr,October 2028,Gated Security,"Gym, Children's play area, Fire safety, Visitor parking, Security, Vastu compliant",Not Found
r293745,Sona Vistaas,PRM/KA/RERA/1251/310/PR/171103/001748,Not Found,Not Found,"Near Bharat Badminton Club, Nyanapnahalli Main Road, Devarachikkana Halli, Bengaluru",₹1.2 Crores - ₹1.81 Crores,"1,2,3,3.5 BHK",Bike and Car,Apartment,Corporation and Borewell,Sona Valliappa Group,Not Found,Not Found,601,336 sqft,1545 sqft,10.00 acres,₹1.26 Cr,July 2026,Gated Security,"Children's play area, Rain water harvesting, Badminton court, Party area, Indoor games, Park",Not Found
r404653,Yuva Sunrise,PRM/KA/RERA/1251/308/PR/080223/005697,Not Found,Not Found,"Near Sri Renukamba Samudaya Bhavana, Manchanahahalli, Attibele, Bangalore",₹48.7 Lacs - ₹61.3 Lacs,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Yuva Structures Pvt Ltd,Not Found,Not Found,68,584 sqft,1254 sqft,0.32 acres,₹56 Lacs,February 2025,Gated Security,"Park, Visitor parking, Indoor games, Rain water harvesting, Fire safety, Common garden","Luxury, location & Convenience refined, Located Near to Sri Sai Hospital, Apartment with No Common Walls"
r264023,Hiranandani Fortune City,Not Found,A51800026821,"P52000050196, P52000054617, P52000054615, P52000054616,P52000050194, P52000050193","Near Hiranandani Trust School Panvel,Panshil,Panvel,Mumbai",₹77.98 Lacs - ₹2.29 Crores,"1,1,2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Hiranandani Communities,January 1978,Not Found,600,304 sqft,1630 sqft,350.00 acres,₹85 Lacs,December 2028,Gated Security,"Gym, Sewage treatment plant, Jogging track, Visitor parking, Vastu compliant, Lift","Mumbai trans Harbour link 20mins drive, Connectivity To Mumbai-Pune Highway, Nearby Panvel Railway Station, From The Reputed Builder Hiranandani"
r386131,Venkatesh Erandwane Central,Not Found,A51800026821,P52100032631,"Near Dr. Kalmadi Shamarao High School and Jr. College,Erandwane,Kothrud,Pune",,"2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Shree Venkatesh Buildcon Pvt Ltd,January 2000,Not Found,300,800 sqft,1937 sqft,4.50 acres,₹1.88 Cr,September 2026,Gated Security,"Cctv camera, Rain water harvesting, Power backup, Club house, Amphitheater, Gym",Not Found
r342591,JCSV Pride,PRM/KA/RERA/1251/310/PR/191015/002920,Not Found,Not Found,"Near ESSAR Petrol Pump, Kembathalli, Kothanur, Bangalore.",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,JCSV Builders and Developers,Not Found,Not Found,80,644 sqft,1390 sqft,1.00 acres,₹73.65 Lacs,April 2025,Gated Security,"Gym, Jogging track, Sewage treatment plant, Cctv camera, Visitor parking, Vastu compliant",Not Found
r43934,Sunteck Signature Island,Not Found,Not Found,Not Found,"Bandra Kurla Complex, Trident Hotel, Mumbai, Maharashtra 400051",Not Found,4+ BHK,Car,Apartment,Borewell,Sunteck Realty Limited,Not Found,April 2015,64,Not Found,Not Found,2.00 acres,₹54.2 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r32740,Ideal Aquaview,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r8648,Rustomjee Seasons,Not Found,A51800026821,P51800021028,"Near MIG Cricket Club, Bandra (East), Mumbai ,Nanasaheb Dharmadhikari Road, MIG Colony, Bandra East",₹5.42 Crores onwards,"3,4+ BHK",Bike and Car,Apartment,Corporation and Borewell,Rustomjee Group,January 1995,Not Found,Not Found,997 sqft,4576 sqft,3.82 acres,₹6.18 Cr,February 2025,Gated Security,"Atm, Children's play area, Fire safety, Club house, Power backup, Badminton court","Project By Renowned Builder Rustomjee, Connectivity To Western Express HWY, Proximity To International Airport, Project With 50+ Amenities"
r330371,Coco County,UPRERAPRJ958386,Not Found,Not Found,"GH-03C, Greater Noida W Rd, Sector 10, Greater Noida",,3 BHK,Bike and Car,Apartment,Not Found,County Group,Not Found,Not Found,838,644 sqft,644 sqft,4.54 acres,₹64.57 Lacs,September 2025,Gated Security,"Library, Vastu compliant, Visitor parking, Lift, Indoor games, Amphitheater",Not Found
